Year,area,Live_anim,item,feedtype,ft,Intake_DM,Intake,Supply,Loss,Loss_share
2016,Iceland,"Chickens, layers","Cereals, Other",crops,crops,91.8034273004528,105.208779257514,116.898643619461,11.6898643619461,0.1
1973,Thailand,Buffalo,"Marine Fish, Other",animals,animals,84942.7786079458,339771.114431783,377523.46047975897,37752.3460479759,0.1
1977,Sri Lanka,"Chickens, broilers",Cottonseed Cake,crops,crops,381.752903654646,427.734345831536,475.260384257262,47.526038425726,0.0999999999999997
1994,Mongolia,Sheep,Straw,residues,residues_grazers,12347.7434288724,14103.6475486835,15670.7194985372,1567.07194985372,0.1
1981,Latin America Other,"Cattle, non-dairy",Grassland,grass,grass,338943.690499357,1694718.45249679,1694718.45249679,0,0
1983,India,Ducks,Soy hulls,residues,residues,3.24726005641846,3.52963049610702,3.92181166234113,0.392181166234114,0.1
2018,Spain,Rabbits and hares,Fodder mix,residues,residues_grazers,0.03826121102086999,0.131184976908651,0.145761085454057,0.0145761085454057,0.1
1971,Lao,Ducks,Maize and products,crops,crops,7.66611832256312,8.89340872687137,9.8815652520793,0.988156525207927,0.0999999999999997
1994,Switzerland,Pigs,Sugarbeet pulp,residues,residues,399505.319997667,447374.378496827,497082.642774252,49708.2642774252,0.1
2003,Uruguay,"Chickens, broilers",Wheat and products,crops,crops,4601.09464499089,5234.46489760056,5816.07210844507,581.607210844507,0.1
1992,Croatia,Sheep,Fodder legumes,residues,residues_grazers,3602.68896936784,17580.1184217955,34619.5595157324,17039.4410939369,0.492191158185982
2020,Cuba,"Chickens, layers",Yams,crops,crops,126.507265415212,421.222859318129,491.855912207276,70.6330528891462,0.143605172035383
1992,Sudan,"Chickens, broilers",Groundnut Cake,crops,crops,2396.800942248,2628.07120860527,2920.07912067252,292.007912067252,0.1
2004,Bulgaria,Sheep,"Oilseed Cakes, Other",crops,crops,460.612432871352,512.408379944027,588.501242572745,76.0928626287181,0.129299408606282
2005,Norway,"Chickens, layers",Soyabean Cake,crops,crops,17667.4896235555,20076.6927540403,22307.4363933781,2230.74363933781,0.0999999999999999
2002,Zambia,"Chickens, layers",Maize and products,crops,crops,8623.28544087073,10003.8114163234,11115.3460181371,1111.53460181371,0.1
1996,Bulgaria,Asses,Groundnut Cake,crops,crops,7.25102378373527,7.95068397339394,8.83409330377104,0.883409330377103,0.1
1964,Iraq,Camels,Sesameseed Cake,crops,crops,54.6897006402509,60.8395668566803,67.5995187296448,6.75995187296448,0.1
1973,Malaysia,"Chickens, broilers",Cassava and products,crops,crops,1322.43120059635,3178.9211552797,3532.13461697744,353.213461697744,0.1
2016,Thailand,"Cattle, non-dairy",Coconuts - Incl Copra,crops,crops,1018.19799007327,5090.98995036636,5678.11657463777,587.12662427141,0.103401650275006
2007,Saudi Arabia,"Chickens, layers",Groundnut Cake,crops,crops,152.469620396837,167.181601312321,230.286883704547,63.1052823922255,0.274028991044007
1971,United Kingdom,"Chickens, layers",DDGS,crops,crops,8480.75737417526,9360.65935339432,10400.7326148826,1040.07326148826,0.0999999999999999
1996,Egypt,Buffalo,Barley and products,crops,crops,60544.8175336209,68412.2232018315,76013.5813353684,7601.35813353684,0.1
2015,Cuba,"Chickens, layers","Vegetables, Other",crops,crops,7070.74300535508,59418.008448362,70074.3944045233,10656.3859561612,0.152072465937335
1984,Romania,Horses,Sugarbeet pulp,residues,residues,243305.75394235,272458.850999272,346026.447196485,73567.5961972134,0.21260685936945
2018,Finland,Pigs,"Fish, Body Oil",animals,animals,143.647438038026,146.579018406149,162.865576006832,16.2865576006832,0.1
1989,Algeria,Sheep,DDGS Barley,crops,crops,498.5823070845,542.526993563112,602.80777062568,60.2807770625682,0.1
2016,Chad,"Cattle, non-dairy",Other crop residues,residues,residues,2108388.0080401,2343521.31312349,2603912.57013722,260391.257013722,0.1
1962,Mexico,"Chickens, broilers","Marine Fish, Other",animals,animals,88.5159801321129,354.063920528452,393.404356142724,39.3404356142725,0.1
1996,Malta,Rabbits and hares,"Oilseed Cakes, Other",crops,crops,3.63614480809587e-5,4.04502991537503e-5,4.49447768375003e-5,4.49447768375002e-6,0.0999999999999998
1981,Argentina,Asses,Maize and products,crops,crops,390.996615228252,453.592361053656,503.99151228184,50.399151228184,0.1
1968,Puerto Rico,Goats,Bananas,crops,crops,0.125027803199305,0.502119691563474,0.55791076840386,0.055791076840386,0.1
1964,Paraguay,Horses,Maize and products,crops,crops,5065.26852949203,5876.18158873786,6542.38609341951,666.204504681649,0.101828980309147
1987,Brazil,Rabbits and hares,Palmkernel Cake,crops,crops,0.00156050942736823,0.00170734073016218,0.00190098205289558,1.9364132273339e-4,0.101863835294207
1984,Bolivia,"Cattle, non-dairy",Milk - Excluding Butter,animals,animals,1.65476208450229e-14,1.39055637353134e-13,1.54506263725704e-13,1.54506263725704e-14,0.1
2008,Kazakhstan,Rabbits and hares,Milk - Excluding Butter,animals,animals,0.00480022888127062,0.0403380578258035,0.0455362553479577,0.00519819752215413,0.114155138195554
2015,Slovenia,Ducks,Barley and products,crops,crops,10.7756485710424,12.1758740915734,13.5287489906371,1.35287489906371,0.1
1968,Cuba,"Chickens, broilers",Groundnut Cake,crops,crops,108.064391966924,118.491657858469,132.126291440174,13.6346335817046,0.103193947495895
1995,Tajikistan,"Chickens, broilers",Cottonseed,crops,crops,121.992604035122,132.600656559915,147.33406284435,14.733406284435,0.0999999999999999
1989,Iraq,Sheep,Fodder legumes,residues,residues_grazers,53854.3591929937,262794.268445791,291993.631606434,29199.3631606434,0.0999999999999998
1976,Argentina,Rabbits and hares,"Cereals, Other",crops,crops,1.34683438224414e-5,1.54350230034664e-5,1.71500255594071e-5,1.71500255594071e-6,0.1
1975,Romania,Horses,DDGS Barley,crops,crops,2.90077254662715e-13,3.15644455563345e-13,3.50716061737051e-13,3.50716061737051e-14,0.1
1995,Uruguay,Ducks,Cottonseed Cake,crops,crops,2.45666018608237,2.75256043258528,3.05840048065032,0.305840048065031,0.1
1967,Poland,Horses,Fodder legumes,residues,residues_grazers,619498.645932387,3022980.7930226,3696239.56886275,673258.775840151,0.182146953220161
1964,Malaysia,Pigs,Sesameseed Cake,crops,crops,578.573401023419,643.634079195423,715.148976883803,71.5148976883802,0.0999999999999998
2008,Romania,Pigs,"Oilseed Cakes, Other",crops,crops,57.320728787028,63.7664545697911,70.8516161886568,7.08516161886567,0.1
2006,Slovakia,Turkeys,DDGS,crops,crops,16.7547975546704,18.4931540338525,20.5479489265028,2.05479489265028,0.1
1963,Ecuador,"Cattle, non-dairy",Plantains,crops,crops,4107.36315526118,16495.4343584787,19720.0306878311,3224.59632935243,0.163518829174149
2003,Panama,Horses,Sugar cane,crops,crops,72.177302878544,244.668823317098,271.854248130109,27.1854248130109,0.1
1997,Poland,Goats,Palmkernel Cake,crops,crops,0.00637300144767016,0.00697264928629121,0.00774738809587912,7.7473880958791e-4,0.1
1969,Thailand,Sheep,DDGS,crops,crops,2.68286050013914e-17,2.9612146800652803e-17,3.29023853340586e-17,3.2902385334058593e-18,0.1
1987,Sweden,Pigs,Other crop residues,residues,residues,263478.695016225,292862.573193284,325402.859103649,32540.2859103648,0.0999999999999998
2004,Cambodia,Buffalo,Maize and products,crops,crops,6.58617210441627e-13,7.64057088679382e-13,8.48952320754869e-13,8.48952320754869e-14,0.1
1992,Kenya,Sheep,Oats,crops,crops,2.91932876812478,3.36586714234217,3.73985238038019,0.373985238038018,0.0999999999999998
1998,United States of America,Horses,Cottonseed Cake,crops,crops,15491.2555865768,17357.1491166127,19285.7212406808,1928.57212406808,0.0999999999999999
2014,Australia,"Cattle, non-dairy",Molasses,crops,crops,139660.544919853,185595.408531366,207614.827258359,22019.4187269929,0.10605898922427
1984,Belgium-Luxembourg,"Chickens, broilers",Milk - Excluding Butter,animals,animals,3496.25900941926,29380.3278102459,32644.808678051,3264.4808678051,0.1
2020,Chile,Goats,Soy hulls,residues,residues,2.27677932556525,2.47476013648397,2.74973348498218,0.274973348498218,0.0999999999999999
2016,Albania,"Chickens, layers","Sweeteners, Other",crops,crops,230.275328328003,231.432490781912,257.147211979902,25.7147211979902,0.1
2020,United States of America,"Chickens, broilers",Cassava and products,crops,crops,9363.80410056896,22509.1444725215,25010.1605250239,2501.01605250239,0.1
2019,United Arab Emirates,"Chickens, layers",Potatoes and products,crops,crops,1201.69751662137,5293.82165912497,5882.02406569441,588.202406569441,0.1
2004,United States of America,"Cattle, dairy",Sweet potatoes,crops,crops,559.227041310905,2167.54667174769,2408.38519083077,240.838519083077,0.1
2003,Colombia,Horses,Milk - Excluding Butter,animals,animals,8150.72748614163,68493.5082869045,76103.8980965605,7610.38980965604,0.1
2017,Mexico,Horses,Molasses,crops,crops,35170.001985829,46737.5441672147,51930.6046302385,5193.06046302385,0.1
2019,Switzerland,"Chickens, layers",Pelagic Fish,animals,animals,14.2708446350273,57.0833785401092,63.4259761556769,6.34259761556769,0.1
1978,Singapore,"Chickens, broilers","Roots, Other",crops,crops,0.159864275346051,0.532289485058994,0.591432761176661,0.0591432761176661,0.1
1974,Philippines,Ducks,"Oilseed Cakes, Other",crops,crops,33.3055169203409,37.0507280100204,41.1674755666894,4.11674755666894,0.1
2004,North Macedonia,"Cattle, dairy",Sugarbeet pulp,residues,residues,6973.21778634942,7808.75451998815,9193.39858726516,1384.64406727702,0.150612861406341
2004,Belgium,"Chickens, broilers",Copra Cake,crops,crops,6852.4715906006,7538.47259692035,8376.08066324483,837.608066324483,0.1
2008,Turkey,Rabbits and hares,Sugarbeet pulp,residues,residues,0.132499741332387,0.148375970137051,0.191955899215727,0.0435799290786756,0.227030944382172
2006,DR Congo,Goats,"Sweeteners, Other",crops,crops,0.13013662016645,0.130790573031608,0.145322858924009,0.0145322858924009,0.1
1999,Spain,Rabbits and hares,"Meat, Other",animals,animals,6.11347290433986e-6,1.71405782364669e-5,1.90450869294077e-5,1.90450869294077e-6,0.1
2003,Kyrgyzstan,Rabbits and hares,Milk - Excluding Butter,animals,animals,0.00117101802251713,0.00984048758417756,0.0109338750935306,0.00109338750935306,0.0999999999999997
2017,Japan,Turkeys,Oats,crops,crops,0.0499950535484656,0.0576422600481924,0.0640469556091027,0.00640469556091028,0.1
1982,Romania,Goats,Peas,crops,crops,227.171892438441,247.959133096351,275.510147884835,27.5510147884835,0.1
2002,Kazakhstan,Pigs,"Oilseed Cakes, Other",crops,crops,805.006073723938,895.529144774939,995.032383083265,99.5032383083266,0.1
2010,United Kingdom,Geese,Sunflower seed,crops,crops,15.7628275862473,16.8466272742222,18.7184747491358,1.87184747491358,0.1
1982,Kenya,Sheep,Maize and products,crops,crops,73.4146377779658,85.1677932459,94.6308813843333,9.46308813843332,0.1
1966,Nicaragua,Pigs,Cottonseed Cake,crops,crops,3620.37873659012,4056.44676368641,4507.16307076268,450.716307076267,0.0999999999999998
1976,Brazil,Ducks,Cottonseed Cake,crops,crops,429.090413358943,480.773572390973,534.192858212192,53.4192858212193,0.1
1980,Chile,"Cattle, dairy",Maize and products,crops,crops,21558.8039853018,25010.2134400253,27789.1260444726,2778.91260444726,0.1
2013,Mozambique,"Cattle, non-dairy",Maize and products,crops,crops,9873.00816859539,11453.6057640318,12726.228626702,1272.62286267019,0.0999999999999998
1976,Algeria,Turkeys,Other crop residues,residues,residues,75.6827476388916,84.1230985241478,110.185422842422,26.0623243182744,0.236531508850736
1980,Iraq,"Cattle, non-dairy",Grassland,grass,grass,2277348.28036194,11386741.4018097,11386741.4018097,0,0
2002,Austria,Geese,Sorghum and products,crops,crops,0.00468888520078228,0.00542067653269627,0.00602297392521808,6.022973925218e-4,0.1
1963,Greece,"Cattle, non-dairy","Fruits, Other",crops,crops,206.811817022292,1109.98184318534,1233.31315909482,123.331315909482,0.0999999999999998
2014,Belarus,"Cattle, dairy",Millet and products,crops,crops,2258.76090570651,2565.31619046736,2850.35132274151,285.035132274151,0.1
1998,Estonia,"Chickens, layers",Wheat and products,crops,crops,10200.4503481825,11604.6079046445,12894.0087829383,1289.40087829383,0.1
2008,Angola,"Chickens, broilers",Cottonseed Cake,crops,crops,7.2306778574779,8.10159984031137,9.0441180961932,0.942518255881831,0.104213395475071
1997,Tanzania,"Chickens, broilers",Palmkernel Cake,crops,crops,515.226197410844,563.704811171602,626.338679079558,62.6338679079559,0.1
1978,Togo,"Cattle, dairy",Grassland,grass,grass,6349.82117942003,31749.1058971001,31749.1058971001,0,0
1984,Sweden,Turkeys,Sugarbeet pulp,residues,residues,724.754178350312,811.594824580416,901.772027311574,90.1772027311573,0.1
2018,Honduras,"Cattle, non-dairy","Cereals, Other",crops,crops,369.8871463223,423.898935714603,470.998817460669,47.0998817460669,0.1
2021,Denmark,"Cattle, dairy",Temporary grassland,grass,grass,620953.89910957,3104769.49554785,10988389.146373,7883619.65082518,0.717449987055414
1996,Denmark,"Chickens, broilers",Maize and products,crops,crops,2332.36302235488,2705.75756653699,3006.39729615221,300.63972961522,0.0999999999999999
2006,El Salvador,Sheep,Barley and products,crops,crops,8.48825671379695e-5,9.59125052406436e-5,1.1047991557808e-4,1.45674103374434e-5,0.131855733788529
1999,Thailand,"Chickens, layers","Molluscs, Other",animals,animals,6.61658379391462,26.4663351756585,29.407039084065,2.9407039084065,0.1
1968,Cameroon,Goats,Grassland,grass,grass,300005.221047685,1500026.10523842,1500026.10523842,0,0
1993,Equatorial Guinea,"Chickens, broilers","Roots, Other",crops,crops,7.63061292688867,25.4071462604506,101.752345307456,76.3451990470055,0.750304072268014
2016,Brazil,Turkeys,Palmkernel Cake,crops,crops,599.946625432407,656.39674554968,729.329717277422,72.9329717277421,0.1
2002,Palestine,Sheep,Groundnuts,crops,crops,1.33377909982142e-19,1.45582583207723e-19,1.61758425786358e-19,1.61758425786358e-20,0.1
1970,Sudan,"Cattle, dairy",Sorghum and products,crops,crops,12530.7800180199,14486.4508878843,16096.0565420937,1609.60565420937,0.0999999999999999
2017,Russian Federation,Pigs,Other crop residues,residues,residues,7149597.03091437,7946940.01213157,25281690.8504588,17334750.8383272,0.685664220042175
1979,Costa Rica,"Cattle, non-dairy",Other crop residues,residues,residues,579656.170837146,644301.04205685,775306.017879137,131004.975822287,0.168971957912378
2009,Estonia,"Cattle, dairy",Fodder vegetables and roots,residues,residues,0.841048231509181,8.41048231509181,10.0556965915645,1.64521427647266,0.163610174739441
2008,Benin,Goats,Soy hulls,residues,residues,4.85666160001375,5.27898000001495,6.26135230092525,0.982372300910305,0.156894589810118
1961,Bulgaria,Pigs,Oats,crops,crops,85017.5183049938,98021.7351710152,108913.039078906,10891.3039078906,0.0999999999999999
1965,"China, mainland",Rabbits and hares,DDGS Barley,crops,crops,2.21101987282e-4,2.4058975765179e-4,2.6732195294644e-4,2.67321952946441e-5,0.1
1994,Russian Federation,Sheep,Pelagic Fish,animals,animals,1289.24931084694,5156.99724338776,7485.6503309742,2328.65308758645,0.311082268690927
2002,Norway,Turkeys,Fodder vegetables and roots,residues,residues,457.599246861581,4575.99246861581,5084.43607623979,508.443607623978,0.0999999999999998
2021,United Kingdom,Geese,Rye and products,crops,crops,20.8171201590679,23.7638357980227,26.404261997803,2.6404261997803,0.1
1978,Czechoslovakia,"Chickens, layers",Soy hulls,residues,residues,11.9407067265531,12.9790290506012,14.5675067913737,1.58847774077243,0.109042526186641
2009,United States of America,Pigs,"Oilseed Cakes, Other",crops,crops,363393.709746626,404257.394730649,449174.883034055,44917.4883034055,0.1
2013,Cameroon,Goats,Sugar cane,crops,crops,76.5215223079859,259.394990874529,288.216656527254,28.8216656527254,0.1
2008,Republic of Korea,"Cattle, non-dairy",Oats,crops,crops,1199.29134853546,1382.73406825765,1536.37118695294,153.637118695294,0.1
2010,Bosnia and Herzegovina,"Chickens, broilers",DDGS Barley,crops,crops,947.836115988165,1031.37771054207,1145.97523393564,114.597523393564,0.0999999999999999
1994,Ireland,"Chickens, layers",Rape and Mustard Cake,crops,crops,5739.66365150911,6434.60050617613,7149.55611797348,714.955611797347,0.0999999999999999
1962,India,Sheep,Soyabean Cake,crops,crops,0.699336013842058,0.794700015729612,0.883000017477346,0.0883000017477346,0.1
2011,Guinea-Bissau,"Chickens, broilers",DDGS Barley,crops,crops,1.97751480025552,2.15181153455443,2.39090170506048,0.239090170506048,0.1
2018,Hungary,Geese,Peas,crops,crops,27.5656067845927,30.0879826646455,33.4310918496061,3.34310918496061,0.1
1964,Bulgaria,"Cattle, dairy",Oats,crops,crops,4200.86045678681,4843.4209724675,5381.57885829722,538.157885829721,0.0999999999999998
2000,Turkey,Camels,Wheat and products,crops,crops,71.4375625875129,81.2714022611069,90.3015580678965,9.03015580678964,0.0999999999999999
1997,Azerbaijan,"Chickens, layers",DDGS Barley,crops,crops,427.668930189903,465.363362557022,517.070402841136,51.7070402841135,0.0999999999999999
2001,Cuba,"Chickens, broilers",Plantains,crops,crops,416.091184726069,1671.04893464285,2016.60070924387,345.551774601023,0.171353591723464
2010,Cuba,"Chickens, layers","Oilcrops, Other",crops,crops,40209.8626615073,43710.3317273383,48714.8922781402,5004.56055080196,0.102731635374008
2004,Azerbaijan,Pigs,"Oilseed Cakes, Other",crops,crops,195.740565005188,217.751625110063,241.946250122292,24.1946250122292,0.0999999999999997
