area_code,item_cbs_code,physical_ha,harvested_ha
28,2635,89686,89695
28,2640,5.3,5.3
28,2645,10129.6,10129.6
28,2662,226,226
28,2664,143.7,143.7
28,2665,2.9,2.9
28,2667,107.3,107.3
28,2671,14568.7,14568.7
28,2672,293927.9,293927.9
28,2807,6284692,6318655
29,254,8061.9,8105.4
29,328,2190.1,2190.3
29,2511,11627.6,11627.6
29,2513,0.8,0.8
29,2514,207305.4,207702.4
29,2517,8790.7,8790.7
29,2518,43421.6,43467.8
29,2520,792.1,792.1
29,2531,27840.8,27859.1
29,2532,284578.5,284870.2
29,2533,80258.8,80603.4
29,2534,10888.5,10888.5
29,2535,377.3,380.7
29,2536,2735.4,2735.6
29,2546,640698.9,642152.1
29,2547,3847.9,3847.9
29,2549,2747.2,2747.2
29,2551,10305.8,10305.8
29,2552,14235.1,14605.6
29,2555,4790,4794.8
29,2557,2.5,2.5
29,2560,72.6,72.6
29,2561,33.9,33.9
29,2570,28.9,28.9
29,2601,6.7,6.7
29,2602,7.5,7.5
29,2605,50848,50878.5
29,2611,1.9,1.9
29,2612,0.1,0.1
29,2613,0.1,0.1
29,2614,2.4,2.4
29,2615,154885.4,155597.3
29,2616,16796.9,16798.3
29,2618,4.1,4.1
29,2620,0.8,0.8
29,2625,22044.2,22044.2
29,2630,20906.8,20907
29,2633,0.1,0.1
29,2635,11329.3,11329.3
29,2642,3.9,3.9
29,2645,5.5,5.5
29,2665,14.6,14.6
29,2671,1483.1,1483.9
29,2672,4.4,4.4
29,2807,45104.4,45224.4
32,254,163995.5,164609.2
32,328,246440.1,246492
32,2511,346.4,346.4
32,2514,1176666.4,1176824.2
32,2517,73313.9,73313.9
32,2518,719631.7,719956.1
32,2520,90.8,90.8
32,2531,21426.3,21426.3
32,2532,328016.4,328156.8
32,2533,87764,87875.2
32,2534,176571.7,176571.7
32,2535,61514.7,61599.9
32,2536,136584.5,136584.6
32,2546,306075.2,306131.5
32,2549,268153.1,268153.1
32,2551,102716,102716
32,2552,444963.8,445170.2
32,2555,15980.1,15983.9
32,2560,1566.7,1568.6
32,2561,50450.6,50450.6
32,2570,113776,113776
32,2601,69174.5,69174.5
32,2602,24551.8,24551.8
32,2605,591036.5,592012.7
32,2611,6.6,6.6
32,2612,0.5,0.5
32,2613,0.7,0.7
32,2614,179.7,179.7
32,2615,94869.9,94869.9
32,2616,311525.6,311775.6
32,2618,8168,8168
32,2619,147,147
32,2625,42659.9,42659.9
32,2630,118182.2,118182.4
32,2633,691639.9,693303.6
32,2635,2073.5,2073.6
32,2640,273.7,273.7
32,2645,5719.5,5719.5
32,2662,261,261
32,2665,1.1,1.1
32,2671,4198.6,4198.6
32,2672,49321.1,49321.1
32,2807,267303.1,267726.6
33,677,42.9,42.9
33,2511,9883006,9986387
33,2513,2846864,2846871.5
33,2514,1444899.2,1444916.4
33,2515,148852.1,148852.1
33,2516,1318212.9,1318212.9
33,2517,4210.3,4210.3
33,2518,3142.6,3142.6
33,2520,234011.2,234011.2
33,2531,143510.2,143510.2
33,2537,15386.7,15386.7
33,2546,183528.6,183528.6
33,2547,1679653.8,1679654.5
33,2549,1837485.7,1837489
33,2551,28.1,28.1
33,2555,2043287.4,2043325.8
33,2557,44721.6,44721.6
33,2558,8308321.3,8308325.3
33,2570,426572.3,426572.3
33,2601,6050.2,6050.2
33,2602,5477.6,5477.6
33,2605,77518.6,77518.6
33,2611,10.4,10.4
33,2617,15155.2,15155.2
33,2620,11969,11969
33,2625,57908.9,57908.9
