area_code,item_cbs_code,physical_ha,harvested_ha
28,2625,360820.4,358717.9
28,2630,12490.7,12533.5
28,2635,89686,89695
28,2640,5.3,5.3
28,2645,10202.9,10129.6
28,2662,226.1,226
28,2664,143.7,143.7
28,2665,2.9,2.9
28,2667,107.9,107.3
28,2671,14668.2,14568.7
28,2672,293927.9,293927.9
28,2807,6653103.8,6318655
29,254,8061.9,8105.4
29,328,2216,2190.3
29,2511,11734.5,11627.6
29,2513,0.8,0.8
29,2514,213719,207702.4
29,2517,8893.9,8790.7
29,2518,44107.7,43467.8
29,2520,1369.5,792.1
29,2531,28531.2,27859.1
29,2532,291334.6,284870.2
29,2533,81998.2,80603.4
29,2534,11422.9,10888.5
29,2535,377.7,380.7
29,2536,2784.9,2735.6
29,2546,682586.3,642152.1
29,2547,3951.5,3847.9
29,2549,2878,2747.2
29,2551,10305.8,10305.8
29,2552,14566.5,14605.6
29,2555,4926.6,4794.8
29,2557,2.5,2.5
29,2560,72.6,72.6
29,2561,33.9,33.9
29,2570,28.9,28.9
29,2601,6.7,6.7
29,2602,7.5,7.5
29,2605,51665.3,50878.5
29,2611,1.9,1.9
29,2612,0.1,0.1
29,2613,0.1,0.1
29,2614,2.4,2.4
29,2615,156689.9,155597.3
29,2616,16796.9,16798.3
29,2618,4.1,4.1
29,2620,0.8,0.8
29,2625,22404.6,22044.2
29,2630,20906.8,20907
29,2633,0.1,0.1
29,2635,11329.3,11329.3
29,2642,3.9,3.9
29,2645,5.5,5.5
29,2665,14.6,14.6
29,2671,1503.8,1483.9
29,2672,4.4,4.4
29,2807,59797.7,45224.4
32,254,163995.5,164609.2
32,328,254804.9,246492
32,2511,471.8,346.4
32,2514,1285893.4,1176824.2
32,2517,91837.3,73313.9
32,2518,862364.8,719956.1
32,2520,90.8,90.8
32,2531,23557,21426.3
32,2532,353974.3,328156.8
32,2533,92276.4,87875.2
32,2534,185689.7,176571.7
32,2535,64868.2,61599.9
32,2536,137431.9,136584.6
32,2546,398423,306131.5
32,2549,352499.7,268153.1
32,2551,106717.6,102716
32,2552,556978.4,445170.2
32,2555,23869,15983.9
32,2560,1566.7,1568.6
32,2561,59401.2,50450.6
32,2570,133744.1,113776
32,2601,71466.8,69174.5
32,2602,25688.4,24551.8
32,2605,612353.6,592012.7
32,2611,6.6,6.6
32,2612,0.5,0.5
32,2613,1.1,0.7
32,2614,180,179.7
32,2615,96855.6,94869.9
32,2616,330427,311775.6
32,2618,8550.3,8168
32,2619,153.3,147
32,2625,44338.6,42659.9
32,2630,118182.2,118182.4
32,2633,691639.9,693303.6
32,2635,2073.5,2073.6
32,2640,284.1,273.7
32,2645,5928,5719.5
32,2662,271.6,261
32,2665,1.1,1.1
32,2671,4348.5,4198.6
32,2672,49321.1,49321.1
32,2807,299431.8,267726.6
33,677,42.9,42.9
33,2511,10180313,9986387
33,2513,2846864,2846871.5
33,2514,1451133.6,1444916.4
33,2515,153295.5,148852.1
33,2516,1357598.2,1318212.9
33,2517,4210.3,4210.3
33,2518,3142.6,3142.6
33,2520,241775,234011.2
33,2531,144633.7,143510.2
33,2537,15442.9,15386.7
33,2546,188653.9,183528.6
33,2547,1733734.7,1679654.5
33,2549,1896168.2,1837489
33,2551,28.1,28.1
33,2555,2065029.3,2043325.8
33,2557,45750.3,44721.6
33,2558,8507401.1,8308325.3
33,2570,427802.8,426572.3
33,2601,6068.8,6050.2
33,2602,5498.8,5477.6
33,2605,77734.1,77518.6
33,2611,10.4,10.4
33,2617,15204.5,15155.2
33,2620,12008.3,11969
33,2625,58115.2,57908.9
33,2645,13110.3,13053.5
33,2664,14605.1,14605.1
33,2667,24228.4,24148.9
33,2671,9472.5,9442.1
33,2807,0.2,0.2
35,2514,32364.6,26912.2
35,2531,181.7,156.4
35,2532,319.4,278.2
35,2533,194.9,165.1
35,2536,1972.9,1817.8
35,2552,80.3,80.3
35,2560,1459.2,1459.3
35,2605,381.2,342.1
35,2615,235.9,223.5
35,2630,119.2,119.2
37,254,761.6,761.6
37,328,44781,42455.8
37,2511,0.7,0.7
37,2514,133014,110855.5
37,2517,12376.7,8920.7
37,2518,40668.1,30030
37,2520,119.9,119.9
37,2531,1568.9,1441.9
37,2532,272172.8,247967.1
37,2533,143.8,143.8
37,2534,17920.9,16541.5
37,2535,60948.6,58087.7
37,2536,21009.6,20234.3
37,2546,660.3,677.3
37,2547,0.5,0.5
37,2549,36699.7,20330.8
37,2551,219.5,219.5
37,2552,179362.5,109197
37,2555,3.3,3.3
37,2557,3.4,3.4
37,2560,0.1,0.1
37,2561,35249.4,21368.1
37,2570,48830,28216.5
37,2601,70.1,70.1
37,2602,22,22
37,2605,16334.5,12159.2
37,2611,5023.7,4711.6
37,2612,359.4,336.8
37,2613,527.2,496.3
37,2615,19180.3,18302.8
37,2616,34217.5,32587.2
37,2618,2388.1,2242.7
37,2619,9.7,9.7
37,2625,2628.9,2468.8
37,2630,16387.3,16387.3
37,2633,3614.4,3614.4
37,2635,0.2,0.2
37,2640,0.6,0.6
37,2662,0.4,0.4
37,2665,746.7,693.4
37,2671,576.8,557.1
37,2672,869.5,869.5
37,2807,22068.4,5362.6
38,254,2424.2,2424.2
38,2514,74220.3,74051.1
38,2517,150.4,137.5
38,2518,191.9,191.3
38,2531,3611.9,3603
38,2532,20872.9,20817
38,2533,4158.7,4149.5
38,2535,32146.6,32146.6
38,2536,14362.4,14348.6
38,2546,6018.2,5971.1
38,2549,11532.3,11439.7
38,2551,15742,15715.5
38,2552,19200.1,19126.8
38,2555,3503,3491.5
38,2558,396.4,396.2
38,2560,495221.8,495765.2
38,2561,11451.8,11411.9
38,2601,6490.3,6478.6
38,2602,7003.1,6990.8
38,2605,84697.2,84529.1
38,2611,6672.8,6667
38,2612,10299.7,10290.9
38,2616,50273.9,50188.5
38,2618,3691.4,3685.2
38,2625,41658.7,41586.3
38,2630,5961.6,5961.6
38,2633,1856.9,1856.9
38,2635,261808.7,261808.7
38,2640,45869.6,45787.6
38,2642,5940.9,5931
38,2645,42441,42365.9
38,2671,1171.6,1169.6
38,2672,118807,118807
38,2807,935212.2,1063082.2
39,254,29.2,29.2
39,328,185098.1,214604.3
39,2511,1172.2,1012.8
39,2514,368784.8,348772.4
39,2517,1310217.4,1125202.8
39,2518,1137031.7,1160219
39,2520,401457.5,323725.5
39,2531,4167.4,3976.9
39,2532,33114.4,31676.6
39,2533,31864,30378.8
39,2534,10822.4,10340.5
39,2535,40622.2,48482.5
39,2536,4437.7,4376.5
39,2546,222744.5,224624.2
39,2549,61769.3,54267
39,2551,555.5,555.5
39,2552,716760.6,765775.8
39,2555,118.3,118.3
39,2557,3.1,3.1
39,2560,9.5,9.5
39,2561,287266.5,247734.2
39,2570,36441.1,32206.5
39,2601,134.3,134.3
39,2602,1364.9,1332.3
39,2605,7814.5,10389.3
39,2611,23.1,23.1
39,2612,2.3,2.3
39,2613,3.1,3.1
39,2615,74.3,74.3
39,2616,99.9,99.9
