lon,lat,lgp,thermal
101.25,59.75,125.3,9
101.75,59.75,125,9
102.25,59.75,126,9
102.75,59.75,128.8,9
103.25,59.75,129.3,9
103.75,59.75,127.3,9
104.25,59.75,126.6,9
104.75,59.75,125.9,9
105.25,59.75,124.1,9
105.75,59.75,123.2,9
106.25,59.75,123.3,9
106.75,59.75,123.7,9
107.25,59.75,124.6,9
107.75,59.75,127.2,9
108.25,59.75,127.2,9
108.75,59.75,125.2,9
109.25,59.75,124.8,9
109.75,59.75,124,9
110.25,59.75,124.4,9
110.75,59.75,124.8,9
111.25,59.75,125.4,9
111.75,59.75,127.6,9
112.25,59.75,128.2,9
112.75,59.75,128,9
113.25,59.75,127,9
113.75,59.75,123.8,9
114.25,59.75,120.1,9
114.75,59.75,118.3,9
115.25,59.75,111.2,9
115.75,59.75,112.3,9
116.25,59.75,111.4,9
116.75,59.75,121.2,9
117.25,59.75,125.7,9
117.75,59.75,127.3,9
118.25,59.75,130.6,9
118.75,59.75,130.9,9
119.25,59.75,131.5,9
119.75,59.75,131.1,9
120.25,59.75,130,9
120.75,59.75,128,9
121.25,59.75,129,9
121.75,59.75,127.7,9
122.25,59.75,124.4,9
122.75,59.75,124.9,9
123.25,59.75,123.8,9
123.75,59.75,124.6,9
124.25,59.75,126.9,9
124.75,59.75,126.3,9
125.25,59.75,125.1,9
125.75,59.75,125.9,9
126.25,59.75,126.6,9
126.75,59.75,127.1,9
127.25,59.75,127.1,9
127.75,59.75,128.1,9
128.25,59.75,128.1,9
128.75,59.75,128.8,9
129.25,59.75,129.4,9
129.75,59.75,128,9
130.25,59.75,127.9,9
130.75,59.75,126.2,9
131.25,59.75,126.7,9
131.75,59.75,125.8,9
132.25,59.75,126.9,9
132.75,59.75,128.3,9
133.25,59.75,124,9
133.75,59.75,123.7,9
134.25,59.75,127.5,9
134.75,59.75,130,9
135.25,59.75,128.3,9
135.75,59.75,127.2,9
136.25,59.75,120.1,9
136.75,59.75,103.8,9
137.25,59.75,100.3,9
137.75,59.75,109.2,9
138.25,59.75,105.4,9
138.75,59.75,105.2,9
139.25,59.75,96.6,9
139.75,59.75,102,9
140.25,59.75,102.1,9
140.75,59.75,103.3,9
141.25,59.75,106.2,9
141.75,59.75,108.2,9
142.25,59.75,112.6,9
142.75,59.75,120.6,9
143.25,59.75,119.5,9
143.75,59.75,109.1,9
144.25,59.75,111,9
144.75,59.75,110.6,9
145.25,59.75,107,9
145.75,59.75,118.2,9
146.25,59.75,120.1,9
146.75,59.75,118.1,9
147.25,59.75,120.3,9
147.75,59.75,122.7,9
148.25,59.75,117.5,9
148.75,59.75,120.8,9
149.25,59.75,124.2,9
149.75,59.75,119.8,9
150.25,59.75,121.1,9
150.75,59.75,116,9
151.25,59.75,119.4,9
151.75,59.75,118.4,9
152.25,59.75,108.6,9
152.75,59.75,111.6,9
153.25,59.75,116.1,9
153.75,59.75,121.7,9
161.25,59.75,116.2,9
161.75,59.75,102.7,9
162.25,59.75,104.2,9
162.75,59.75,108.5,9
163.25,59.75,118.5,9
-161.75,59.25,137.7,8
-161.25,59.25,135.9,8
-160.75,59.25,133.8,8
-160.25,59.25,137.7,8
-159.75,59.25,134.9,8
-159.25,59.25,136,8
-158.75,59.25,137.2,8
-158.25,59.25,141.5,8
-157.75,59.25,143.9,8
-157.25,59.25,143.8,8
-156.75,59.25,145.3,8
-156.25,59.25,146.4,8
-155.75,59.25,145.1,8
-155.25,59.25,141.8,8
-154.75,59.25,138.1,8
-154.25,59.25,148,8
-151.75,59.25,154.4,8
-151.25,59.25,144.5,8
-138.75,59.25,155.4,8
-138.25,59.25,155.4,8
-137.75,59.25,98.3,10
-137.25,59.25,95.7,10
-136.75,59.25,94.6,10
-136.25,59.25,123.9,8
-135.75,59.25,131.9,8
-135.25,59.25,141.9,8
-134.75,59.25,98.8,10
-134.25,59.25,94.7,10
-133.75,59.25,122.2,8
-133.25,59.25,118.8,8
-132.75,59.25,109.5,10
-132.25,59.25,124.3,8
-131.75,59.25,127.2,8
-131.25,59.25,109.6,10
-130.75,59.25,111.5,9
-130.25,59.25,104.1,10
-129.75,59.25,110.2,8
-129.25,59.25,120.8,8
-128.75,59.25,117.7,8
-128.25,59.25,123.1,9
-127.75,59.25,142.7,8
-127.25,59.25,141.1,8
-126.75,59.25,132.2,8
-126.25,59.25,129.5,8
-125.75,59.25,139.9,8
-125.25,59.25,145.5,8
-124.75,59.25,153.8,8
-124.25,59.25,159.9,8
-123.75,59.25,158.8,8
-123.25,59.25,162.7,8
-122.75,59.25,161.9,8
-122.25,59.25,157.3,8
-121.75,59.25,151.8,8
-121.25,59.25,150.9,8
-120.75,59.25,148.4,8
-120.25,59.25,154.1,8
-119.75,59.25,151,8
-119.25,59.25,152.1,8
-118.75,59.25,150.2,8
-118.25,59.25,152.3,8
-117.75,59.25,153.1,8
-117.25,59.25,153.1,8
-116.75,59.25,149.5,8
-116.25,59.25,140.1,8
-115.75,59.25,128.6,9
-115.25,59.25,126,9
-114.75,59.25,127.2,9
-114.25,59.25,130.4,9
-113.75,59.25,148.5,8
-113.25,59.25,151.1,8
-112.75,59.25,149.9,8
-112.25,59.25,149.5,8
-111.75,59.25,149.3,8
-111.25,59.25,146.2,8
-110.75,59.25,145,8
-110.25,59.25,144.7,8
-109.75,59.25,146.4,8
-109.25,59.25,146.4,8
-108.75,59.25,143.4,8
-108.25,59.25,137.9,8
-107.75,59.25,136.2,8
-107.25,59.25,135.5,8
-106.75,59.25,136.4,8
-106.25,59.25,134.3,8
-105.75,59.25,131.2,8
-105.25,59.25,129.1,9
-104.75,59.25,126.6,9
-104.25,59.25,123.1,9
-103.75,59.25,120.8,9
-103.25,59.25,118.8,9
-102.75,59.25,117.9,9
-102.25,59.25,115.5,9
-101.75,59.25,113.2,9
-101.25,59.25,111.4,9
-100.75,59.25,110.8,9
-100.25,59.25,111.5,9
-99.75,59.25,111.9,9
-99.25,59.25,110.3,9
-98.75,59.25,109,9
-98.25,59.25,106.8,9
-97.75,59.25,105.4,9
-97.25,59.25,103.9,9
-96.75,59.25,103.7,9
-96.25,59.25,104.1,9
-95.75,59.25,104.1,9
-95.25,59.25,104.2,9
-77.75,59.25,89.9,9
-77.25,59.25,86.5,10
-76.75,59.25,85,10
-76.25,59.25,85,10
-75.75,59.25,85.5,10
-75.25,59.25,85.6,10
-74.75,59.25,85.4,10
-74.25,59.25,84.4,10
-73.75,59.25,85,10
-73.25,59.25,83.5,10
-72.75,59.25,83.4,10
-72.25,59.25,80.2,10
-71.75,59.25,80.3,10
-71.25,59.25,79.7,10
-70.75,59.25,79.8,10
-70.25,59.25,84.2,10
-69.75,59.25,91.9,10
-69.25,59.25,94.1,10
-65.25,59.25,78.3,10
-64.75,59.25,55.8,10
-64.25,59.25,50.6,10
-63.75,59.25,65.1,10
5.25,59.25,219,7
6.25,59.25,192.6,7
6.75,59.25,152.9,8
7.25,59.25,149.3,8
7.75,59.25,152.1,8
8.25,59.25,153.1,8
8.75,59.25,158.6,8
9.25,59.25,183.7,7
9.75,59.25,185.6,7
10.25,59.25,198.7,7
10.75,59.25,199.8,7
11.25,59.25,196.2,7
11.75,59.25,189.3,7
12.25,59.25,186.2,7
12.75,59.25,187.9,7
13.25,59.25,190.5,7
13.75,59.25,190.5,7
14.25,59.25,186.5,7
14.75,59.25,183.8,7
15.25,59.25,186.6,7
15.75,59.25,188.6,7
16.25,59.25,190.5,7
16.75,59.25,191.7,7
17.25,59.25,193.2,7
17.75,59.25,194.1,7
18.25,59.25,193.7,7
23.75,59.25,189.1,7
24.25,59.25,192.3,7
24.75,59.25,193.4,7
25.25,59.25,192.5,7
25.75,59.25,189.5,7
26.25,59.25,187.3,7
26.75,59.25,187.3,7
27.25,59.25,189.2,7
27.75,59.25,189,7
28.25,59.25,188.6,7
28.75,59.25,187.5,7
29.25,59.25,185.8,7
29.75,59.25,186.3,7
30.25,59.25,187.7,7
30.75,59.25,187.3,7
31.25,59.25,187.3,7
31.75,59.25,186.9,7
32.25,59.25,185.3,7
32.75,59.25,184.2,7
33.25,59.25,182.2,7
33.75,59.25,179.5,7
34.25,59.25,177.5,7
34.75,59.25,177.5,7
35.25,59.25,178.5,7
35.75,59.25,178.4,7
36.25,59.25,178.7,7
36.75,59.25,178.9,7
37.25,59.25,178.1,7
37.75,59.25,176.6,7
38.25,59.25,176.5,7
38.75,59.25,174.6,7
39.25,59.25,172.6,7
39.75,59.25,172.9,7
40.25,59.25,173.6,7
40.75,59.25,173.1,7
41.25,59.25,172.9,7
41.75,59.25,173,7
42.25,59.25,172.6,7
42.75,59.25,170.9,7
43.25,59.25,171.5,7
43.75,59.25,172.2,7
44.25,59.25,172.2,7
44.75,59.25,171.8,7
45.25,59.25,171.9,7
45.75,59.25,172.1,7
46.25,59.25,171.6,7
46.75,59.25,172.3,7
47.25,59.25,172.1,7
47.75,59.25,172.2,7
48.25,59.25,171.9,7
48.75,59.25,171.2,7
49.25,59.25,171.3,7
49.75,59.25,171,7
50.25,59.25,169.9,7
50.75,59.25,169.8,7
51.25,59.25,169.4,7
51.75,59.25,169,7
52.25,59.25,168.7,7
52.75,59.25,167.3,7
53.25,59.25,164.8,7
53.75,59.25,163.6,8
54.25,59.25,165.7,7
54.75,59.25,166.1,7
55.25,59.25,165.1,7
55.75,59.25,164.6,8
56.25,59.25,165.4,7
56.75,59.25,164.4,8
57.25,59.25,162.3,8
57.75,59.25,156.3,8
58.25,59.25,151.1,8
58.75,59.25,145.4,8
59.25,59.25,147.6,8
59.75,59.25,157.9,8
60.25,59.25,162,8
60.75,59.25,163.4,8
61.25,59.25,163.3,8
61.75,59.25,163.8,8
62.25,59.25,164.4,7
62.75,59.25,162.1,8
63.25,59.25,160.7,8
63.75,59.25,159.5,8
64.25,59.25,157.9,8
64.75,59.25,157.2,7
65.25,59.25,156.5,8
65.75,59.25,159.1,8
66.25,59.25,159.6,8
66.75,59.25,159.7,8
67.25,59.25,158.9,8
67.75,59.25,158.5,8
68.25,59.25,157.9,8
68.75,59.25,157.6,8
69.25,59.25,155.7,8
69.75,59.25,154.8,8
70.25,59.25,154.4,8
70.75,59.25,154.1,8
71.25,59.25,153.9,8
71.75,59.25,153.2,8
72.25,59.25,152.4,8
72.75,59.25,151.7,8
73.25,59.25,151.3,8
73.75,59.25,151.3,8
74.25,59.25,151.1,8
74.75,59.25,150.4,8
75.25,59.25,149.9,8
75.75,59.25,149.6,8
76.25,59.25,149.1,8
76.75,59.25,149.4,8
77.25,59.25,149.3,8
77.75,59.25,149.2,8
78.25,59.25,149.2,8
78.75,59.25,148.7,8
79.25,59.25,148.2,8
79.75,59.25,148.2,8
80.25,59.25,147.9,8
80.75,59.25,147.9,8
81.25,59.25,147.8,8
81.75,59.25,147.6,8
82.25,59.25,147.7,8
82.75,59.25,147.3,8
83.25,59.25,146.5,8
83.75,59.25,145.3,8
84.25,59.25,145.2,8
84.75,59.25,145,8
85.25,59.25,145,8
85.75,59.25,144.9,8
86.25,59.25,144.8,8
86.75,59.25,144.5,8
87.25,59.25,144.2,8
87.75,59.25,144.2,8
88.25,59.25,144.4,8
88.75,59.25,144.6,8
89.25,59.25,144.8,8
89.75,59.25,144,8
90.25,59.25,142.8,8
90.75,59.25,143.2,8
91.25,59.25,144.6,8
91.75,59.25,141.9,8
92.25,59.25,134.7,8
92.75,59.25,130.1,8
93.25,59.25,133,8
93.75,59.25,134.4,8
94.25,59.25,133,8
94.75,59.25,133.6,8
95.25,59.25,134,8
95.75,59.25,131,8
96.25,59.25,127.5,9
96.75,59.25,128.1,8
97.25,59.25,126.8,8
97.75,59.25,128.4,8
98.25,59.25,131.3,8
98.75,59.25,127.9,8
99.25,59.25,126.1,8
99.75,59.25,124.8,8
100.25,59.25,117.6,8
100.75,59.25,119.6,9
101.25,59.25,120.6,9
101.75,59.25,123.3,9
102.25,59.25,127.9,9
102.75,59.25,129.8,9
103.25,59.25,130.8,9
103.75,59.25,130.8,9
104.25,59.25,129.8,9
104.75,59.25,126.8,9
105.25,59.25,123.1,9
105.75,59.25,121.7,9
106.25,59.25,124.6,9
106.75,59.25,125.4,9
107.25,59.25,125.4,9
107.75,59.25,126,9
108.25,59.25,127.7,9
108.75,59.25,126.6,9
109.25,59.25,127.7,9
109.75,59.25,126.8,9
110.25,59.25,127.2,9
110.75,59.25,129.2,9
111.25,59.25,130.6,9
111.75,59.25,130.3,9
112.25,59.25,129.2,9
112.75,59.25,128.8,9
113.25,59.25,117.5,9
113.75,59.25,113.2,9
114.25,59.25,109.4,9
114.75,59.25,104,9
115.25,59.25,108,9
115.75,59.25,109.3,9
116.25,59.25,109.2,9
116.75,59.25,114.5,9
117.25,59.25,117.9,9
117.75,59.25,118.8,9
118.25,59.25,123.5,9
118.75,59.25,129.6,9
119.25,59.25,133.1,9
119.75,59.25,132.6,9
120.25,59.25,130.7,9
120.75,59.25,129.6,9
121.25,59.25,131.7,9
121.75,59.25,131.1,9
122.25,59.25,127.9,9
122.75,59.25,127.2,9
123.25,59.25,123.3,9
123.75,59.25,124.4,9
124.25,59.25,127.4,9
124.75,59.25,128.8,9
125.25,59.25,129.7,9
125.75,59.25,130.2,9
126.25,59.25,128.5,9
126.75,59.25,127.9,9
127.25,59.25,126.5,9
127.75,59.25,125.9,9
128.25,59.25,127.7,9
128.75,59.25,128.4,9
129.25,59.25,129.7,9
129.75,59.25,131.7,9
130.25,59.25,132.2,9
130.75,59.25,133.7,9
131.25,59.25,134.9,9
131.75,59.25,134,9
132.25,59.25,135.3,9
132.75,59.25,133.2,9
133.25,59.25,126,9
133.75,59.25,125.1,9
134.25,59.25,123.9,9
134.75,59.25,126.4,9
135.25,59.25,129.1,9
135.75,59.25,124.4,9
136.25,59.25,119.5,9
136.75,59.25,112.5,9
137.25,59.25,108.3,9
137.75,59.25,103.1,9
138.25,59.25,107,9
138.75,59.25,107.5,9
139.25,59.25,103.7,9
139.75,59.25,99,9
140.25,59.25,106.1,9
140.75,59.25,109.9,9
141.25,59.25,109.3,9
141.75,59.25,113.1,9
142.25,59.25,114.7,9
146.25,59.25,120.4,9
148.75,59.25,123,9
152.25,59.25,120.1,9
152.75,59.25,112,9
153.25,59.25,109.2,9
153.75,59.25,120.1,9
154.25,59.25,122.4,9
154.75,59.25,121.8,9
160.25,59.25,121.6,9
160.75,59.25,114.3,9
161.25,59.25,101.2,9
161.75,59.25,83,10
162.25,59.25,101.4,9
162.75,59.25,115.5,9
163.25,59.25,116,9
-161.75,58.75,139.7,8
-160.75,58.75,138.4,8
-159.25,58.75,142.5,8
-158.25,58.75,145.3,8
-157.75,58.75,145.5,8
-156.75,58.75,146.2,8
-156.25,58.75,143.6,8
-155.75,58.75,141.3,8
-155.25,58.75,132.6,8
-154.75,58.75,124.5,8
-154.25,58.75,132.3,8
-153.75,58.75,121.4,8
-137.75,58.75,127.7,8
-137.25,58.75,43.5,10
-136.75,58.75,122.3,8
-135.75,58.75,151.7,8
-135.25,58.75,169.2,8
-134.75,58.75,151.6,8
-134.25,58.75,112,10
-133.75,58.75,147.5,8
-133.25,58.75,144.3,8
-132.75,58.75,141.6,8
-132.25,58.75,134.2,8
-131.75,58.75,129.8,8
-131.25,58.75,117.3,8
-130.75,58.75,119.9,8
-130.25,58.75,120.5,8
-129.75,58.75,117.7,8
-129.25,58.75,106,10
-128.75,58.75,105.5,10
-128.25,58.75,108.9,10
-127.75,58.75,120.5,8
-127.25,58.75,130.3,8
-126.75,58.75,121.1,8
-126.25,58.75,99.8,10
-125.75,58.75,115.8,8
-125.25,58.75,123.6,8
-124.75,58.75,123.4,8
-124.25,58.75,144.8,8
-123.75,58.75,157.3,8
-123.25,58.75,162.1,8
-122.75,58.75,164.4,8
-122.25,58.75,164.6,8
-121.75,58.75,162,8
-121.25,58.75,161.6,8
-120.75,58.75,162.6,8
-120.25,58.75,165,8
-119.75,58.75,165.3,8
-119.25,58.75,163.4,8
-118.75,58.75,162.2,8
-118.25,58.75,159.9,8
-117.75,58.75,156,8
-117.25,58.75,156.3,8
-116.75,58.75,153.2,8
-116.25,58.75,151.6,8
-115.75,58.75,145.8,8
-115.25,58.75,141.7,8
-114.75,58.75,146.5,8
-114.25,58.75,152.9,8
-113.75,58.75,158.9,8
-113.25,58.75,155.9,8
-112.75,58.75,154.2,8
-112.25,58.75,152.3,8
-111.75,58.75,150.3,8
-111.25,58.75,145.1,8
-110.75,58.75,149.6,8
-110.25,58.75,151.2,8
-109.75,58.75,150.6,8
-109.25,58.75,148.1,8
-108.75,58.75,142.9,8
-108.25,58.75,140.4,8
-107.75,58.75,137.6,8
-107.25,58.75,135.9,8
-106.75,58.75,135.4,8
-106.25,58.75,136.1,8
-105.75,58.75,138,8
-105.25,58.75,133.4,8
-104.75,58.75,130.5,9
-104.25,58.75,129,9
-103.75,58.75,126.4,9
-103.25,58.75,123.6,9
-102.75,58.75,121.6,9
-102.25,58.75,119.9,9
-101.75,58.75,118.1,9
-101.25,58.75,115.6,9
-100.75,58.75,115.6,9
-100.25,58.75,115,9
-99.75,58.75,116.1,9
-99.25,58.75,115.8,9
-98.75,58.75,113.6,9
-98.25,58.75,111.8,9
-97.75,58.75,109.5,9
-97.25,58.75,106.5,9
-96.75,58.75,106.9,9
-96.25,58.75,107.6,9
-95.75,58.75,107.2,9
-95.25,58.75,107,9
-94.75,58.75,107.4,9
-94.25,58.75,107.7,9
-93.75,58.75,107.8,9
-93.25,58.75,109.2,9
-78.25,58.75,92.1,9
-77.75,58.75,89.8,10
-77.25,58.75,88.8,10
-76.75,58.75,88.1,10
-76.25,58.75,87.7,10
-75.75,58.75,87.1,10
-75.25,58.75,87.5,10
-74.75,58.75,87.4,10
-74.25,58.75,86.8,10
-73.75,58.75,86.6,10
-73.25,58.75,86.1,10
-72.75,58.75,86.2,10
-72.25,58.75,86.1,10
-71.75,58.75,86.9,10
-71.25,58.75,86.8,10
-70.75,58.75,86.9,10
-70.25,58.75,89.7,10
-69.25,58.75,96.1,9
-68.75,58.75,98.3,9
-66.25,58.75,95.6,9
-65.75,58.75,90.6,10
-65.25,58.75,76,10
-64.75,58.75,59.1,10
-64.25,58.75,49,10
-63.75,58.75,41.2,10
-63.25,58.75,62.1,10
5.75,58.75,223.3,7
6.25,58.75,186.2,7
6.75,58.75,171.9,8
7.25,58.75,167.4,8
7.75,58.75,175.3,7
8.25,58.75,177.8,7
8.75,58.75,183.8,7
9.25,58.75,198.5,7
11.25,58.75,202.6,7
11.75,58.75,195,7
12.25,58.75,192.6,7
12.75,58.75,192.6,7
13.25,58.75,191.6,7
13.75,58.75,190.6,7
14.25,58.75,188.8,7
14.75,58.75,188.7,7
15.25,58.75,189.8,7
15.75,58.75,193.5,7
16.25,58.75,195.3,7
16.75,58.75,197,7
17.25,58.75,190.6,7
24.25,58.75,195.3,7
24.75,58.75,195.2,7
25.25,58.75,194.7,7
25.75,58.75,193.3,7
26.25,58.75,191.8,7
26.75,58.75,191,7
27.25,58.75,192.4,7
27.75,58.75,191.3,7
28.25,58.75,189.1,7
28.75,58.75,189,7
29.25,58.75,189.6,7
29.75,58.75,189.4,7
30.25,58.75,190,7
30.75,58.75,189.8,7
31.25,58.75,189.4,7
31.75,58.75,188.7,7
32.25,58.75,187.9,7
32.75,58.75,184.9,7
33.25,58.75,183.6,7
33.75,58.75,181.4,7
34.25,58.75,181.4,7
34.75,58.75,181.4,7
35.25,58.75,180,7
35.75,58.75,181.3,7
36.25,58.75,181.1,7
36.75,58.75,180.7,7
37.25,58.75,180.8,7
37.75,58.75,180.6,7
38.25,58.75,180.1,7
38.75,58.75,177.7,7
39.25,58.75,177.1,7
39.75,58.75,175.9,7
40.25,58.75,174.6,7
40.75,58.75,175.3,7
41.25,58.75,176.4,7
41.75,58.75,175.7,7
42.25,58.75,173.7,7
42.75,58.75,175,7
43.25,58.75,174.7,7
43.75,58.75,174.4,7
44.25,58.75,175.2,7
44.75,58.75,175.3,7
45.25,58.75,175.8,7
45.75,58.75,176.8,7
46.25,58.75,176.5,7
46.75,58.75,176.4,7
47.25,58.75,175.8,7
47.75,58.75,174.8,7
48.25,58.75,175.2,7
48.75,58.75,174.8,7
49.25,58.75,175.7,7
49.75,58.75,175.3,7
50.25,58.75,174.1,7
50.75,58.75,173,7
51.25,58.75,171.8,7
51.75,58.75,169.7,7
52.25,58.75,170.4,7
52.75,58.75,168.2,7
53.25,58.75,167.2,7
53.75,58.75,165.7,7
54.25,58.75,168.2,7
54.75,58.75,168.2,7
55.25,58.75,168.2,7
55.75,58.75,167.9,7
56.25,58.75,168.1,7
56.75,58.75,166.3,7
57.25,58.75,163.3,8
57.75,58.75,159,8
58.25,58.75,156.4,8
58.75,58.75,149.6,8
59.25,58.75,154.9,8
59.75,58.75,161.1,8
60.25,58.75,164.2,8
60.75,58.75,165.6,7
61.25,58.75,166.2,7
61.75,58.75,166,7
62.25,58.75,167.4,7
62.75,58.75,166.8,7
63.25,58.75,163.4,7
63.75,58.75,161.6,7
64.25,58.75,161.1,7
64.75,58.75,159.9,7
65.25,58.75,158.5,7
65.75,58.75,159.3,7
66.25,58.75,161.6,7
66.75,58.75,162.6,7
67.25,58.75,161.6,7
67.75,58.75,160.8,8
68.25,58.75,160.6,8
68.75,58.75,160.3,8
69.25,58.75,159.4,8
69.75,58.75,158.5,8
70.25,58.75,157.8,8
70.75,58.75,157.1,8
71.25,58.75,156.8,8
71.75,58.75,156.9,8
72.25,58.75,156.6,8
72.75,58.75,156.3,8
73.25,58.75,155.5,8
73.75,58.75,155.2,8
74.25,58.75,155.4,8
74.75,58.75,154.6,8
75.25,58.75,153.9,8
75.75,58.75,153.3,8
76.25,58.75,153.6,8
76.75,58.75,153.4,8
77.25,58.75,152.7,8
77.75,58.75,153,8
78.25,58.75,152.2,8
78.75,58.75,151.7,8
79.25,58.75,152.3,8
79.75,58.75,151.1,8
80.25,58.75,150.8,8
80.75,58.75,150.8,8
81.25,58.75,151.2,8
81.75,58.75,151.3,8
82.25,58.75,151.5,8
82.75,58.75,151.1,8
83.25,58.75,150.1,8
83.75,58.75,149.8,8
84.25,58.75,150.2,8
84.75,58.75,150.2,8
85.25,58.75,150.1,8
85.75,58.75,149.1,8
86.25,58.75,149.3,8
86.75,58.75,149.6,8
87.25,58.75,149.1,8
87.75,58.75,149.4,8
88.25,58.75,148.6,8
88.75,58.75,148.3,8
89.25,58.75,148.3,8
89.75,58.75,147.6,8
90.25,58.75,146.1,8
90.75,58.75,145.6,8
91.25,58.75,146.7,8
91.75,58.75,148.3,8
92.25,58.75,143.8,8
92.75,58.75,141.1,8
93.25,58.75,139.8,8
93.75,58.75,136.6,8
94.25,58.75,134.6,8
94.75,58.75,138.6,8
95.25,58.75,135.8,8
95.75,58.75,135.3,8
96.25,58.75,134.3,8
96.75,58.75,132,8
97.25,58.75,132.7,8
97.75,58.75,130.2,8
98.25,58.75,129.1,8
98.75,58.75,132.6,8
99.25,58.75,135.1,8
99.75,58.75,132.4,8
100.25,58.75,127,8
100.75,58.75,127.6,8
101.25,58.75,128.7,8
101.75,58.75,131.2,8
102.25,58.75,134,8
102.75,58.75,134.4,8
103.25,58.75,134.6,9
103.75,58.75,132.9,9
104.25,58.75,128.2,9
104.75,58.75,124.8,9
105.25,58.75,125.3,9
105.75,58.75,125.8,9
106.25,58.75,126.9,9
106.75,58.75,127.6,9
107.25,58.75,127.3,9
107.75,58.75,127.1,9
108.25,58.75,128.5,9
108.75,58.75,128.6,9
109.25,58.75,130.3,9
109.75,58.75,131.1,9
110.25,58.75,131.2,9
110.75,58.75,131.1,9
111.25,58.75,130,9
111.75,58.75,128.2,9
112.25,58.75,125.5,9
112.75,58.75,123.1,9
113.25,58.75,115.5,9
113.75,58.75,112.1,9
114.25,58.75,108.9,9
114.75,58.75,108.4,9
115.25,58.75,107.1,9
115.75,58.75,112,9
116.25,58.75,118.1,9
116.75,58.75,117.2,9
117.25,58.75,121.8,9
117.75,58.75,125.1,9
118.25,58.75,129.1,9
118.75,58.75,128.5,9
119.25,58.75,127.6,9
119.75,58.75,133.7,9
120.25,58.75,135,9
120.75,58.75,134.3,9
121.25,58.75,132,9
121.75,58.75,133.2,9
122.25,58.75,131.4,9
122.75,58.75,124.8,9
123.25,58.75,119.9,9
123.75,58.75,124,9
124.25,58.75,126.4,9
124.75,58.75,127.4,9
125.25,58.75,126.9,9
125.75,58.75,125.2,9
126.25,58.75,122.6,9
126.75,58.75,125.1,9
127.25,58.75,127.4,9
127.75,58.75,128,9
128.25,58.75,129.4,9
128.75,58.75,131.1,9
129.25,58.75,131.6,9
129.75,58.75,133.2,9
130.25,58.75,134.5,9
130.75,58.75,134.7,9
131.25,58.75,134.7,9
131.75,58.75,132.4,9
132.25,58.75,131.2,9
132.75,58.75,129.2,9
133.25,58.75,125.1,9
133.75,58.75,125.6,9
134.25,58.75,128.1,9
134.75,58.75,124.8,9
135.25,58.75,122.7,9
135.75,58.75,119.8,9
136.25,58.75,118.7,9
136.75,58.75,108.8,9
137.25,58.75,111,9
137.75,58.75,110.1,9
138.25,58.75,108.4,9
138.75,58.75,105,9
139.25,58.75,100.9,9
139.75,58.75,105.2,9
140.25,58.75,103,9
140.75,58.75,114.8,9
141.25,58.75,112.7,9
141.75,58.75,124.8,9
159.75,58.75,123.5,9
160.25,58.75,116.9,9
160.75,58.75,100.8,9
161.25,58.75,88.9,10
161.75,58.75,107.6,9
162.25,58.75,120.6,8
163.75,58.75,126.8,8
-157.25,58.25,147.4,8
-156.75,58.25,146.8,8
-156.25,58.25,143.1,8
-155.75,58.25,127,8
-155.25,58.25,109.4,10
-154.75,58.25,116.2,8
-154.25,58.25,141.7,8
-152.75,58.25,154.9,8
-135.75,58.25,174.4,8
-135.25,58.25,177.8,8
-134.75,58.25,180.7,7
-134.25,58.25,174.9,8
-133.75,58.25,155.3,8
-133.25,58.25,127.2,8
-132.75,58.25,120.8,8
-132.25,58.25,112.1,10
-131.75,58.25,120.4,8
-131.25,58.25,115.3,8
-130.75,58.25,136.8,8
-130.25,58.25,128.2,8
-129.75,58.25,111.5,10
-129.25,58.25,107,10
-128.75,58.25,111.2,10
-128.25,58.25,113.5,8
-127.75,58.25,106.2,10
-127.25,58.25,113.4,10
-126.75,58.25,117.2,8
-126.25,58.25,113.8,10
-125.75,58.25,110,10
-125.25,58.25,95,10
-124.75,58.25,85.2,10
-124.25,58.25,115.7,8
-123.75,58.25,147,8
-123.25,58.25,149.9,8
-122.75,58.25,161.5,8
-122.25,58.25,161.2,8
-121.75,58.25,164.3,8
-121.25,58.25,163.6,8
-120.75,58.25,164.3,8
-120.25,58.25,162.9,8
-119.75,58.25,160.6,8
-119.25,58.25,159.6,8
-118.75,58.25,158.9,8
-118.25,58.25,160.1,8
-117.75,58.25,162,8
-117.25,58.25,163.6,8
-116.75,58.25,162.4,8
-116.25,58.25,163.3,8
-115.75,58.25,166.5,8
-115.25,58.25,167.4,8
-114.75,58.25,166.4,8
-114.25,58.25,164.5,8
-113.75,58.25,164.6,8
-113.25,58.25,160.9,8
-112.75,58.25,155.3,8
-112.25,58.25,156,8
-111.75,58.25,155.5,8
-111.25,58.25,148.3,8
-110.75,58.25,151.9,8
-110.25,58.25,152.6,8
-109.75,58.25,151.3,8
-109.25,58.25,148.3,8
-108.75,58.25,144,8
-108.25,58.25,141.1,8
-107.75,58.25,138.9,8
-107.25,58.25,136.1,8
-106.75,58.25,137.5,8
-106.25,58.25,139.7,8
-105.75,58.25,138.7,8
-105.25,58.25,135.3,8
-104.75,58.25,132.7,8
-104.25,58.25,131,8
-103.75,58.25,130.4,8
-103.25,58.25,128.1,9
-102.75,58.25,125.7,9
-102.25,58.25,123.4,9
-101.75,58.25,122,9
-101.25,58.25,120.8,9
-100.75,58.25,119.8,9
