"Crop_name","ISO","Continent","Manure_N_Mg"
"coffee","JOR","ASI",0
"coffee","JPN","ASI",0
"coffee","KAZ","ASI",0.0371337027983793
"coffee","KEN","AFR",9650.34101530627
"coffee","KGZ","ASI",0.00112228454461242
"coffee","KHM","ASI",196.741204486024
"coffee","KIR","OCE",0
"coffee","KNA","LAM",0
"coffee","KOR","ASI",0
"coffee","KWT","ASI",0
"coffee","LAO","ASI",919.74649825147
"coffee","LBN","ASI",0
"coffee","LBR","AFR",289.27568504327
"coffee","LBY","AFR",0
"coffee","LCA","LAM",0
"coffee","LKA","ASI",777.797799302383
"coffee","LSO","AFR",0
"coffee","LTU","EU",0
"coffee","LUX","EU",0
"coffee","LVA","EU",0
"coffee","MAR","AFR",0
"coffee","MDA","EUR",0
"coffee","MDG","AFR",5113.48309585184
"coffee","MDV","ASI",0
"coffee","MEX","LAM",66001.0679410397
"coffee","MKD","EUR",0
"coffee","MLI","AFR",0.00031259750992823
"coffee","MLT","EU",0
"coffee","MMR","ASI",8.88528005279905
"coffee","MNE","EUR",0
"coffee","MNG","ASI",0.00706334993806613
"coffee","MOZ","AFR",1.57770657549964
"coffee","MRT","AFR",0
"coffee","MUS","AFR",0
"coffee","MWI","AFR",101.990108123894
"coffee","MYS","ASI",3158.30326387154
"coffee","NAM","AFR",0.0267962734624908
"coffee","NCL","OCE",0
"coffee","NER","AFR",0
"coffee","NGA","AFR",15.9188149461795
"coffee","NIC","LAM",7902.53447282219
"coffee","NLD","EU",0
"coffee","NOR","EUR",0
"coffee","NPL","ASI",4.40690143964768
"coffee","NZL","OCE",0
"coffee","OMN","ASI",0
"coffee","PAK","ASI",0
"coffee","PAN","LAM",4313.03706529728
"coffee","PER","LAM",26981.1205125198
"coffee","PHL","ASI",6457.24877012803
"coffee","PNG","OCE",997.193027656917
"coffee","POL","EU",0
"coffee","PRI","LAM",2452.64653715736
"coffee","PRK","ASI",0.0422575101273956
"coffee","PRT","EU",0
"coffee","PRY","LAM",171.967785132945
"coffee","PYF","OCE",0
"coffee","QAT","ASI",0
"coffee","ROU","EU",0
"coffee","RoW","ROW",100.840157860104
"coffee","RUS","ASI",0.100287637034756
"coffee","RWA","AFR",316.134837962713
"coffee","SAU","ASI",0
"coffee","SDN","AFR",0.0513532672545534
"coffee","SEN","AFR",0
"coffee","SGP","ASI",1.86840838463627e-21
"coffee","SLB","OCE",0
"coffee","SLE","AFR",367.424212339615
"coffee","SLV","LAM",14198.269984463
"coffee","SOM","AFR",0
"coffee","SRB","EUR",0
"coffee","SSD","AFR",6.8555966002126
"coffee","STP","AFR",0
"coffee","SUR","LAM",31.5740925385275
"coffee","SVK","EU",0
"coffee","SVN","EU",0
"coffee","SWE","EU",0
"coffee","SWZ","AFR",0
"coffee","SYR","ASI",0
"coffee","TCD","AFR",0
"coffee","TGO","AFR",977.300944007645
"coffee","THA","ASI",2604.59983053215
"coffee","TJK","ASI",0
"coffee","TKM","ASI",0
"coffee","TLS","ASI",4907.50952026949
"coffee","TTO","LAM",312.391526609902
"coffee","TUN","AFR",0
"coffee","TUR","EUR",0
"coffee","TWN","ASI",0.00222660411985113
"coffee","TZA","AFR",839.023145180557
"coffee","UGA","AFR",7510.18790287542
"coffee","UKR","EUR",0
"coffee","URY","LAM",0
"coffee","USA","NAM",0
"coffee","UZB","ASI",0
"coffee","VCT","LAM",0
"coffee","VEN","LAM",39994.7341160045
"coffee","VNM","ASI",66500.1256378686
"coffee","VUT","OCE",0
"coffee","WSM","OCE",0
"coffee","YEM","ASI",975.85174910251
"coffee","ZAF","AFR",0
"coffee","ZMB","AFR",5.68603985180018
"coffee","ZWE","AFR",38.1211400818174
"cotton","AFG","ASI",210.431779260462
"cotton","AGO","AFR",9.23276248383761
"cotton","ALB","EUR",56.7516846666229
"cotton","ARE","ASI",0
"cotton","ARG","LAM",32990.1275964447
"cotton","ARM","ASI",29.6345802286995
"cotton","ATG","LAM",0
"cotton","AUS","OCE",48814.2315730819
"cotton","AUT","EU",0
"cotton","AZE","ASI",5922.33303388372
"cotton","BDI","AFR",13.1635198730254
"cotton","BEL","EU",0
"cotton","BEN","AFR",14461.1969148116
"cotton","BFA","AFR",4971.19880287346
"cotton","BGD","ASI",1279.73038951479
"cotton","BGR","EU",1574.77100693307
"cotton","BHR","ASI",0
"cotton","BHS","LAM",0
"cotton","BIH","EUR",0
"cotton","BLR","EUR",0
"cotton","BLZ","LAM",0.110366744434727
"cotton","BOL","LAM",127.806204697063
"cotton","BRA","LAM",75609.5527376326
"cotton","BRB","LAM",0
"cotton","BRN","ASI",0
"cotton","BWA","AFR",8.65723893669731
"cotton","CAF","AFR",1253.63366653244
"cotton","CAN","NAM",0
"cotton","CHE","EUR",0
"cotton","CHL","LAM",1.18617505019877
"cotton","CHN","ASI",951726.433463651
"cotton","CIV","AFR",4364.92845221924
"cotton","CMR","AFR",12599.9407709035
"cotton","COD","AFR",35.5191722740926
"cotton","COG","AFR",0.282332140021002
"cotton","COL","LAM",2600.9523205289
"cotton","CPV","AFR",0
"cotton","CRI","LAM",27.3949903409047
"cotton","CUB","LAM",0
"cotton","CYP","EU",0
"cotton","CZE","EU",0
"cotton","DEU","EU",0
"cotton","DJI","AFR",0
"cotton","DMA","LAM",0
"cotton","DNK","EU",0
"cotton","DOM","LAM",0.384499893335128
"cotton","DZA","AFR",2.05795413365111
"cotton","ECU","LAM",206.341539127991
"cotton","EGY","AFR",31765.165676634
"cotton","ERI","AFR",0.442213793821387
"cotton","ESP","EU",4532.62626146031
"cotton","EST","EU",0
"cotton","ETH","AFR",104.677178954602
"cotton","FIN","EU",0
"cotton","FJI","OCE",0
"cotton","FRA","EU",0
"cotton","GAB","AFR",0
"cotton","GBR","EU",0
"cotton","GEO","ASI",6.42880573294943
"cotton","GHA","AFR",105.227204248127
"cotton","GIN","AFR",39.6395910859612
"cotton","GMB","AFR",24.4536042592676
"cotton","GNB","AFR",11.7394519111173
"cotton","GRC","EU",44312.6413683471
"cotton","GRD","LAM",0
"cotton","GTM","LAM",82.1265032766714
"cotton","GUY","LAM",0.0996404799515568
"cotton","HND","LAM",112.284992289347
"cotton","HRV","EU",0
"cotton","HTI","LAM",19.3322845491877
"cotton","HUN","EU",0
"cotton","IDN","ASI",2795.52736336829
"cotton","IND","ASI",573800.238722132
"cotton","IRL","EU",0
"cotton","IRN","ASI",22696.3694859796
"cotton","IRQ","ASI",35.3251923649937
"cotton","ISL","EUR",0
"cotton","ISR","ASI",3604.66245595109
"cotton","ITA","EU",0
"cotton","JAM","LAM",0
"cotton","JOR","ASI",1.00171906471252
"cotton","JPN","ASI",0
"cotton","KAZ","ASI",675.911873993102
"cotton","KEN","AFR",573.931920102369
"cotton","KGZ","ASI",944.062658345059
"cotton","KHM","ASI",17.1335033213062
"cotton","KIR","OCE",0
"cotton","KNA","LAM",0
"cotton","KOR","ASI",0.0696340745926927
"cotton","KWT","ASI",0
"cotton","LAO","ASI",47.6304833172879
"cotton","LBN","ASI",0
"cotton","LBR","AFR",0.297667175066715
"cotton","LBY","AFR",0
"cotton","LCA","LAM",0
"cotton","LKA","ASI",0
"cotton","LSO","AFR",0.0150128236471136
"cotton","LTU","EU",0
"cotton","LUX","EU",0
"cotton","LVA","EU",0
"cotton","MAR","AFR",61.6263663634669
"cotton","MDA","EUR",0
"cotton","MDG","AFR",10.5813325312843
"cotton","MDV","ASI",0
"cotton","MEX","LAM",15403.7413650934
"cotton","MKD","EUR",0.000219583214221776
"cotton","MLI","AFR",2696.80761960256
"cotton","MLT","EU",0
"cotton","MMR","ASI",6940.5503898767
"cotton","MNE","EUR",0
"cotton","MNG","ASI",0.0174516727651431
"cotton","MOZ","AFR",220.848600059353
"cotton","MRT","AFR",0
"cotton","MUS","AFR",0
"cotton","MWI","AFR",1135.70277192245
"cotton","MYS","ASI",0.58419496398607
"cotton","NAM","AFR",2.53884646752683
"cotton","NCL","OCE",0
"cotton","NER","AFR",30.3730783575533
"cotton","NGA","AFR",24793.3523073598
"cotton","NIC","LAM",105.347796559159
"cotton","NLD","EU",0
"cotton","NOR","EUR",0
"cotton","NPL","ASI",17.2626916629615
"cotton","NZL","OCE",0
"cotton","OMN","ASI",0
"cotton","PAK","ASI",631075.979767764
"cotton","PAN","LAM",0.0315607919359386
"cotton","PER","LAM",6977.07531510442
"cotton","PHL","ASI",210.992001493864
"cotton","PNG","OCE",0
"cotton","POL","EU",0
"cotton","PRI","LAM",0
"cotton","PRK","ASI",521.053398146882
"cotton","PRT","EU",0
"cotton","PRY","LAM",2859.74153030239
"cotton","PYF","OCE",0
"cotton","QAT","ASI",0
"cotton","ROU","EU",0
"cotton","RoW","ROW",1685.64016019592
"cotton","RUS","ASI",5.73834480543847
"cotton","RWA","AFR",2.57412238861402
"cotton","SAU","ASI",0
"cotton","SDN","AFR",1069.79237069968
"cotton","SEN","AFR",1003.1831643315
"cotton","SGP","ASI",0
"cotton","SLB","OCE",0
"cotton","SLE","AFR",0
"cotton","SLV","LAM",121.350390677884
"cotton","SOM","AFR",0.721587237029313
"cotton","SRB","EUR",0
"cotton","SSD","AFR",574.161266656245
"cotton","STP","AFR",0
"cotton","SUR","LAM",0
"cotton","SVK","EU",0
"cotton","SVN","EU",0
"cotton","SWE","EU",0
"cotton","SWZ","AFR",728.624827557409
"cotton","SYR","ASI",19349.9395722309
"cotton","TCD","AFR",1016.75013897106
"cotton","TGO","AFR",4542.59788443969
"cotton","THA","ASI",3814.69352415114
"cotton","TJK","ASI",6091.70597761388
"cotton","TKM","ASI",29471.8444968125
"cotton","TLS","ASI",0.1388950078379
"cotton","TTO","LAM",0
"cotton","TUN","AFR",70.045998693765
"cotton","TUR","EUR",116472.150096064
"cotton","TWN","ASI",0
"cotton","TZA","AFR",2452.66751951101
"cotton","UGA","AFR",6304.47292969163
"cotton","UKR","EUR",0
"cotton","URY","LAM",0
"cotton","USA","NAM",634727.635236183
"cotton","UZB","ASI",210558.352837175
"cotton","VCT","LAM",0
"cotton","VEN","LAM",1599.45184570833
"cotton","VNM","ASI",4160.59867055089
"cotton","VUT","OCE",0
"cotton","WSM","OCE",0
"cotton","YEM","ASI",874.319009424711
"cotton","ZAF","AFR",1141.38311219203
"cotton","ZMB","AFR",549.514848468506
"cotton","ZWE","AFR",4966.01290862132
"cowpea","AFG","ASI",0
"cowpea","AGO","AFR",0.0038186717917445
"cowpea","ALB","EUR",0.012162805820789
"cowpea","ARE","ASI",0
"cowpea","ARG","LAM",0
"cowpea","ARM","ASI",0
"cowpea","ATG","LAM",0
"cowpea","AUS","OCE",246.673501710694
"cowpea","AUT","EU",0
"cowpea","AZE","ASI",0
"cowpea","BDI","AFR",0.972340536910015
"cowpea","BEL","EU",0
"cowpea","BEN","AFR",1.80082027615953
"cowpea","BFA","AFR",18456.7538572917
"cowpea","BGD","ASI",0.0135582247159202
"cowpea","BGR","EU",0.497510907615399
"cowpea","BHR","ASI",0
"cowpea","BHS","LAM",0
"cowpea","BIH","EUR",12.7932375819138
"cowpea","BLR","EUR",0
"cowpea","BLZ","LAM",0
"cowpea","BOL","LAM",0
"cowpea","BRA","LAM",0
"cowpea","BRB","LAM",0
"cowpea","BRN","ASI",0
"cowpea","BWA","AFR",0.0436138258392728
"cowpea","CAF","AFR",0.000813455402634311
"cowpea","CAN","NAM",0
"cowpea","CHE","EUR",0
"cowpea","CHL","LAM",0
"cowpea","CHN","ASI",1.05236531832136
"cowpea","CIV","AFR",3.3151626560701
"cowpea","CMR","AFR",348.066183409697
"cowpea","COD","AFR",2.23620798139821
"cowpea","COG","AFR",0.000471186213910767
"cowpea","COL","LAM",0
"cowpea","CPV","AFR",0
"cowpea","CRI","LAM",0
"cowpea","CUB","LAM",0
"cowpea","CYP","EU",2.64041077971458
"cowpea","CZE","EU",0
"cowpea","DEU","EU",0
"cowpea","DJI","AFR",0
"cowpea","DMA","LAM",0
"cowpea","DNK","EU",0
"cowpea","DOM","LAM",53.5835517172724
"cowpea","DZA","AFR",0
"cowpea","ECU","LAM",0
"cowpea","EGY","AFR",2.58912774137962
"cowpea","ERI","AFR",0
"cowpea","ESP","EU",0
"cowpea","EST","EU",0
"cowpea","ETH","AFR",0.338094534054968
"cowpea","FIN","EU",0
"cowpea","FJI","OCE",0
"cowpea","FRA","EU",0
"cowpea","GAB","AFR",0
"cowpea","GBR","EU",0
"cowpea","GEO","ASI",0
"cowpea","GHA","AFR",23.1789490284369
"cowpea","GIN","AFR",0.000361377328604647
"cowpea","GMB","AFR",0.00310643218040862
"cowpea","GNB","AFR",0.00276825992892229
"cowpea","GRC","EU",0.217477052891026
"cowpea","GRD","LAM",0
"cowpea","GTM","LAM",0
"cowpea","GUY","LAM",0
"cowpea","HND","LAM",0
"cowpea","HRV","EU",4.06677329964405
"cowpea","HTI","LAM",2275.83918436682
"cowpea","HUN","EU",0.00504213276897372
"cowpea","IDN","ASI",0
"cowpea","IND","ASI",0.00522374217897491
"cowpea","IRL","EU",0
"cowpea","IRN","ASI",0
"cowpea","IRQ","ASI",0
"cowpea","ISL","EUR",0
"cowpea","ISR","ASI",0.590194370674144
"cowpea","ITA","EU",0
"cowpea","JAM","LAM",6.02673590259747
"cowpea","JOR","ASI",0.000297059490351121
"cowpea","JPN","ASI",0
"cowpea","KAZ","ASI",0
"cowpea","KEN","AFR",2302.49403760752
"cowpea","KGZ","ASI",0
"cowpea","KHM","ASI",0
"cowpea","KIR","OCE",0
"cowpea","KNA","LAM",0
"cowpea","KOR","ASI",0
"cowpea","KWT","ASI",0
"cowpea","LAO","ASI",0.174158087468084
"cowpea","LBN","ASI",0
"cowpea","LBR","AFR",0
"cowpea","LBY","AFR",0
"cowpea","LCA","LAM",0
"cowpea","LKA","ASI",465.863193953011
"cowpea","LSO","AFR",0.0625805023306168
"cowpea","LTU","EU",0
"cowpea","LUX","EU",0
"cowpea","LVA","EU",0
"cowpea","MAR","AFR",0
"cowpea","MDA","EUR",0
"cowpea","MDG","AFR",0.582366258418144
"cowpea","MDV","ASI",0
"cowpea","MEX","LAM",0.0450570888581971
"cowpea","MKD","EUR",38.6846990411064
"cowpea","MLI","AFR",3784.28580214978
"cowpea","MLT","EU",0
"cowpea","MMR","ASI",167.43852719241
"cowpea","MNE","EUR",11.0205124715716
"cowpea","MNG","ASI",0
"cowpea","MOZ","AFR",4.96822000671298
"cowpea","MRT","AFR",845.246877470892
"cowpea","MUS","AFR",0
"cowpea","MWI","AFR",1009.74842713297
"cowpea","MYS","ASI",0
"cowpea","NAM","AFR",0
"cowpea","NCL","OCE",0
"cowpea","NER","AFR",20588.7155834758
"cowpea","NGA","AFR",54945.8786598235
"cowpea","NIC","LAM",0
"cowpea","NLD","EU",0
"cowpea","NOR","EUR",0
"cowpea","NPL","ASI",0
"cowpea","NZL","OCE",0
"cowpea","OMN","ASI",0
"cowpea","PAK","ASI",0
"cowpea","PAN","LAM",0
"cowpea","PER","LAM",0
"cowpea","PHL","ASI",0
"cowpea","PNG","OCE",0
"cowpea","POL","EU",0
"cowpea","PRI","LAM",0
"cowpea","PRK","ASI",0
"cowpea","PRT","EU",0
"cowpea","PRY","LAM",0
"cowpea","PYF","OCE",0
"cowpea","QAT","ASI",0
"cowpea","ROU","EU",0.466090290975928
"cowpea","RoW","ROW",15.4730199284431
"cowpea","RUS","ASI",0
"cowpea","RWA","AFR",0.335833774008852
"cowpea","SAU","ASI",0
"cowpea","SDN","AFR",0
"cowpea","SEN","AFR",2772.9387153164
"cowpea","SGP","ASI",0
"cowpea","SLB","OCE",0
"cowpea","SLE","AFR",0
"cowpea","SLV","LAM",0
"cowpea","SOM","AFR",0.226435136594447
"cowpea","SRB","EUR",88.8160904719666
"cowpea","SSD","AFR",0.0134340532664695
"cowpea","STP","AFR",0
"cowpea","SUR","LAM",0
"cowpea","SVK","EU",0
"cowpea","SVN","EU",0.00504573873175048
"cowpea","SWE","EU",0
"cowpea","SWZ","AFR",0.423079278834482
"cowpea","SYR","ASI",0
"cowpea","TCD","AFR",0
"cowpea","TGO","AFR",0
"cowpea","THA","ASI",0.356215393491431
"cowpea","TJK","ASI",0
"cowpea","TKM","ASI",0
"cowpea","TLS","ASI",0
"cowpea","TTO","LAM",4.73769472712343
"cowpea","TUN","AFR",0
"cowpea","TUR","EUR",0
"cowpea","TWN","ASI",0
"cowpea","TZA","AFR",290.706852190216
"cowpea","UGA","AFR",108.467956216777
"cowpea","UKR","EUR",0
"cowpea","URY","LAM",0
"cowpea","USA","NAM",194.256870951617
"cowpea","UZB","ASI",0
"cowpea","VCT","LAM",0
"cowpea","VEN","LAM",0
"cowpea","VNM","ASI",0
"cowpea","VUT","OCE",0
"cowpea","WSM","OCE",0
"cowpea","YEM","ASI",0
"cowpea","ZAF","AFR",308.086390428901
"cowpea","ZMB","AFR",0.0163835863117298
"cowpea","ZWE","AFR",0.0345883341717486
"cranberry","AFG","ASI",0
"cranberry","AGO","AFR",0
"cranberry","ALB","EUR",0
"cranberry","ARE","ASI",0
"cranberry","ARG","LAM",0
"cranberry","ARM","ASI",0.067427467614928
"cranberry","ATG","LAM",0
"cranberry","AUS","OCE",0
"cranberry","AUT","EU",0
"cranberry","AZE","ASI",14.7161714625426
"cranberry","BDI","AFR",0
"cranberry","BEL","EU",0
"cranberry","BEN","AFR",0
"cranberry","BFA","AFR",0
"cranberry","BGD","ASI",0
"cranberry","BGR","EU",0.0139937832540572
"cranberry","BHR","ASI",0
"cranberry","BHS","LAM",0
"cranberry","BIH","EUR",0
"cranberry","BLR","EUR",599.011384333928
"cranberry","BLZ","LAM",0
"cranberry","BOL","LAM",0
"cranberry","BRA","LAM",0
"cranberry","BRB","LAM",0
"cranberry","BRN","ASI",0
"cranberry","BWA","AFR",0
"cranberry","CAF","AFR",0
"cranberry","CAN","NAM",98.0308668575234
"cranberry","CHE","EUR",0
"cranberry","CHL","LAM",0
"cranberry","CHN","ASI",0
"cranberry","CIV","AFR",0
"cranberry","CMR","AFR",0
"cranberry","COD","AFR",0
"cranberry","COG","AFR",0
"cranberry","COL","LAM",0
"cranberry","CPV","AFR",0
"cranberry","CRI","LAM",0
"cranberry","CUB","LAM",0
"cranberry","CYP","EU",0
"cranberry","CZE","EU",0
"cranberry","DEU","EU",0
"cranberry","DJI","AFR",0
"cranberry","DMA","LAM",0
"cranberry","DNK","EU",0
"cranberry","DOM","LAM",0
"cranberry","DZA","AFR",0.000728827285824991
"cranberry","ECU","LAM",0
"cranberry","EGY","AFR",0
"cranberry","ERI","AFR",0
"cranberry","ESP","EU",0
"cranberry","EST","EU",0.511465632184487
"cranberry","ETH","AFR",0
"cranberry","FIN","EU",0
"cranberry","FJI","OCE",0
"cranberry","FRA","EU",0
"cranberry","GAB","AFR",0
"cranberry","GBR","EU",0
"cranberry","GEO","ASI",0.0131764818310539
"cranberry","GHA","AFR",0
"cranberry","GIN","AFR",0
"cranberry","GMB","AFR",0
"cranberry","GNB","AFR",0
"cranberry","GRC","EU",0
"cranberry","GRD","LAM",0
"cranberry","GTM","LAM",0
"cranberry","GUY","LAM",0
"cranberry","HND","LAM",0
"cranberry","HRV","EU",0
"cranberry","HTI","LAM",0
"cranberry","HUN","EU",0.000920732360071199
"cranberry","IDN","ASI",0
"cranberry","IND","ASI",0
"cranberry","IRL","EU",0
"cranberry","IRN","ASI",0.0726489634138349
"cranberry","IRQ","ASI",0
"cranberry","ISL","EUR",0
"cranberry","ISR","ASI",0
"cranberry","ITA","EU",0
"cranberry","JAM","LAM",0
"cranberry","JOR","ASI",0
"cranberry","JPN","ASI",0
"cranberry","KAZ","ASI",0
"cranberry","KEN","AFR",0
"cranberry","KGZ","ASI",0
"cranberry","KHM","ASI",0
"cranberry","KIR","OCE",0
"cranberry","KNA","LAM",0
"cranberry","KOR","ASI",0
"cranberry","KWT","ASI",0
"cranberry","LAO","ASI",0
"cranberry","LBN","ASI",0
"cranberry","LBR","AFR",0
"cranberry","LBY","AFR",0
"cranberry","LCA","LAM",0
"cranberry","LKA","ASI",0
"cranberry","LSO","AFR",0
"cranberry","LTU","EU",1.84077254161612
"cranberry","LUX","EU",0
"cranberry","LVA","EU",236.064649228591
"cranberry","MAR","AFR",0
"cranberry","MDA","EUR",0.00562472514878289
"cranberry","MDG","AFR",0
"cranberry","MDV","ASI",0
"cranberry","MEX","LAM",0.13766797236138
"cranberry","MKD","EUR",0
"cranberry","MLI","AFR",0
"cranberry","MLT","EU",0
"cranberry","MMR","ASI",0
"cranberry","MNE","EUR",0
"cranberry","MNG","ASI",0
"cranberry","MOZ","AFR",0
"cranberry","MRT","AFR",0
"cranberry","MUS","AFR",0
"cranberry","MWI","AFR",0
"cranberry","MYS","ASI",0
"cranberry","NAM","AFR",0
"cranberry","NCL","OCE",0
"cranberry","NER","AFR",0
"cranberry","NGA","AFR",0
"cranberry","NIC","LAM",0
"cranberry","NLD","EU",0
"cranberry","NOR","EUR",0
"cranberry","NPL","ASI",0
"cranberry","NZL","OCE",0
"cranberry","OMN","ASI",0
"cranberry","PAK","ASI",0
"cranberry","PAN","LAM",0
"cranberry","PER","LAM",0
"cranberry","PHL","ASI",0
"cranberry","PNG","OCE",0
"cranberry","POL","EU",0.153190774364893
"cranberry","PRI","LAM",0
"cranberry","PRK","ASI",0
"cranberry","PRT","EU",0
"cranberry","PRY","LAM",0
"cranberry","PYF","OCE",0
"cranberry","QAT","ASI",0
"cranberry","ROU","EU",2.70616211033063
"cranberry","RoW","ROW",0
"cranberry","RUS","ASI",3.56119409042519
"cranberry","RWA","AFR",0
"cranberry","SAU","ASI",0
"cranberry","SDN","AFR",0
"cranberry","SEN","AFR",0
"cranberry","SGP","ASI",0
"cranberry","SLB","OCE",0
"cranberry","SLE","AFR",0
"cranberry","SLV","LAM",0
"cranberry","SOM","AFR",0
"cranberry","SRB","EUR",0.00403464992442511
"cranberry","SSD","AFR",0
"cranberry","STP","AFR",0
"cranberry","SUR","LAM",0
"cranberry","SVK","EU",0
"cranberry","SVN","EU",0
"cranberry","SWE","EU",0
"cranberry","SWZ","AFR",0
"cranberry","SYR","ASI",0
"cranberry","TCD","AFR",0
"cranberry","TGO","AFR",0
"cranberry","THA","ASI",0
"cranberry","TJK","ASI",0
"cranberry","TKM","ASI",0
"cranberry","TLS","ASI",0
"cranberry","TTO","LAM",0
"cranberry","TUN","AFR",0.235856075618205
"cranberry","TUR","EUR",8.08213503733694e-23
"cranberry","TWN","ASI",0
"cranberry","TZA","AFR",0
"cranberry","UGA","AFR",0
"cranberry","UKR","EUR",4.4355703107842
"cranberry","URY","LAM",0
"cranberry","USA","NAM",1677.21967471262
"cranberry","UZB","ASI",0
"cranberry","VCT","LAM",0
"cranberry","VEN","LAM",0
"cranberry","VNM","ASI",0
"cranberry","VUT","OCE",0
"cranberry","WSM","OCE",0
"cranberry","YEM","ASI",0
"cranberry","ZAF","AFR",0
"cranberry","ZMB","AFR",0
"cranberry","ZWE","AFR",0
"cucumberetc","AFG","ASI",4.0304359771972
"cucumberetc","AGO","AFR",5.83178670897269e-05
"cucumberetc","ALB","EUR",0
"cucumberetc","ARE","ASI",60.9376484712499
"cucumberetc","ARG","LAM",0.086534282747483
"cucumberetc","ARM","ASI",130.504248256469
"cucumberetc","ATG","LAM",0
"cucumberetc","AUS","OCE",164.967705953619
"cucumberetc","AUT","EU",78.8023453364498
"cucumberetc","AZE","ASI",310.876055287173
"cucumberetc","BDI","AFR",0
"cucumberetc","BEL","EU",11.4407108731884
"cucumberetc","BEN","AFR",0
"cucumberetc","BFA","AFR",0
"cucumberetc","BGD","ASI",559.377821469762
"cucumberetc","BGR","EU",1621.73481458222
"cucumberetc","BHR","ASI",9.52120819781907
"cucumberetc","BHS","LAM",0
"cucumberetc","BIH","EUR",51.9360923170359
"cucumberetc","BLR","EUR",857.494845656446
"cucumberetc","BLZ","LAM",1.11424687941395
"cucumberetc","BOL","LAM",2.82645691040144
"cucumberetc","BRA","LAM",0.0286985230294266
"cucumberetc","BRB","LAM",0
"cucumberetc","BRN","ASI",0.0323104243530382
"cucumberetc","BWA","AFR",0.031037936221861
"cucumberetc","CAF","AFR",15.547424843826
"cucumberetc","CAN","NAM",205.110148105791
"cucumberetc","CHE","EUR",12.4570093747463
"cucumberetc","CHL","LAM",156.740892026384
"cucumberetc","CHN","ASI",246429.641395165
"cucumberetc","CIV","AFR",1.47139246019492e-05
"cucumberetc","CMR","AFR",7585.34162766164
"cucumberetc","COD","AFR",0.0198569748089755
"cucumberetc","COG","AFR",0.313998792568069
"cucumberetc","COL","LAM",28.1263518883414
"cucumberetc","CPV","AFR",0
"cucumberetc","CRI","LAM",0
"cucumberetc","CUB","LAM",1141.35599310673
"cucumberetc","CYP","EU",0
"cucumberetc","CZE","EU",511.815380895328
"cucumberetc","DEU","EU",497.436447451943
"cucumberetc","DJI","AFR",0
"cucumberetc","DMA","LAM",0
"cucumberetc","DNK","EU",4.22460989274236
"cucumberetc","DOM","LAM",9.89706632368318
"cucumberetc","DZA","AFR",91.9179111908061
"cucumberetc","ECU","LAM",8.77635416130014
"cucumberetc","EGY","AFR",5880.57615862682
"cucumberetc","ERI","AFR",0.0179755285013956
"cucumberetc","ESP","EU",1498.58490927152
"cucumberetc","EST","EU",11.1894600753865
"cucumberetc","ETH","AFR",0.218489874633969
"cucumberetc","FIN","EU",55.1382413539556
"cucumberetc","FJI","OCE",0
"cucumberetc","FRA","EU",64.8362039167781
"cucumberetc","GAB","AFR",0
"cucumberetc","GBR","EU",21.1286480754574
"cucumberetc","GEO","ASI",443.783056437125
"cucumberetc","GHA","AFR",0.0173961488037261
"cucumberetc","GIN","AFR",0
"cucumberetc","GMB","AFR",0
"cucumberetc","GNB","AFR",0
"cucumberetc","GRC","EU",333.804356120918
"cucumberetc","GRD","LAM",0
"cucumberetc","GTM","LAM",1.28600269054458
"cucumberetc","GUY","LAM",31.5194374770658
"cucumberetc","HND","LAM",198.796816693005
"cucumberetc","HRV","EU",833.846937619012
"cucumberetc","HTI","LAM",0.0247866042165533
"cucumberetc","HUN","EU",508.4315983755
"cucumberetc","IDN","ASI",6794.52009800154
"cucumberetc","IND","ASI",2201.48066271562
"cucumberetc","IRL","EU",1.79095606011505
"cucumberetc","IRN","ASI",9329.40963368796
"cucumberetc","IRQ","ASI",3.00922604607528
"cucumberetc","ISL","EUR",0
"cucumberetc","ISR","ASI",667.926821841237
"cucumberetc","ITA","EU",274.830444888981
"cucumberetc","JAM","LAM",81.2397201637687
"cucumberetc","JOR","ASI",703.600076009456
"cucumberetc","JPN","ASI",4765.25286588791
"cucumberetc","KAZ","ASI",152.750357481439
"cucumberetc","KEN","AFR",2.74155821901219
"cucumberetc","KGZ","ASI",122.496183169183
"cucumberetc","KHM","ASI",1.93482027147239
"cucumberetc","KIR","OCE",0
"cucumberetc","KNA","LAM",0
"cucumberetc","KOR","ASI",3047.40660224517
"cucumberetc","KWT","ASI",222.222918265502
"cucumberetc","LAO","ASI",2.88134400341753
"cucumberetc","LBN","ASI",1470.68520729389
"cucumberetc","LBR","AFR",0
"cucumberetc","LBY","AFR",53.7368214934747
"cucumberetc","LCA","LAM",0
"cucumberetc","LKA","ASI",157.895401660007
"cucumberetc","LSO","AFR",0.0531698324112067
"cucumberetc","LTU","EU",106.420125609838
"cucumberetc","LUX","EU",0.0466724440116412
"cucumberetc","LVA","EU",84.5596753781646
"cucumberetc","MAR","AFR",59.7222746640168
"cucumberetc","MDA","EUR",116.30808251628
"cucumberetc","MDG","AFR",0.268690184516678
"cucumberetc","MDV","ASI",0
"cucumberetc","MEX","LAM",2722.59233651923
"cucumberetc","MKD","EUR",117.054000401851
"cucumberetc","MLI","AFR",0
"cucumberetc","MLT","EU",0
"cucumberetc","MMR","ASI",1.27625607537241
"cucumberetc","MNE","EUR",0.662404966769933
