Year,area,area_code,ProcessedItem,Element,Value,item_code,Item,Product_fraction,value_proc_raw,item,Scaling,cf,value_proc
2009,Moldova,146,Wheat and products,Production,36201.3364304932,2511,Beer,5.44032384536677,196946.993816957,Beer,0.247793362734615,1.34807614000874,48802.1578783772
2018,Italy,106,Wheat and products,Production,57244.3569553806,2511,Beer,4.15349130268458,237763.938741945,Beer,0.761994941422593,3.16493936188839,181174.918574073
1974,Israel,105,Coconuts - Incl Copra,Production,2940,2560,Coconut Oil,0.125705376349946,369.57380646884,Coconut Oil,0.584457004850563,0.073469387755102,216
2007,Turkey,223,Soyabeans,Production,1232359.57022245,2555,Soyabean Oil,0.186381950740559,229689.580711858,Soyabean Oil,0.928361658108908,0.173029856831078,213235
1997,"China, mainland",41,Sugar beet,Production,12279842.0507634,2537,"Beverages, Alcoholic",0.0170896319932693,209857.98158302,"Beverages, Alcoholic",5.63399413744077,0.0962828864610996,1182338.63793389
1991,Switzerland,211,"Fruits, Other",Production,74365.8011931436,2625,"Beverages, Alcoholic",0.0177700719919537,1321.48564094148,"Beverages, Alcoholic",0.525677895509188,0.00934133404777701,694.675790675729
1975,Brazil,21,Barley and products,Production,273075.729694247,2513,"Alcohol, Non-Food",0.00844804053109312,2306.95483251483,"Alcohol, Non-Food",4.0276148905572,0.0340254538390614,9291.52563527962
1966,Poland,173,Rape and Mustardseed,Production,290000,2558,Rape and Mustard Oil,0.363708709319419,105475.525702632,Rape and Mustard Oil,1.11115824471379,0.404137931034483,117200
2021,Cambodia,115,Sugar cane,Production,637442.922374429,2536,Sugar (Raw Equivalent),0.11891448710264,75801.1981713633,Sugar (Raw Equivalent),1.58308843256958,0.188252148997135,120000
2009,Cambodia,115,Soyabeans,Production,51936.3005648072,2555,Soyabean Oil,0.186874553664018,9705.57298700862,Soyabean Oil,0.908756238483394,0.169823416455976,8820
2001,Philippines,171,Coconuts - Incl Copra,Production,11416211.0692931,2560,Copra Cake,0.0779006568612351,889330.341164434,Copra Cake,1.0709856123349,0.083430482689821,952460
2019,Spain,203,Sugar beet,Production,2712841.07485605,2537,"Sweeteners, Other",0.0741038460281672,201031.95731002,"Sweeteners, Other",1.44353184197413,0.106971261354407,290196.031631398
1982,Guyana,91,Sugar cane,Production,3381348.72106128,2536,Molasses,0.0365439744783999,123567.921365034,Molasses,1.19772185503381,0.0437695169025774,148000
2013,Kenya,114,Cottonseed,Production,8888.88888888889,2559,Cottonseed Oil,0.16730233673244,1487.13188206614,Cottonseed Oil,0.675349204361061,0.1129875,1004.33333333333
2017,South Africa,202,"Oilcrops, Other",Production,10000,2570,"Oilcrops Oil, Other",0.327224051106252,3272.24051106252,"Oilcrops Oil, Other",0.686070860791823,0.224498886414254,2244.98886414254
2012,Papua New Guinea,168,"Fruits, Other",Production,109126.594700687,2625,"Alcohol, Non-Food",0.0247198226109006,2697.59006313263,"Alcohol, Non-Food",1.64262785873475,0.0406054692836465,4431.13658914769
1989,Bolivia,19,Sugar cane,Production,2248189,2536,Molasses,0.0367405409939087,82599.6801165546,Molasses,0.607084675500456,0.0223046194069983,50145
2011,Belarus,57,Apples and products,Production,25637.7952755905,2617,"Beverages, Fermented",0.0205060976554879,525.731133592666,"Beverages, Fermented",0.226281211317513,0.00464014461687901,118.963077736678
1990,Norway,162,Coconuts - Incl Copra,Production,38493.2089552239,2560,Copra Cake,0.0782585938914183,3012.42440720437,Copra Cake,1.10575388781001,0.0865347444499805,3331
2004,Romania,183,Barley and products,Production,326566.023085149,2513,"Alcohol, Non-Food",0.0264484889821832,8637.17786352296,"Alcohol, Non-Food",0.0904922728239921,0.00239338388075807,781.597855655264
1996,Burundi,29,Millet and products,Production,9238.90909090909,2517,"Alcohol, Non-Food",0.0279769589716485,258.476580579154,"Alcohol, Non-Food",1,0.0279769589716485,258.476580579154
1973,Sudan,206,Molasses,Production,5819.613790574,2544,"Alcohol, Non-Food",0.00847914757720823,49.3453641726331,"Alcohol, Non-Food",0.340772452927938,0.00288945991862323,16.8155407897306
2015,Peru,170,Sugar cane,Production,10212000,2536,"Alcohol, Non-Food",0.0063450549254771204,64795.7008989723,"Alcohol, Non-Food",0.307223125334404,0.00194934760462353,19906.7377384155
1990,Ireland,104,Soyabeans,Production,12800,2555,Soyabean Cake,0.791214703581664,10127.5482058453,Soyabean Cake,0.982863749219665,0.77765625,9954
1996,Argentina,9,Soyabeans,Production,10480657.0300816,2555,Soy hulls,0.05,524032.851504079,Soy hulls,0.988504820858483,0.04942524104292409,518009
2017,"China, mainland",41,Rape and Mustard Oil,Production,23000,2574,"Oilcrops Oil, Other",1.13619462189671,26132.4763036243,"Oilcrops Oil, Other",0.707534516557561,0.80389691251899,18489.6289879368
1978,Tanzania,215,Sugar cane,Production,1268135.59059368,2536,"Beverages, Alcoholic",0.0157987818003867,20034.9974890941,"Beverages, Alcoholic",0.148708658420003,0.00234941564620586,2979.3775980513
2019,Lithuania,126,Rape and Mustard Oil,Production,16000,2574,"Oilcrops Oil, Other",1.11062033156187,17769.92530499,"Oilcrops Oil, Other",1.13734447212978,1.26315789473684,20210.5263157895
2012,Israel,105,Soyabeans,Production,264404.73840079,2555,Soyabean Cake,0.785341552839298,207648.027833745,Soyabean Cake,0.985128547253928,0.773662383046722,204560
1991,Philippines,171,Sugar cane,Production,22466949.6711586,2536,Molasses,0.0381980191018712,858192.972699695,Molasses,0.871598840581215,0.03329334916169,748000
1981,USSR,228,Sugar beet,Production,56211809.2686263,2537,"Sweeteners, Other",0.00949658002484445,533819.945060803,"Sweeteners, Other",0.0975076899917198,9.2598958104409e-4,52051.5497143856
2008,Fiji,66,Maize and products,Production,1129.54275534442,2514,DDGS,0.11,124.249703087886,DDGS,0.995978235154956,0.109557605867045,123.75
1985,Colombia,44,Maize and products,Production,971.208715978187,2514,DDGS,0.11,106.832958757601,DDGS,0.985370069538681,0.108390707649255,105.27
1963,Tanzania,215,Sugar cane,Production,574309.953970099,2536,Sugar (Raw Equivalent),0.0974783382070934,55982.7799287975,Sugar (Raw Equivalent),0.982444960217276,0.095767102101914,55000
2015,Australia,10,Barley and products,Production,301886.654478976,2513,"Alcohol, Non-Food",0.0172923896902336,5220.34167153137,"Alcohol, Non-Food",0.0994745329407642,0.00172015238786568,519.291049566791
2011,Latvia,119,"Oilcrops, Other",Production,112.097150864082,2570,"Oilcrops Oil, Other",0.059103635150268,6.62534910605527,"Oilcrops Oil, Other",0.626158099040002,0.0370082198320457,4.14851600172394
1976,Thailand,216,Sugar cane,Production,16888844.5906089,2536,"Alcohol, Non-Food",0.00334576438135057,56506.0946734245,"Alcohol, Non-Food",1.66610576322423,0.00557439731815853,94145.1299926865
1965,New Zealand,156,"Fruits, Other",Production,11802.8979828762,2625,"Beverages, Alcoholic",0.0144934261714067,171.064430523461,"Beverages, Alcoholic",12.5084261443523,0.181289950843662,2139.74679512839
1994,Honduras,95,Coconuts - Incl Copra,Production,2671.72601258076,2560,Copra Cake,0.0762773148889833,203.792086358711,Copra Cake,0.858718329680223,0.0655007284339602,175
2019,Qatar,179,Palm Oil,Production,7000,2577,"Oilcrops Oil, Other",1.11062033156187,7774.34232093311,"Oilcrops Oil, Other",0.900397707102744,1,7000
1972,Turkey,223,Sugar beet,Production,5896018,2537,"Beverages, Alcoholic",0.0161614506678075,95288.2040435052,"Beverages, Alcoholic",0.308021852323941,0.00497807997094006,29350.8491141021
1984,Iran,102,Sugar beet,Production,3391910,2537,"Beverages, Fermented",0.0168161666343157,57038.9237686019,"Beverages, Fermented",0.00253196736615205,4.25779851418623e-5,144.420693582534
2000,Australia,10,Rice and products,Production,2878.53090368752,2807,DDGS,0.28,805.988653032505,DDGS,0.9629258696939,0.269619243514292,776.10732468474
1975,India,100,"Oilcrops, Other",Production,1015702.12590236,2570,"Oilcrops Oil, Other",0.389336633633085,395450.046472793,"Oilcrops Oil, Other",0.897235954742544,0.349326826194029,354812
1992,Denmark,54,Sunflowerseed Oil,Production,1.50018162005085,2573,"Oilcrops Oil, Other",1.50220559229304,2.25358121909562,"Oilcrops Oil, Other",1.32468431334973,1.98994818353682,2.98528368979552
1989,France,68,Sesame seed,Production,1800,2561,Sesameseed Oil,0.427153533115017,768.87635960703,Sesameseed Oil,1.14972971785972,0.491111111111111,884
1975,Thailand,216,Sesame seed,Production,12356.5211902615,2561,Sesameseed Cake,0.506212662686556,6255.02749326512,Sesameseed Cake,1.03628641232661,0.524581304089749,6482
1997,Malaysia,131,Wheat and products,Production,34071.0169469606,2511,Beer,4.98849862582156,169963.221220256,Beer,0.359903962551807,1.79538042261742,61170.4368052396
2000,Hungary,97,"Fruits, Other",Production,75236.9461293829,2625,"Sweeteners, Other",0.0162322193273317,1221.26261109078,"Sweeteners, Other",5.56042088727063,0.0902579713944534,6790.73413155187
1991,Uganda,226,Wheat and products,Production,0.512643837515597,2511,Beer,4.72736988263909,2.42345703799176,Beer,1.07601399885944,5.08671617150617,2.60767369851357
1998,Canada,33,Grapes and products (excl wine),Production,59031.7478588256,2620,Wine,0.719382357520296,42466.3979432256,Wine,0.937117389923305,0.674145717236293,39796
1982,Panama,166,Grapes and products (excl wine),Production,238.817991631799,2620,"Alcohol, Non-Food",0.0188985543762068,4.51331480087006,"Alcohol, Non-Food",0.337250698969002,0.00637355067287943,1.52211857126057
1970,Iraq,103,Soyabeans,Production,60,2555,Soy hulls,0.05,3,Soy hulls,1,0.05,3
1961,Jamaica,109,Barley and products,Production,3940,2513,DDGS Barley,0.28,1103.2,DDGS Barley,1,0.28,1103.2
1996,Mali,133,Molasses,Production,1000,2544,"Alcohol, Non-Food",0.0273747152364467,27.3747152364467,"Alcohol, Non-Food",0.044376663763766,0.00121479853367664,1.21479853367664
1978,Brazil,21,Maize and products,Production,7981.8785891357,2514,Maize Germ Oil,0.0510993962602042,407.869176927085,Maize Germ Oil,104.929478423546,5.36183299734132,42797.5
2012,South Korea,117,Soyabeans,Production,844930.752342159,2555,Soyabean Cake,0.785341552839298,663559.229086068,Soyabean Cake,0.912051213323569,0.716271716140497,605200
1966,Germany,79,Potatoes and products,Production,843295.004264681,2531,"Alcohol, Non-Food",0.00336538780534229,2838.01472365843,"Alcohol, Non-Food",1.62312479181976,0.00546244438093896,4606.4520575195
2021,Finland,67,"Oilcrops, Other",Production,1000,2570,"Oilcrops Oil, Other",0.315449171119059,315.449171119059,"Oilcrops Oil, Other",1.1302068128244,0.35652280229857,356.52280229857
2000,Georgia,73,Apples and products,Production,52.7221187592373,2617,"Sweeteners, Other",0.0162322193273317,0.85579699510157,"Sweeteners, Other",335.801969691944,5.45081122258964,287.378316611554
1976,"China, Hong Kong SAR",96,Barley and products,Production,9727.90396705492,2513,DDGS Barley,0.28,2723.81311077538,DDGS Barley,0.949382316198584,0.265827048535604,2585.94
2014,Peru,170,Barley and products,Production,197831.52173913,2513,DDGS Barley,0.28,55392.8260869565,DDGS Barley,0.899755501222494,0.251931540342298,49840
2000,Sudan,206,"Oilcrops, Other",Production,14376.9176833883,2570,"Oilseed Cakes, Other",1.18189148660225,16991.9566135779,"Oilseed Cakes, Other",0.260064223355471,0.307367691553656,4419
1996,Puerto Rico,177,"Lemons, Limes and products",Production,9.18878082089093,2612,"Sweeteners, Other",0.0152606544303084,0.140226808743462,"Sweeteners, Other",1,0.0152606544303084,0.140226808743462
1987,Panama,166,Barley and products,Production,18773.5,2513,Beer,4.97899916395345,93473.24080448,Beer,1.08265744430196,5.39055051002743,101199.5
1976,Austria,11,Apples and products,Production,15623.7843411422,2617,"Beverages, Fermented",0.0199393578510034,311.528226964938,"Beverages, Fermented",0.152145982161165,0.00303369318390385,47.3977680625068
1984,USSR,228,Soyabeans,Production,1367725.91275251,2555,Soyabean Cake,0.775899696638777,1061218.12078966,Soyabean Cake,0.969678127277248,0.752372964791673,1029040
1961,Senegal,195,Cottonseed,Production,110,2559,Cottonseed Cake,0.475067878136316,52.2574665949947,Cottonseed Cake,1.89446612035881,0.9,99
1972,Italy,106,Rape and Mustardseed,Production,349921.5,2558,Rape and Mustard Oil,0.372913292448123,130490.378663386,Rape and Mustard Oil,1.10162528051837,0.41081071040219,143751.5
1962,Malawi,130,Groundnuts,Production,15743.2821497121,2552,Groundnut Oil,0.295718141449179,4655.5741376229,Groundnut Oil,0.670164389561853,0.198179767746655,3120
2016,Morocco,143,"Oranges, Mandarines",Production,57365.0793650794,2611,"Sweeteners, Other",0.073254586702539,4202.25518004724,"Sweeteners, Other",0.54299799262206,0.0397770935298374,2281.81612725131
2019,Ecuador,58,Wheat and products,Production,8125.1629726206,2511,Beer,4.05476573389085,32945.6324036608,Beer,2.09680865443993,8.50206788254881,69080.6871499924
1982,Belgium-Luxembourg,15,"Oilcrops, Other",Production,17986,2570,"Oilseed Cakes, Other",0.820816143207064,14763.1991517223,"Oilseed Cakes, Other",3.23209078937566,2.6529522962304,47716
1974,Austria,11,Rape and Mustardseed,Production,3146.52308549594,2558,Rape and Mustard Oil,0.372127878161621,1170.9089593921601,Rape and Mustard Oil,0.949689547663259,0.353405956284199,1112
1984,Benin,53,Palm kernels,Production,16986,2562,Palmkernel Cake,0.490423525309833,8330.33400091282,Palmkernel Cake,0.908246896123365,0.445425644648534,7566
1972,Greece,84,Apples and products,Production,263.650224835697,2617,"Beverages, Alcoholic",0.0161614506678075,4.26097010223848,"Beverages, Alcoholic",2.17416593806032,0.0351376755515893,9.26405605938029
1968,Finland,67,Sunflower seed,Production,14887.5,2557,Sunflowerseed Cake,0.452329154416099,6734.05028636968,Sunflowerseed Cake,1.33842184372206,0.605407220822838,9013
1999,Argentina,9,Sugar cane,Production,16700000,2536,"Beverages, Fermented",0.0200363002662004,334606.214445547,"Beverages, Fermented",0.027152846392455,5.4404258340124e-4,9085.51114280081
1997,Canada,33,Sunflower seed,Production,28445.7085214482,2557,Sunflowerseed Cake,0.467974309052573,13311.8607908356,Sunflowerseed Cake,0.766233974368338,0.35857781472763,10200
1972,Mozambique,144,Groundnuts,Production,84639.3526191836,2552,Groundnut Cake,0.384688235673568,32559.7632276267,Groundnut Cake,0.847979139374487,0.326207599013962,27610
1998,Georgia,73,Sugar beet,Production,2841.16,2537,"Sweeteners, Other",0.0154500012966399,43.8959256839614,"Sweeteners, Other",24.7142343082001,0.381834952107154,1084.85419252876
2003,Germany,79,Sunflower seed,Production,210658.307210031,2557,Sunflowerseed Oil,0.41656450886024,87752.7742802763,Sunflowerseed Oil,1.11677380919029,0.465208333333333,98000
2001,Mali,133,Groundnuts,Production,138225.900015286,2552,Groundnut Oil,0.29548883259266,40844.2098295867,Groundnut Oil,0.929323890910589,0.274604831625638,37957.5
1991,Pakistan,165,"Oilcrops, Other",Production,15150.5213979682,2570,"Oilseed Cakes, Other",1.00741546693529,15262.8695884473,"Oilseed Cakes, Other",1.39862297035925,1.40899441275089,21347
1991,Ivory Coast,107,Groundnuts,Production,6193.34689980906,2552,Groundnut Cake,0.379714218295949,2351.70187669664,Groundnut Cake,0.841093005708035,0.319374973176616,1978
1989,Iraq,103,Groundnuts,Production,1723,2552,Groundnut Cake,0.378013350010726,651.31700206848,Groundnut Cake,0.997977939982685,0.377248984329658,650
2021,Brazil,21,Soyabeans,Production,43657733.0867622,2555,Soy hulls,0.05,2182886.65433811,Soy hulls,1.27560448201297,0.0637802241006487,2784500
2007,Egypt,59,Sunflower seed,Production,32929.2684704893,2557,Sunflowerseed Oil,0.418238425146536,13772.2853863249,Sunflowerseed Oil,0.595398640819781,0.249018589870854,8200
2016,Croatia,98,"Oilcrops, Other",Production,4500,2570,"Oilseed Cakes, Other",0.63,2835,"Oilseed Cakes, Other",2.87475041824885,1.81109276349678,8149.91743573549
1986,Egypt,59,Maize and products,Production,79367.3876413164,2514,DDGS,0.11,8730.4126405448,DDGS,0.910097284530702,0.100110701298377,7945.52483699234
2017,Portugal,174,Sugar beet,Production,10000,2537,Sugar (Raw Equivalent),0.118760177474963,1187.60177474963,Sugar (Raw Equivalent),1.05254137083411,0.125,1250
2001,Thailand,216,Sugar cane,Production,47171896.2223371,2536,"Beverages, Alcoholic",0.0172619212908403,814277.559729672,"Beverages, Alcoholic",0.299650894077264,0.00517255014829168,243998.998800049
1968,Saint Kitts and Nevis,188,Barley and products,Production,60.5,2513,Beer,4.61297711447295,279.085115425614,Beer,2.71243415774987,12.5123966942149,757
1996,Saint Vincent and the Grenadines,191,Coconuts - Incl Copra,Production,5653.0007558579,2560,Coconut Oil,0.132519337366709,749.131914299794,Coconut Oil,1.00382854560787,0.133026693693742,752
1984,Cameroon,32,Palm kernels,Production,39906.2989130435,2562,Palmkernel Cake,0.490423525309833,19570.9877950027,Palmkernel Cake,0.800164006233689,0.392419252763164,15660
2002,Saint Vincent and the Grenadines,191,Sugar cane,Production,18090,2536,Molasses,0.037947871841452,686.477001611867,Molasses,1.52226512693988,0.0577667219458264,1045
2005,North Korea,116,Soyabeans,Production,265246.283964092,2555,Soyabean Oil,0.187982787620692,49861.7358655996,Soyabean Oil,0.921548341675397,0.173235226195367,45950
2001,Botswana,20,Sunflower seed,Production,78,2557,Sunflowerseed Oil,0.41528291853092,32.3920676454118,Sunflowerseed Oil,0.833537404761022,0.346153846153846,27
1979,Lebanon,121,Sugar beet,Production,108000,2537,"Sweeteners, Other",0.00868333470978251,937.800148656511,"Sweeteners, Other",5,0.0434166735489126,4689.00074328256
1962,Dominican Republic,56,Cottonseed,Production,4760,2559,Cottonseed Oil,0.168097328450674,800.143283425209,Cottonseed Oil,1.13354697688315,0.190546218487395,907
1994,Ecuador,58,Palm kernels,Production,32222,2562,Palmkernel Oil,0.45013977006026,14504.4036708817,Palmkernel Oil,1.02037976436851,0.459313512506983,14800
2015,Lithuania,126,Sugar beet,Production,632890.365448505,2537,"Beverages, Alcoholic",0.0182506882465994,11550.684754077,"Beverages, Alcoholic",1.63835425004134,0.0299010926549956,18924.1134577297
1995,Australia,10,Rape and Mustardseed,Production,170711.974754348,2558,Rape and Mustard Oil,0.375420794097378,64088.8251242088,Rape and Mustard Oil,1.12372944675492,0.42187140125134,72018.5
1990,"China, mainland",41,Sugar cane,Production,51374998.1689658,2536,"Beverages, Alcoholic",0.0190215446971975,977231.823989425,"Beverages, Alcoholic",5.5909722450299,0.106348928459627,5463676.00488483
1990,DR Congo,250,Maize and products,Production,40122.1374045802,2514,"Alcohol, Non-Food",0.0175700916097377,704.949629776956,"Alcohol, Non-Food",1,0.0175700916097377,704.949629776956
1986,Timor-Leste,176,Coconuts - Incl Copra,Production,2258.06451612903,2560,Coconut Oil,0.134734838808469,304.239958599769,Coconut Oil,0.310610086968608,0.04185,94.5
2016,Austria,11,Apples and products,Production,9619.04761904762,2617,"Alcohol, Non-Food",0.0171946114886877,165.39578670071,"Alcohol, Non-Food",1.98184412466801,0.0340770397548049,327.788668117647
1998,Myanmar,28,Sugar cane,Production,4933163.27739616,2536,"Beverages, Alcoholic",0.0146867076853699,72451.9270193184,"Beverages, Alcoholic",0.237885056430034,0.00349374828650562,17235.2307474553
2014,India,100,Groundnuts,Production,3868058.84885891,2552,Groundnut Cake,0.54,2088751.77838381,Groundnut Cake,0.899518851099324,0.485740179593635,1878871.59992347
2018,Spain,203,"Lemons, Limes and products",Production,208009.671179884,2612,"Sweeteners, Other",0.0722253985644054,15023.581406218,"Sweeteners, Other",1.25030988796737,0.0903041299874603,18784.1323848771
2015,Mozambique,144,Sugar cane,Production,2864734.12698413,2536,"Sweeteners, Other",0.0737832400892741,211369.365883207,"Sweeteners, Other",0.564984847615147,0.0416864126583903,119420.488974034
1982,Sao Tome and Principe,193,Coconuts - Incl Copra,Production,9065.53224526805,2560,Coconut Oil,0.132398926741407,1200.26673961311,Coconut Oil,0.849394527360327,0.112458923802532,1019.5
2003,Italy,106,Sunflower seed,Production,379862.293171755,2557,Sunflowerseed Cake,0.461907509269981,175461.245704548,Sunflowerseed Cake,1.24243960040658,0.573892181242194,218000
1966,USSR,228,Rye and products,Production,333229.844921579,2515,DDGS,0.28,93304.356578042,DDGS,0.942517669027815,0.263904947327788,87941.0046720762
1981,Colombia,44,Rice and products,Production,7431.81143198311,2807,DDGS,0.28,2080.90720095527,DDGS,0.986920454279673,0.276337727198308,2053.68988008062
1982,Rwanda,184,Barley and products,Production,10925.5,2513,Beer,4.63952629664194,50689.1445539615,Beer,1.18251157180587,5.48629353347673,59940.5
1975,Iraq,103,Sesame seed,Production,4836,2561,Sesameseed Cake,0.506212662686556,2448.04443675218,Sesameseed Cake,0.973021553138225,0.492555831265509,2382
1999,France,68,Grapes and products (excl wine),Production,8128466.2135931,2620,Wine,0.72452578613371,5889283.37346485,Wine,1.06867841142736,0.774285066163536,6293750
1984,Afghanistan,2,Cottonseed,Production,42368.3050383352,2559,Cottonseed Oil,0.15493355764914,6564.27223115325,Cottonseed Oil,1.194496468746,0.185067587502153,7841
1989,Portugal,174,Sugar beet,Production,3151.5,2537,"Beverages, Alcoholic",0.0184248494568864,58.0659130633776,"Beverages, Alcoholic",261.009556024523,4.8090617765606,15155.7581888307
2002,Lithuania,126,Barley and products,Production,54325.5160589712,2513,DDGS Barley,0.28,15211.1444965119,DDGS Barley,0.97189136579368,0.272129582422231,14783.58
1990,Denmark,54,Sugar beet,Production,3685004,2537,"Beverages, Alcoholic",0.0190215446971975,70094.4682953517,"Beverages, Alcoholic",0.19956458157492,0.00379602660840486,13988.3732360783
1977,Zimbabwe,181,Sorghum and products,Production,14550.8580979862,2518,"Alcohol, Non-Food",0.0173854247504731,252.97284851735,"Alcohol, Non-Food",0.0127883129619651,2.2233025268574e-4,3.23509595771966
1997,Pakistan,165,Sugar beet,Production,167950,2537,Sugar non-centrifugal,0.0109488516654665,1838.8596372151,Sugar non-centrifugal,1.95623282275553,0.021418502999467,3597.23757876049
2009,Peru,170,Sugar cane,Production,9936972.5,2536,Molasses,0.0357156363806334,354905.296534353,Molasses,1.11297296449834,0.0397505377014981,395000
2005,Ukraine,230,Soyabeans,Production,274550.051676028,2555,Soyabean Cake,0.794755484146606,218200.159242257,Soyabean Cake,0.942162465480854,0.748788786397996,205580
1998,Turkey,223,Sugar beet,Production,22282750,2537,Sugarbeet pulp,0.84,18717510,Sugarbeet pulp,1,0.84,18717510
2020,Zambia,251,Molasses,Production,35246.0739591782,2544,"Sweeteners, Other",0.252275743880105,8891.72952690489,"Sweeteners, Other",0.939417373243136,0.236992216648807,8353.04519575342
1992,Chad,39,Cottonseed,Production,60000,2559,Cottonseed Cake,0.504483230200315,30268.9938120189,Cottonseed Cake,0.892001900283818,0.45,27000
1977,Peru,170,Sugar cane,Production,9293155,2536,Sugar non-centrifugal,0.0142392192644012,132327.271703067,Sugar non-centrifugal,0.105798297054103,0.00150648514955362,14000
1979,Belgium-Luxembourg,15,Palm Oil,Production,0.947314304723215,2577,"Oilcrops Oil, Other",1.38311704105314,1.31024655809609,"Oilcrops Oil, Other",2.36892222849597,3.27649670316236,3.10387219628416
1988,Turkey,223,Soyabeans,Production,142865.525505755,2555,Soy hulls,0.05,7143.27627528777,Soy hulls,0.960532637346941,0.0480266318673471,6861.35
2012,Israel,105,Cottonseed,Production,24957.2192513369,2559,Cottonseed Cake,0.510990818384674,12752.9098898464,Cottonseed Cake,0.839808333353558,0.429134347546604,10710
1982,Czechoslovakia,51,Groundnuts,Production,10823.2047965739,2552,Groundnut Oil,0.290792605231687,3147.30791975181,Groundnut Oil,1.00879865617037,0.293351189382008,3175
2005,Azerbaijan,52,Sugar beet,Production,20792.1178793006,2537,"Beverages, Alcoholic",0.0177910593164621,369.91380250551,"Beverages, Alcoholic",135.409924314067,2.40908599550922,50090
2015,Poland,173,"Fruits, Other",Production,95168.4088269454,2625,"Beverages, Fermented",0.0154795146638377,1473.1607799708,"Beverages, Fermented",2.26253174522732,0.0350228933276446,3333.07303050778
2011,Belgium,255,Apples and products,Production,86418.458311484,2617,"Alcohol, Non-Food",0.0253840616248551,2193.65147130368,"Alcohol, Non-Food",1.74478882290286,0.0442898270029247,3827.45856847508
2021,"China, mainland",41,Cottonseed,Production,8598868.92535733,2559,Cottonseed Oil,0.167721643404757,1442216.42758303,Cottonseed Oil,0.876428791009059,0.146996077155284,1264000
2003,Guatemala,89,Cottonseed,Production,1866.5,2559,Cottonseed Cake,0.513663925387353,958.753716735494,Cottonseed Cake,0.831287520546719,0.427002410929547,797
1997,Lao,120,Soyabeans,Production,871.792183031459,2555,Soyabean Oil,0.181834926176138,158.522267242459,Soyabean Oil,0.422653556282562,0.0768531782047217,67
1971,Ethiopia,238,Sugar cane,Production,1284150,2536,"Beverages, Fermented",0.0194020666301284,24915.1638630794,"Beverages, Fermented",4.25684537267545,0.0825915975548028,106060
2013,"China, mainland",41,Rice and products,Production,607241.101031061,2807,DDGS,0.28,170027.508288697,DDGS,0.965780666178713,0.27041858653004,164209.280223765
2008,New Zealand,156,"Fruits, Other",Production,5657.22399521751,2625,"Beverages, Alcoholic",0.017248757449057,97.580084528492307,"Beverages, Alcoholic",7.13855174100701,0.123131147518174,696.58048229848
1965,United States of America,231,Maize and products,Production,4510216.91299436,2514,DDGS,0.11,496123.86042938,DDGS,0.993093026583511,0.109240232924186,492697.146114108
2009,Mauritius,137,Molasses,Production,21899.8959220361,2544,"Sweeteners, Other",0.0516892743231547,1131.98972796266,"Sweeteners, Other",1.53678165564672,0.0794351285735153,1739.62104831354
1980,Kenya,114,Sunflower seed,Production,12674.7193347193,2557,Sunflowerseed Cake,0.485214159614535,6149.95329034594,Sunflowerseed Cake,1.09675629741581,0.532161685152562,6745
1963,USSR,228,Sugar beet,Production,43434094.2667559,2537,Sugar (Raw Equivalent),0.0974783382070934,4233883.3306536,Sugar (Raw Equivalent),1.42091775567922,0.138508701552564,6016000
2002,Brazil,21,Barley and products,Production,1019623.32484534,2513,"Alcohol, Non-Food",0.0386693300108974,39428.1508352531,"Alcohol, Non-Food",6.32597271419952,0.244621126525314,249421.406355154
1969,Turkey,223,Wheat and products,Production,6.82564002148943,2511,"Alcohol, Non-Food",0.00984679599575164,0.0672106848320442,"Alcohol, Non-Food",1.70943376227982,0.0168324455254196,0.114892213837844
1993,Mali,133,Sugar cane,Production,250000,2536,"Alcohol, Non-Food",0.0073297302280106,1832.43255700265,"Alcohol, Non-Food",0.197062424170912,0.00144441440725058,361.103601812644
2017,Australia,10,"Fruits, Other",Production,1035.65365025467,2625,"Beverages, Fermented",0.0138321913984649,14.3253595128414,"Beverages, Fermented",0.0197462652929116,2.7313412093641e-4,0.282872349356901
2014,Philippines,171,Coconuts - Incl Copra,Production,8077577.50372103,2560,Coconut Oil,0.134869713238183,1089420.56158605,Coconut Oil,1.04367407784619,0.14076002359324,1137000
1987,Chile,40,Rice and products,Production,25052.1214520052,2807,DDGS,0.28,7014.59400656144,DDGS,0.982551519525299,0.275114425467084,6892.2
2021,Australia,10,"Lemons, Limes and products",Production,9000,2612,"Sweeteners, Other",0.0744198897218723,669.77900749685,"Sweeteners, Other",0.994631276001765,0.0740203498739765,666.183148865788
2016,Russian Federation,185,Apples and products,Production,160035.92627304,2617,"Sweeteners, Other",0.073254586702539,11723.3656366895,"Sweeteners, Other",2.72665955356382,0.199740318674847,31965.6269132013
1999,Eritrea,178,Sorghum and products,Production,9512.15116706196,2518,DDGS,0.28,2663.40232677735,DDGS,1,0.28,2663.40232677735
1994,Morocco,143,"Oilcrops, Other",Production,473.818003913894,2570,"Oilseed Cakes, Other",1.10205107806818,522.17164202142,"Oilseed Cakes, Other",1.81932514818763,2.00498924091673,950
1989,Zimbabwe,181,Groundnuts,Production,16500.846429646,2552,Groundnut Cake,0.378013350010726,6237.54023688299,Groundnut Cake,0.841998576449186,0.318286702587819,5252
