polity_code,polity_name,V1,code,iso3c,FAOSTAT_name,EU27,name,eia,iea,water_code,water_area,baci,fish,region_code,cbs,fabio_code,ADB_Region,region,uISO3c,Lassaletta,region_krausmann,region_HANPP,region_krausmann2,region_UN_sub,region_UN,region_ILO1,region_ILO2,region_ILO3,region_IEA,region_IPCC,region_labour,region_labour_agg,region_labour_mech,region_test
SRB,Serbia,252.0,272.0,SRB,Serbia,FALSE,Serbia,Serbia,Serbia,186.0,Serbia and Montenegro,688,688,9,TRUE,272.0,NA,OECD Europe,1.0,Serbia,Western Europe,West Europe,Europe,Southern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Southern Europe,Emerging,Annex_II,Southern Europe,Europe,mech,Europe
SCG,Serbia and Montenegro,183.0,186.0,SCG,Serbia and Montenegro,FALSE,Serbia and Montenegro,Former Serbia and Montenegro,,186.0,Serbia and Montenegro,891,891,9,TRUE,186.0,NA,OECD Europe,1.0,Serbia and Montenegro,Western Europe,West Europe,Europe,,Europe,,,,,,Southern Europe,Europe,mech,Europe
SLE,Sierra Leone,194.0,197.0,SLE,Sierra Leone,FALSE,Sierra Leone,Sierra Leone,,197.0,Sierra Leone,694,694,6,TRUE,197.0,NA,Western Africa,1.0,Sierra Leone,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Western Africa,Emerging,Annex_II,Western Africa,SAA,no_mech,Other
SGP,Singapore,197.0,200.0,SGP,Singapore,FALSE,Singapore,Singapore,Singapore,200.0,Singapore,702,702,15,TRUE,200.0,NA,South East Asia,1.0,Singapore,Southeastern Asia,South and Central Asia,S&E Asia,South-eastern Asia,Asia,Asia and the Pacific,South-Eastern Asia and the Pacific,South-Eastern Asia,Emerging,Annex_II,South-eastern Asia,SE-Asia,no_mech,Other
SVK,Slovakia,196.0,199.0,SVK,Slovakia,TRUE,Slovakia,Slovakia,Slovak Republic,199.0,Slovakia,703,703,10,TRUE,199.0,SK,Eastern Europe,1.0,Slovakia,Eastern and South Eastern Europe,East Europe,Europe,Eastern Europe,Europe,Europe and Central Asia,Eastern Europe,Eastern Europe,Advanced,Annex_I,Eastern Europe,Europe,mech,Europe
SVN,Slovenia,195.0,198.0,SVN,Slovenia,TRUE,Slovenia,Slovenia,Slovenia,198.0,Slovenia,705,705,10,TRUE,198.0,SI,Eastern Europe,1.0,Slovenia,Eastern and South Eastern Europe,East Europe,Europe,Southern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Southern Europe,Emerging,Annex_II,Southern Europe,Europe,mech,Europe
SLB,Solomon Islands,25.0,25.0,SLB,Solomon Islands,FALSE,Solomon Islands,Solomon Islands,,25.0,Solomon Islands,90,90,16,TRUE,25.0,NA,Oceania,1.0,Solomon Islands,Australia and Oceania,North America and Oceania,Oceania,Melanesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,no_mech,Other
SOM,Somalia,198.0,201.0,SOM,Somalia,FALSE,Somalia,Somalia,,201.0,Somalia,706,706,7,TRUE,201.0,NA,Eastern Africa,1.0,Somalia,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Eastern Africa,Emerging,Annex_II,Eastern Africa,SAA,no_mech,Other
ZAF,South Africa,199.0,202.0,ZAF,South Africa,FALSE,South Africa,South Africa,South Africa,202.0,South Africa,711,710,8,TRUE,202.0,NA,Southern Africa,1.0,South Africa,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Southern Africa,Emerging,Annex_II,Southern Africa,SAA,mech,Other
SSD,South Sudan,255.0,277.0,SSD,South Sudan,FALSE,South Sudan,,South Sudan,206.0,Sudan,728,728,7,TRUE,206.0,NA,Eastern Africa,1.0,South Sudan,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Eastern Africa,Emerging,Annex_II,Eastern Africa,SAA,no_mech,Other
ESP,Spain,200.0,203.0,ESP,Spain,TRUE,Spain,Spain,Spain,203.0,Spain,724,724,9,TRUE,203.0,ES,OECD Europe,1.0,Spain,Western Europe,West Europe,Europe,Southern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Southern Europe,Advanced,Annex_I,Southern Europe,Europe,mech,Europe
LKA,Sri Lanka,38.0,38.0,LKA,Sri Lanka,FALSE,Sri Lanka,Sri Lanka,Sri Lanka,38.0,Sri Lanka,144,144,13,TRUE,38.0,NA,South Asia,1.0,Sri Lanka,Southern Asia,South and Central Asia,Southern Asia,Southern Asia,Asia,Asia and the Pacific,Southern Asia,Southern Asia,Emerging,Annex_II,Southern Asia,SE-Asia,no_mech,Other
SDN,Sudan,254.0,276.0,SDN,Sudan,FALSE,Sudan,,,206.0,Sudan,729,729,7,TRUE,206.0,NA,Eastern Africa,0.0,Sudan,Subsaharan Africa,Sub-saharan Africa,SSA,Northern Africa,Africa,Africa,Northern Africa,Northern Africa,Emerging,Annex_II,Northern Africa,MENA,no_mech,Other
SDN,Sudan,202.0,206.0,SDN,Sudan (former),FALSE,Sudan (former),Sudan and South Sudan,Sudan,206.0,Sudan,736,736,7,TRUE,206.0,NA,Eastern Africa,1.0,Sudan (former),Subsaharan Africa,Sub-saharan Africa,SSA,Northern Africa,Africa,Africa,Northern Africa,Northern Africa,Emerging,Annex_II,Northern Africa,MENA,no_mech,Other
SUR,Suriname,203.0,207.0,SUR,Suriname,FALSE,Suriname,Suriname,Suriname,207.0,Suriname,740,740,4,TRUE,207.0,NA,South America,1.0,Suriname,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,South America,Emerging,Annex_II,Andean & Mexico,LACA,no_mech,Other
SWE,Sweden,206.0,210.0,SWE,Sweden,TRUE,Sweden,Sweden,Sweden,210.0,Sweden,752,752,9,TRUE,210.0,SE,OECD Europe,1.0,Sweden,Western Europe,West Europe,Europe,Northern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Northern Europe,Advanced,Annex_I,Northern Europe,Europe,mech,Europe
CHE,Switzerland,207.0,211.0,CHE,Switzerland,FALSE,Switzerland,Switzerland,Switzerland,211.0,Switzerland,757,756,9,TRUE,211.0,NA,OECD Europe,1.0,Switzerland,Western Europe,West Europe,Europe,Western Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Western Europe,Advanced,Annex_I,Western Europe,Europe,mech,Europe
SYR,Syria,208.0,212.0,SYR,Syrian Arab Republic,FALSE,Syrian Arab Republic,Syria,Syrian Arab Republic,212.0,Syrian Arab Republic,760,760,12,TRUE,999.0,NA,Middle East,1.0,Syrian Arab Republic,Northern Africa and Western Asia,North Africa and West Asia,MENA,Western Asia,Asia,Arab States,Arab States,Arab States,Emerging,Annex_II,Western Asia,MENA,no_mech,Other
TJK,Tajikistan,204.0,208.0,TJK,Tajikistan,FALSE,Tajikistan,Tajikistan,Tajikistan,208.0,Tajikistan,762,762,11,TRUE,208.0,NA,Former USSR,1.0,Tajikistan,Central Asia and Russian Federation,South and Central Asia,CAS & Russia,Central Asia,Asia,Europe and Central Asia,Central and Western Asia,Central Asia,Emerging,Annex_II,FSU,FSU,mech,Other
TZA,Tanzania,211.0,215.0,TZA,United Republic of Tanzania,FALSE,Tanzania,Tanzania,United Republic of Tanzania,215.0,"Tanzania, United Republic of",834,834,8,TRUE,215.0,NA,Southern Africa,1.0,United Republic of Tanzania,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Eastern Africa,Emerging,Annex_II,Eastern Africa,SAA,no_mech,Other
THA,Thailand,212.0,216.0,THA,Thailand,FALSE,Thailand,Thailand,Thailand,216.0,Thailand,764,764,15,TRUE,216.0,NA,South East Asia,1.0,Thailand,Southeastern Asia,South and Central Asia,S&E Asia,South-eastern Asia,Asia,Asia and the Pacific,South-Eastern Asia and the Pacific,South-Eastern Asia,Emerging,Annex_II,South-eastern Asia,SE-Asia,no_mech,Other
TLS,Timor-Leste,173.0,176.0,TLS,Timor-Leste,FALSE,Timor-Leste,Timor-Leste (East Timor),,176.0,Timor-Leste,626,626,15,TRUE,176.0,NA,South East Asia,1.0,Timor-Leste,Southeastern Asia,South and Central Asia,S&E Asia,South-eastern Asia,Asia,Asia and the Pacific,South-Eastern Asia and the Pacific,South-Eastern Asia,Emerging,Annex_II,South-eastern Asia,SE-Asia,no_mech,Other
TGO,Togo,213.0,217.0,TGO,Togo,FALSE,Togo,Togo,Togo,217.0,Togo,768,768,6,TRUE,217.0,NA,Western Africa,1.0,Togo,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Western Africa,Emerging,Annex_II,Western Africa,SAA,no_mech,Other
TTO,Trinidad and Tobago,216.0,220.0,TTO,Trinidad and Tobago,FALSE,Trinidad and Tobago,Trinidad and Tobago,Trinidad and Tobago,220.0,Trinidad and Tobago,780,780,3,TRUE,220.0,NA,Central America,1.0,Trinidad and Tobago,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Caribbean,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
TUN,Tunisia,218.0,222.0,TUN,Tunisia,FALSE,Tunisia,Tunisia,Tunisia,222.0,Tunisia,788,788,5,TRUE,222.0,NA,Northern Africa,1.0,Tunisia,Northern Africa and Western Asia,North Africa and West Asia,MENA,Northern Africa,Africa,Africa,Northern Africa,Northern Africa,Emerging,Annex_II,Northern Africa,MENA,no_mech,Other
TUR,Turkey,219.0,223.0,TUR,Türkiye,FALSE,Turkey,Turkey,Turkey,223.0,Turkey,792,792,12,TRUE,223.0,NA,Middle East,1.0,Turkey,Northern Africa and Western Asia,North Africa and West Asia,MENA,Western Asia,Asia,Europe and Central Asia,Central and Western Asia,Western Asia,Advanced,Annex_I,Western Asia,MENA,no_mech,Other
TKM,Turkmenistan,209.0,213.0,TKM,Turkmenistan,FALSE,Turkmenistan,Turkmenistan,Turkmenistan,213.0,Turkmenistan,795,795,11,TRUE,213.0,NA,Former USSR,1.0,Turkmenistan,Central Asia and Russian Federation,South and Central Asia,CAS & Russia,Central Asia,Asia,Europe and Central Asia,Central and Western Asia,Central Asia,Emerging,Annex_II,FSU,FSU,mech,Other
UGA,Uganda,222.0,226.0,UGA,Uganda,FALSE,Uganda,Uganda,,226.0,Uganda,800,800,7,TRUE,226.0,NA,Eastern Africa,1.0,Uganda,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Eastern Africa,Emerging,Annex_II,Eastern Africa,SAA,no_mech,Other
UKR,Ukraine,226.0,230.0,UKR,Ukraine,FALSE,Ukraine,Ukraine,Ukraine,230.0,Ukraine,804,804,11,TRUE,230.0,NA,Former USSR,1.0,Ukraine,Eastern and South Eastern Europe,East Europe,Europe,Eastern Europe,Europe,Europe and Central Asia,Eastern Europe,Eastern Europe,Emerging,Annex_I,FSU,FSU,mech,Europe
ARE,United Arab Emirates,221.0,225.0,ARE,United Arab Emirates,FALSE,United Arab Emirates,United Arab Emirates,United Arab Emirates,225.0,United Arab Emirates,784,784,12,TRUE,225.0,NA,Middle East,1.0,United Arab Emirates,Northern Africa and Western Asia,North Africa and West Asia,MENA,Western Asia,Asia,Arab States,Arab States,Arab States,Emerging,Annex_II,Western Asia,MENA,no_mech,Other
GBR,United Kingdom,225.0,229.0,GBR,United Kingdom of Great Britain and Northern Ireland,FALSE,United Kingdom,United Kingdom,United Kingdom,229.0,United Kingdom,826,826,9,TRUE,229.0,NA,OECD Europe,1.0,United Kingdom,Western Europe,West Europe,Europe,Northern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Northern Europe,Advanced,Annex_I,Northern Europe,Europe,mech,Europe
USA,United States of America,227.0,231.0,USA,United States of America,FALSE,United States of America,United States,United States,231.0,United States of America,842,840,2,TRUE,231.0,NA,USA,1.0,United States of America,Northern America,North America and Oceania,Northern America,Northern America,Americas,Americas,Northern America,Northern America,Advanced,Annex_I,Northern America,NAME,mech,Other
URY,Uruguay,230.0,234.0,URY,Uruguay,FALSE,Uruguay,Uruguay,Uruguay,234.0,Uruguay,858,858,4,TRUE,234.0,NA,South America,1.0,Uruguay,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,South America,Emerging,Annex_II,South America - South Cone,LACA,mech,Other
SUN,USSR,224.0,228.0,SUN,USSR,FALSE,USSR,Former U.S.S.R.,,185.0,Russian Federation,810,810,11,TRUE,228.0,NA,Former USSR,1.0,FSU,Central Asia and Russian Federation,South and Central Asia,CAS & Russia,,Asia,,,,,,FSU,FSU,,Other
UZB,Uzbekistan,231.0,235.0,UZB,Uzbekistan,FALSE,Uzbekistan,Uzbekistan,Uzbekistan,235.0,Uzbekistan,860,860,11,TRUE,235.0,NA,Former USSR,1.0,Uzbekistan,Central Asia and Russian Federation,South and Central Asia,CAS & Russia,Central Asia,Asia,Europe and Central Asia,Central and Western Asia,Central Asia,Emerging,Annex_II,FSU,FSU,mech,Other
VUT,Vanuatu,152.0,155.0,VUT,Vanuatu,FALSE,Vanuatu,Vanuatu,,155.0,Vanuatu,548,548,16,TRUE,155.0,NA,Oceania,1.0,Vanuatu,Australia and Oceania,North America and Oceania,Oceania,Melanesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,no_mech,Other
VEN,Venezuela,232.0,236.0,VEN,Venezuela (Bolivarian Republic of),FALSE,Venezuela,Venezuela,Venezuela,236.0,"Venezuela, Bolivarian Republic of",862,862,4,TRUE,236.0,NA,South America,1.0,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,South America,Emerging,Annex_II,Andean & Mexico,LACA,no_mech,Other
VNM,Viet Nam,233.0,237.0,VNM,Viet Nam,FALSE,Viet Nam,Vietnam,Viet Nam,237.0,Viet Nam,704,704,15,TRUE,237.0,NA,South East Asia,1.0,Viet Nam,Southeastern Asia,South and Central Asia,S&E Asia,South-eastern Asia,Asia,Asia and the Pacific,South-Eastern Asia and the Pacific,South-Eastern Asia,Emerging,Annex_II,South-eastern Asia,SE-Asia,no_mech,Other
YEM,Yemen,241.0,249.0,YEM,Yemen,FALSE,Yemen,Yemen,Yemen,249.0,Yemen,887,887,12,TRUE,249.0,NA,Middle East,1.0,Yemen,Northern Africa and Western Asia,North Africa and West Asia,MENA,Western Asia,Asia,Arab States,Arab States,Arab States,Emerging,Annex_II,Western Asia,MENA,no_mech,Other
YUG,Yugoslav SFR,240.0,248.0,YUG,Yugoslav SFR,FALSE,Yugoslav SFR,Former Yugoslavia,,186.0,Serbia and Montenegro,891,890,10,TRUE,248.0,NA,Eastern Europe,1.0,Yugoslav SFR,Eastern and South Eastern Europe,East Europe,Europe,,Europe,,,,,,Southern Europe,Europe,,Europe
ZMB,Zambia,243.0,251.0,ZMB,Zambia,FALSE,Zambia,Zambia,Zambia,251.0,Zambia,894,894,8,TRUE,251.0,NA,Southern Africa,1.0,Zambia,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Eastern Africa,Emerging,Annex_II,Eastern Africa,SAA,no_mech,Other
ZWE,Zimbabwe,178.0,181.0,ZWE,Zimbabwe,FALSE,Zimbabwe,Zimbabwe,Zimbabwe,181.0,Zimbabwe,716,716,8,TRUE,181.0,NA,Southern Africa,1.0,Zimbabwe,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Eastern Africa,Emerging,Annex_II,Eastern Africa,SAA,no_mech,Other
