polity_code,polity_name,V1,code,iso3c,FAOSTAT_name,EU27,name,eia,iea,water_code,water_area,baci,fish,region_code,cbs,fabio_code,ADB_Region,region,uISO3c,Lassaletta,region_krausmann,region_HANPP,region_krausmann2,region_UN_sub,region_UN,region_ILO1,region_ILO2,region_ILO3,region_IEA,region_IPCC,region_labour,region_labour_agg,region_labour_mech,region_test
EST,Estonia,63.0,63.0,EST,Estonia,TRUE,Estonia,Estonia,Estonia,63.0,Estonia,233,233,11,TRUE,63.0,EE,Former USSR,1.0,Estonia,Eastern and South Eastern Europe,East Europe,Europe,Northern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Northern Europe,Emerging,Annex_I,FSU,FSU,mech,Europe
SWZ,Eswatini,205.0,209.0,SWZ,Eswatini,FALSE,Eswatini,Swaziland,,209.0,Swaziland,NA,748,8,TRUE,999.0,NA,Southern Africa,1.0,Swaziland,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Southern Africa,Emerging,Annex_II,Southern Africa,SAA,mech,Other
ETH,Ethiopia,234.0,238.0,ETH,Ethiopia,FALSE,Ethiopia,Ethiopia,Ethiopia,238.0,Ethiopia,231,231,7,TRUE,238.0,NA,Eastern Africa,1.0,Ethiopia,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Eastern Africa,Emerging,Annex_II,Eastern Africa,SAA,no_mech,Other
ETH,Ethiopia,62.0,62.0,ETH,Ethiopia PDR,FALSE,Ethiopia PDR,,,999.0,Global average,231,230,7,TRUE,238.0,NA,Eastern Africa,0.0,Ethiopia PDR,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Eastern Africa,Emerging,Annex_II,Eastern Africa,SAA,no_mech,Other
REUR,Europe Other,6.0,6.0,AND,#N/A,FALSE,Andorra,,,999.0,Global average,20,20,9,FALSE,999.0,NA,OECD Europe,1.0,Andorra,Western Europe,West Europe,Europe,Southern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Southern Europe,Emerging,Annex_II,Southern Europe,Europe,mech,Europe
REUR,Europe Other,64.0,64.0,FRO,Faroe Islands,FALSE,Faroe Islands,Faroe Islands,,64.0,Faroe Islands,NA,234,9,FALSE,999.0,NA,OECD Europe,1.0,Faroe Islands,Western Europe,West Europe,Europe,Northern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Northern Europe,Emerging,Annex_II,Northern Europe,Europe,mech,Europe
REUR,Europe Other,79.0,82.0,GIB,#N/A,FALSE,Gibraltar,Gibraltar,Gibraltar,999.0,Global average,292,292,9,FALSE,999.0,NA,OECD Europe,1.0,Gibraltar,Western Europe,West Europe,Europe,Southern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Southern Europe,Emerging,Annex_II,Southern Europe,Europe,mech,Europe
REUR,Europe Other,82.0,85.0,GRL,#N/A,FALSE,Greenland,Greenland,,999.0,Global average,304,304,9,FALSE,999.0,NA,OECD Europe,1.0,Greenland,Western Europe,West Europe,Europe,Northern America,Americas,Americas,Northern America,Northern America,Emerging,Annex_II,Northern America,Europe,mech,Other
REUR,Europe Other,91.0,94.0,VAT,#N/A,FALSE,Holy See,,,999.0,Global average,NA,336,9,FALSE,999.0,NA,OECD Europe,1.0,Holy See,Western Europe,West Europe,Europe,Southern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Southern Europe,Advanced,Annex_I,Southern Europe,Europe,mech,Europe
REUR,Europe Other,122.0,125.0,LIE,#N/A,FALSE,Liechtenstein,,,999.0,Global average,NA,438,9,FALSE,999.0,NA,OECD Europe,1.0,Liechtenstein,Western Europe,West Europe,Europe,Western Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Western Europe,Emerging,Annex_II,Western Europe,Europe,mech,Europe
REUR,Europe Other,137.0,140.0,MCO,#N/A,FALSE,Monaco,,,999.0,Global average,NA,492,9,FALSE,999.0,NA,OECD Europe,1.0,Monaco,Western Europe,West Europe,Europe,Western Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Western Europe,Emerging,Annex_II,Western Europe,Europe,mech,Europe
REUR,Europe Other,189.0,192.0,SMR,#N/A,FALSE,San Marino,,,999.0,Global average,674,674,9,FALSE,999.0,NA,OECD Europe,1.0,San Marino,Western Europe,West Europe,Europe,Southern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Southern Europe,Emerging,Annex_II,Southern Europe,Europe,mech,Europe
REUR,Europe Other,249.0,260.0,SJM,#N/A,FALSE,Svalbard and Jan Mayen Islands,,,999.0,Global average,NA,744,9,FALSE,999.0,NA,OECD Europe,1.0,Svalbard and Jan Mayen Islands,Western Europe,West Europe,Europe,Northern Europe,Europe,,,,,,Northern Europe,Europe,mech,Europe
REUR,Europe Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJI,Fiji,66.0,66.0,FJI,Fiji,FALSE,Fiji,Fiji,,66.0,Fiji,242,242,16,TRUE,66.0,NA,Oceania,1.0,Fiji,Australia and Oceania,North America and Oceania,Oceania,Melanesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,no_mech,Other
FIN,Finland,67.0,67.0,FIN,Finland,TRUE,Finland,Finland,Finland,67.0,Finland,246,246,9,TRUE,67.0,FI,OECD Europe,1.0,Finland,Western Europe,West Europe,Europe,Northern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Northern Europe,Advanced,Annex_I,Northern Europe,Europe,mech,Europe
FRA,France,68.0,68.0,FRA,France,TRUE,France,France,France,68.0,France,251,250,9,TRUE,68.0,FR,OECD Europe,1.0,France,Western Europe,West Europe,Europe,Western Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Western Europe,Advanced,Annex_I,Western Europe,Europe,mech,Europe
GUF,French Guiana,69.0,69.0,GUF,French Guiana,FALSE,French Guiana,French Guiana,,69.0,French Guiana,NA,254,4,FALSE,999.0,NA,South America,1.0,French Guiana,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,South America,Emerging,Annex_II,Andean & Mexico,LACA,no_mech,Other
PYF,French Polynesia,70.0,70.0,PYF,French Polynesia,FALSE,French Polynesia,French Polynesia,,70.0,French Polynesia,258,258,16,TRUE,70.0,NA,Oceania,1.0,French Polynesia,Australia and Oceania,North America and Oceania,Oceania,Polynesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,no_mech,Other
GAB,Gabon,74.0,74.0,GAB,Gabon,FALSE,Gabon,Gabon,Gabon,74.0,Gabon,266,266,6,TRUE,74.0,NA,Western Africa,1.0,Gabon,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Central Africa,Emerging,Annex_II,Middle Africa,SAA,no_mech,Other
GMB,Gambia,75.0,75.0,GMB,Gambia,FALSE,Gambia,"Gambia, The",,75.0,Gambia,270,270,6,TRUE,75.0,NA,Western Africa,1.0,Gambia,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Western Africa,Emerging,Annex_II,Western Africa,SAA,no_mech,Other
GEO,Georgia,73.0,73.0,GEO,Georgia,FALSE,Georgia,Georgia,Georgia,73.0,Georgia,268,268,11,TRUE,73.0,NA,Former USSR,1.0,Georgia,Central Asia and Russian Federation,South and Central Asia,CAS & Russia,Western Asia,Asia,Europe and Central Asia,Central and Western Asia,Western Asia,Emerging,Annex_II,FSU,FSU,no_mech,Other
DEU,Germany,76.0,79.0,DEU,Germany,TRUE,Germany,Germany,Germany,79.0,Germany,276,276,9,TRUE,79.0,DE,OECD Europe,1.0,Germany,Western Europe,West Europe,Europe,Western Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Western Europe,Advanced,Annex_I,Western Europe,Europe,mech,Europe
GHA,Ghana,78.0,81.0,GHA,Ghana,FALSE,Ghana,Ghana,Ghana,81.0,Ghana,288,288,6,TRUE,81.0,NA,Western Africa,1.0,Ghana,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Western Africa,Emerging,Annex_II,Western Africa,SAA,no_mech,Other
GRC,Greece,81.0,84.0,GRC,Greece,TRUE,Greece,Greece,Greece,84.0,Greece,300,300,9,TRUE,84.0,GR,OECD Europe,1.0,Greece,Western Europe,West Europe,Europe,Southern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Southern Europe,Advanced,Annex_I,Southern Europe,Europe,mech,Europe
GRD,Grenada,83.0,86.0,GRD,Grenada,FALSE,Grenada,Grenada,,86.0,Grenada,308,308,3,TRUE,86.0,NA,Central America,1.0,Grenada,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Caribbean,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
GTM,Guatemala,86.0,89.0,GTM,Guatemala,FALSE,Guatemala,Guatemala,Guatemala,89.0,Guatemala,320,320,3,TRUE,89.0,NA,Central America,1.0,Guatemala,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Central America,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
GIN,Guinea,87.0,90.0,GIN,Guinea,FALSE,Guinea,Guinea,,90.0,Guinea,324,324,6,TRUE,90.0,NA,Western Africa,1.0,Guinea,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Western Africa,Emerging,Annex_II,Western Africa,SAA,no_mech,Other
GNB,Guinea-Bissau,172.0,175.0,GNB,Guinea-Bissau,FALSE,Guinea-Bissau,Guinea-Bissau,,175.0,Guinea-Bissau,624,624,6,TRUE,175.0,NA,Western Africa,1.0,Guinea-Bissau,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Western Africa,Emerging,Annex_II,Western Africa,SAA,no_mech,Other
GUY,Guyana,88.0,91.0,GUY,Guyana,FALSE,Guyana,Guyana,,91.0,Guyana,328,328,4,TRUE,91.0,NA,South America,1.0,Guyana,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,South America,Emerging,Annex_II,Andean & Mexico,LACA,no_mech,Other
HTI,Haiti,90.0,93.0,HTI,Haiti,FALSE,Haiti,Haiti,Haiti,93.0,Haiti,332,332,3,TRUE,93.0,NA,Central America,1.0,Haiti,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Caribbean,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
HND,Honduras,92.0,95.0,HND,Honduras,FALSE,Honduras,Honduras,Honduras,95.0,Honduras,340,340,3,TRUE,95.0,NA,Central America,1.0,Honduras,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Central America,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
HUN,Hungary,94.0,97.0,HUN,Hungary,TRUE,Hungary,Hungary,Hungary,97.0,Hungary,348,348,10,TRUE,97.0,HU,Eastern Europe,1.0,Hungary,Eastern and South Eastern Europe,East Europe,Europe,Eastern Europe,Europe,Europe and Central Asia,Eastern Europe,Eastern Europe,Advanced,Annex_I,Eastern Europe,Europe,mech,Europe
ISL,Iceland,96.0,99.0,ISL,Iceland,FALSE,Iceland,Iceland,Iceland,99.0,Iceland,352,352,9,TRUE,99.0,NA,OECD Europe,1.0,Iceland,Western Europe,West Europe,Europe,Northern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Northern Europe,Advanced,Annex_I,Northern Europe,Europe,mech,Europe
IND,India,97.0,100.0,IND,India,FALSE,India,India,India,100.0,India,699,356,13,TRUE,100.0,NA,South Asia,1.0,India,Southern Asia,South and Central Asia,Southern Asia,Southern Asia,Asia,Asia and the Pacific,Southern Asia,Southern Asia,Emerging,Annex_II,Southern Asia,SE-Asia,no_mech,Other
IDN,Indonesia,98.0,101.0,IDN,Indonesia,FALSE,Indonesia,Indonesia,Indonesia,101.0,Indonesia,360,360,15,TRUE,101.0,NA,South East Asia,1.0,Indonesia,Southeastern Asia,South and Central Asia,S&E Asia,South-eastern Asia,Asia,Asia and the Pacific,South-Eastern Asia and the Pacific,South-Eastern Asia,Emerging,Annex_II,South-eastern Asia,SE-Asia,no_mech,Other
IRN,Iran,99.0,102.0,IRN,Iran (Islamic Republic of),FALSE,Iran,Iran,Islamic Republic of Iran,102.0,"Iran, Islamic Republic of",364,364,12,TRUE,102.0,NA,Middle East,1.0,Iran (Islamic Republic of),Southern Asia,South and Central Asia,Southern Asia,Southern Asia,Asia,Asia and the Pacific,Southern Asia,Southern Asia,Emerging,Annex_II,Southern Asia,SE-Asia,no_mech,Other
IRQ,Iraq,100.0,103.0,IRQ,Iraq,FALSE,Iraq,Iraq,Iraq,103.0,Iraq,368,368,12,TRUE,103.0,NA,Middle East,1.0,Iraq,Northern Africa and Western Asia,North Africa and West Asia,MENA,Western Asia,Asia,Arab States,Arab States,Arab States,Emerging,Annex_II,Western Asia,MENA,no_mech,Other
IRL,Ireland,101.0,104.0,IRL,Ireland,TRUE,Ireland,Ireland,Ireland,104.0,Ireland,372,372,9,TRUE,104.0,IE,OECD Europe,1.0,Ireland,Western Europe,West Europe,Europe,Northern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Northern Europe,Advanced,Annex_I,Northern Europe,Europe,mech,Europe
ISR,Israel,102.0,105.0,ISR,Israel,FALSE,Israel,Israel,Israel,105.0,Israel,376,376,12,TRUE,105.0,NA,Middle East,1.0,Israel,Northern Africa and Western Asia,North Africa and West Asia,MENA,Western Asia,Asia,Europe and Central Asia,Central and Western Asia,Western Asia,Advanced,Annex_II,Western Asia,MENA,no_mech,Other
ITA,Italy,103.0,106.0,ITA,Italy,TRUE,Italy,Italy,Italy,106.0,Italy,381,380,9,TRUE,106.0,IT,OECD Europe,1.0,Italy,Western Europe,West Europe,Europe,Southern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Southern Europe,Advanced,Annex_I,Southern Europe,Europe,mech,Europe
CIV,Ivory Coast,104.0,107.0,CIV,Côte d'Ivoire,FALSE,Ivory Coast,Cote dIvoire (IvoryCoast),CÃ´te d'Ivoire,107.0,CÃ´te d'Ivoire,384,384,6,TRUE,107.0,NA,Western Africa,1.0,Cote d'Ivoire,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Western Africa,Emerging,Annex_II,Western Africa,SAA,no_mech,Other
JAM,Jamaica,106.0,109.0,JAM,Jamaica,FALSE,Jamaica,Jamaica,Jamaica,109.0,Jamaica,388,388,3,TRUE,109.0,NA,Central America,1.0,Jamaica,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Caribbean,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
JPN,Japan,107.0,110.0,JPN,Japan,FALSE,Japan,Japan,Japan,110.0,Japan,392,392,17,TRUE,110.0,NA,Japan,1.0,Japan,Eastern Asia,East Asia,S&E Asia,Eastern Asia,Asia,Asia and the Pacific,Eastern Asia,Eastern Asia,Advanced,Annex_I,Eastern Asia,SE-Asia,no_mech,Other
JOR,Jordan,109.0,112.0,JOR,Jordan,FALSE,Jordan,Jordan,Jordan,112.0,Jordan,400,400,12,TRUE,112.0,NA,Middle East,1.0,Jordan,Northern Africa and Western Asia,North Africa and West Asia,MENA,Western Asia,Asia,Arab States,Arab States,Arab States,Emerging,Annex_II,Western Asia,MENA,no_mech,Other
KAZ,Kazakhstan,105.0,108.0,KAZ,Kazakhstan,FALSE,Kazakhstan,Kazakhstan,Kazakhstan,108.0,Kazakhstan,398,398,11,TRUE,108.0,NA,Former USSR,1.0,Kazakhstan,Central Asia and Russian Federation,South and Central Asia,CAS & Russia,Central Asia,Asia,Europe and Central Asia,Central and Western Asia,Central Asia,Emerging,Annex_II,FSU,FSU,mech,Other
KEN,Kenya,111.0,114.0,KEN,Kenya,FALSE,Kenya,Kenya,Kenya,114.0,Kenya,404,404,7,TRUE,114.0,NA,Eastern Africa,1.0,Kenya,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Eastern Africa,Emerging,Annex_II,Eastern Africa,SAA,no_mech,Other
KIR,Kiribati,80.0,83.0,KIR,Kiribati,FALSE,Kiribati,Kiribati,,83.0,Kiribati,296,296,16,TRUE,83.0,NA,Oceania,1.0,Kiribati,Australia and Oceania,North America and Oceania,Oceania,Micronesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,mech,Other
KWT,Kuwait,115.0,118.0,KWT,Kuwait,FALSE,Kuwait,Kuwait,Kuwait,118.0,Kuwait,414,414,12,TRUE,118.0,NA,Middle East,1.0,Kuwait,Northern Africa and Western Asia,North Africa and West Asia,MENA,Western Asia,Asia,Arab States,Arab States,Arab States,Emerging,Annex_II,Western Asia,MENA,no_mech,Other
KGZ,Kyrgyzstan,110.0,113.0,KGZ,Kyrgyzstan,FALSE,Kyrgyzstan,Kyrgyzstan,Kyrgyzstan,113.0,Kyrgyzstan,417,417,11,TRUE,113.0,NA,Former USSR,1.0,Kyrgyzstan,Central Asia and Russian Federation,South and Central Asia,CAS & Russia,Central Asia,Asia,Europe and Central Asia,Central and Western Asia,Central Asia,Emerging,Annex_II,FSU,FSU,mech,Other
LAO,Lao,117.0,120.0,LAO,Lao People's Democratic Republic,FALSE,Lao,Laos,,120.0,Lao People's Democratic Republic,418,418,15,TRUE,120.0,NA,South East Asia,1.0,Lao People's Democratic Republic,Southeastern Asia,South and Central Asia,S&E Asia,South-eastern Asia,Asia,Asia and the Pacific,South-Eastern Asia and the Pacific,South-Eastern Asia,Emerging,Annex_II,South-eastern Asia,SE-Asia,no_mech,Other
RLAM,Latin America Other,248.0,258.0,AIA,#N/A,FALSE,Anguilla,,,999.0,Global average,660,660,3,FALSE,999.0,NA,Central America,1.0,Anguilla,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Caribbean,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
RLAM,Latin America Other,22.0,22.0,ABW,#N/A,FALSE,Aruba,Aruba,,999.0,Global average,533,533,3,FALSE,999.0,NA,Central America,1.0,Aruba,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Caribbean,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
RLAM,Latin America Other,17.0,17.0,BMU,#N/A,FALSE,Bermuda,Bermuda,,17.0,Bermuda,60,60,3,FALSE,999.0,NA,Central America,1.0,Bermuda,Latin America and the Caribbean,Latin America and Caribbean,LACA,Northern America,Americas,Americas,Northern America,Northern America,Emerging,Annex_II,Northern America,LACA,mech,Other
RLAM,Latin America Other,31.0,31.0,BVT,#N/A,FALSE,Bouvet Island,,,999.0,Global average,NA,74,4,FALSE,999.0,NA,South America,1.0,Bouvet Island,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,South America,Emerging,Annex_II,Andean & Mexico,LACA,no_mech,Other
RLAM,Latin America Other,235.0,239.0,VGB,#N/A,FALSE,British Virgin Islands,"Virgin Islands, British",,999.0,Global average,92,92,3,FALSE,999.0,NA,Central America,1.0,British Virgin Islands,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Caribbean,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
RLAM,Latin America Other,36.0,36.0,CYM,#N/A,FALSE,Cayman Islands,Cayman Islands,,36.0,Cayman Islands,136,136,3,FALSE,999.0,NA,Central America,1.0,Cayman Islands,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Caribbean,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
RLAM,Latin America Other,256.0,279.0,CUW,#N/A,FALSE,CuraÃ§ao,,,999.0,Global average,531,NA,3,FALSE,999.0,NA,Central America,1.0,CuraÃ§ao,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Caribbean,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
RLAM,Latin America Other,65.0,65.0,FLK,#N/A,FALSE,Falkland Islands (Malvinas),Falkland Islands (Islas Malvinas),,999.0,Global average,238,238,4,FALSE,999.0,NA,South America,1.0,Falkland Islands (Malvinas),Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,South America,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
RLAM,Latin America Other,84.0,87.0,GLP,Guadeloupe,FALSE,Guadeloupe,Guadeloupe,,87.0,Guadeloupe,NA,312,3,FALSE,999.0,NA,Central America,1.0,Guadeloupe,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Caribbean,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
RLAM,Latin America Other,132.0,135.0,MTQ,Martinique,FALSE,Martinique,Martinique,,135.0,Martinique,NA,474,3,FALSE,999.0,NA,Central America,1.0,Martinique,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Caribbean,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
RLAM,Latin America Other,139.0,142.0,MSR,#N/A,FALSE,Montserrat,Montserrat,,142.0,Montserrat,500,500,3,FALSE,999.0,NA,Central America,1.0,Montserrat,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Caribbean,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
RLAM,Latin America Other,148.0,151.0,ANT,#N/A,FALSE,Netherlands Antilles,Netherlands Antilles,Netherlands Antilles / CuraÃ§ao,999.0,Global average,530,530,3,TRUE,151.0,NA,Central America,1.0,Netherlands Antilles,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Caribbean,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
RLAM,Latin America Other,257.0,281.0,MAF,#N/A,FALSE,Saint-Martin (French Part),,,999.0,Global average,NA,NA,3,FALSE,999.0,NA,Central America,1.0,Saint-Martin (French Part),Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Caribbean,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
RLAM,Latin America Other,251.0,271.0,SGS,#N/A,FALSE,South Georgia and the South Sandwich Islands,,,999.0,Global average,NA,239,4,FALSE,999.0,NA,South America,1.0,South Georgia and the South Sandwich Islands,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,,,,,,Andean & Mexico,LACA,no_mech,Other
RLAM,Latin America Other,220.0,224.0,TCA,#N/A,FALSE,Turks and Caicos Islands,Turks and Caicos Islands,,999.0,Global average,796,796,3,FALSE,999.0,NA,Central America,1.0,Turks and Caicos Islands,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Caribbean,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
RLAM,Latin America Other,236.0,240.0,VIR,#N/A,FALSE,United States Virgin Islands,"Virgin Islands,  U.S.",,999.0,Global average,NA,850,3,FALSE,999.0,NA,Central America,1.0,United States Virgin Islands,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Caribbean,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
RLAM,Latin America Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVA,Latvia,116.0,119.0,LVA,Latvia,TRUE,Latvia,Latvia,Latvia,119.0,Latvia,428,428,11,TRUE,119.0,LV,Former USSR,1.0,Latvia,Eastern and South Eastern Europe,East Europe,Europe,Northern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Northern Europe,Emerging,Annex_I,FSU,FSU,mech,Europe
LBN,Lebanon,118.0,121.0,LBN,Lebanon,FALSE,Lebanon,Lebanon,Lebanon,121.0,Lebanon,422,422,12,TRUE,121.0,NA,Middle East,1.0,Lebanon,Northern Africa and Western Asia,North Africa and West Asia,MENA,Western Asia,Asia,Arab States,Arab States,Arab States,Emerging,Annex_II,Western Asia,MENA,no_mech,Other
LSO,Lesotho,119.0,122.0,LSO,Lesotho,FALSE,Lesotho,Lesotho,,122.0,Lesotho,426,426,8,TRUE,122.0,NA,Southern Africa,1.0,Lesotho,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Southern Africa,Emerging,Annex_II,Southern Africa,SAA,mech,Other
LBR,Liberia,120.0,123.0,LBR,Liberia,FALSE,Liberia,Liberia,,123.0,Liberia,430,430,6,TRUE,123.0,NA,Western Africa,1.0,Liberia,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Western Africa,Emerging,Annex_II,Western Africa,SAA,no_mech,Other
LBY,Libya,121.0,124.0,LBY,Libya,FALSE,Libya,Libya,Libya,124.0,Libyan Arab Jamahiriya,434,434,5,TRUE,124.0,NA,Northern Africa,1.0,Libya,Northern Africa and Western Asia,North Africa and West Asia,MENA,Northern Africa,Africa,Africa,Northern Africa,Northern Africa,Emerging,Annex_II,Northern Africa,MENA,no_mech,Other
LTU,Lithuania,123.0,126.0,LTU,Lithuania,TRUE,Lithuania,Lithuania,Lithuania,126.0,Lithuania,440,440,11,TRUE,126.0,LT,Former USSR,1.0,Lithuania,Eastern and South Eastern Europe,East Europe,Europe,Northern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Northern Europe,Emerging,Annex_I,FSU,FSU,mech,Europe
LUX,Luxembourg,247.0,256.0,LUX,Luxembourg,TRUE,Luxembourg,Luxembourg,Luxembourg,256.0,Luxembourg,442,442,9,TRUE,256.0,LU,OECD Europe,1.0,Luxembourg,Western Europe,West Europe,Europe,Western Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Western Europe,Advanced,Annex_I,Western Europe,Europe,mech,Europe
MDG,Madagascar,126.0,129.0,MDG,Madagascar,FALSE,Madagascar,Madagascar,,129.0,Madagascar,450,450,7,TRUE,129.0,NA,Eastern Africa,1.0,Madagascar,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Eastern Africa,Emerging,Annex_II,Eastern Africa,SAA,no_mech,Other
