Year,area,item_prod,item_cbs,item_cbs_crop,Name_biomass,Product_residue,Prod_ygpit_Mg,Area_ygpit_ha
1965,France,Raspberries,Firewood,"Fruits, Other",Raspberries,Residue,1839.27453458432,NA
2019,Suriname,Plantains and cooking bananas,Firewood,Plantains,"Bananas, platains",Residue,17821.2,NA
1989,Spain,Sunflower seed,Sunflower seed,Sunflower seed,Sunflower seed,Product,926800,978400
2018,Peru,Grapes,Grapes and products (excl wine),Grapes and products (excl wine),Grapevine,Product,645545.06,32543
2005,Barbados,"Other tropical fruits, n.e.c.",Firewood,"Fruits, Other",Fruits,Residue,432.4280074024579,NA
2018,Namibia,Sorghum,Straw,Sorghum and products,Sorghum,Residue,17858.956022727274,NA
1993,Czech Republic,Rye,Straw,Rye and products,Rye,Residue,385001.97255,NA
1996,Cuba,Papayas,"Fruits, Other","Fruits, Other",Papaya,Product,23800,1978
2012,Nicaragua,Oranges,"Oranges, Mandarines","Oranges, Mandarines",Orange,Product,100000,21500
1965,Greece,Pomelos and grapefruits,Firewood,Grapefruit and products,Grapefruit,Residue,28.333626205026228,NA
1968,Somalia,"Other fruits, n.e.c.","Fruits, Other","Fruits, Other",Fruits,Product,97000,7300
1979,Cameroon,Dates,Firewood,Dates,Dates,Residue,7.026749999999998,NA
2009,Belarus,Carrots and turnips,"Vegetables, Other","Vegetables, Other",Carrot,Product,361061,12738
1980,Albania,Sorghum,Sorghum and products,Sorghum and products,Sorghum,Product,30000,25000
2002,Grenada,Cauliflowers and broccoli,Other crop residues,"Vegetables, Other",Cauliflower,Residue,2.4179751671442204,NA
1995,Jordan,"Broad beans and horse beans, green","Vegetables, Other","Vegetables, Other","Pea, green, with pod",Product,3183,722
2017,Spain,Watermelons,"Vegetables, Other","Vegetables, Other",Watermelon,Product,1113192,20026
1987,Netherlands,Vegetables and roots fodder,Fodder vegetables and roots,Fodder vegetables and roots,"Fodder, other",Product,182805.501399719,3800
1985,Belize,"Other vegetables, fresh n.e.c.",Other crop residues,"Vegetables, Other","Vegetables, other",Residue,1798.574602631232,NA
2002,Ukraine,Peaches and nectarines,Firewood,"Fruits, Other",Peach,Residue,3739.380617066618,NA
2012,Mali,Maize (corn),Maize and products,Maize and products,Maize,Product,1418907,580881
2003,Liberia,Sweet potatoes,Sweet potatoes,Sweet potatoes,Sweet potato,Product,19000,1900
1994,Haiti,Bananas,Firewood,Bananas,"Bananas, platains",Residue,286310.39999999997,NA
1991,Spain,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Pimento,Pimento,"Chili pepper and peppers, dry",Product,12300,4881
1978,Nigeria,Other pulses n.e.c.,"Pulses, Other and products","Pulses, Other and products",Pulses nes,Product,52000,110000
2006,Tunisia,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Other crop residues,"Spices, Other","Spices, Other",Residue,27440,NA
1984,El Salvador,"Other fruits, n.e.c.",Firewood,"Fruits, Other",Fruits,Residue,3278.813294794571,NA
2000,Peru,"Forage and silage, maize",Other crop residues,Fodder cereal and grasses,"Maize, green",Residue,0,NA
2004,Chad,Dates,Firewood,Dates,Dates,Residue,3945.1905,NA
1991,Cameroon,"Other vegetables, fresh n.e.c.",Other crop residues,"Vegetables, Other","Vegetables, other",Residue,255381.13333867048,NA
1974,Mexico,"Other beans, green","Vegetables, Other","Vegetables, Other","Beans, green",Product,24488,9436
1974,Central African Republic,Potatoes,Other crop residues,Potatoes and products,Potato,Residue,329.48999999999995,NA
1964,Pakistan,Cantaloupes and other melons,"Vegetables, Other","Vegetables, Other",Melon,Product,76000,6300
1993,Japan,Oranges,Firewood,"Oranges, Mandarines",Orange,Residue,38782.370764800005,NA
2019,Croatia,"Cow peas, dry","Pulses, Other and products","Pulses, Other and products",Pulses nes,Product,2347,938
1973,Lao,Other stone fruits,Firewood,"Fruits, Other",Fruits,Residue,2122.2755800798764,NA
1961,Italy,"Beans, dry",Beans,Beans,Beans,Product,187500,365954
2004,Congo,"Peas, dry",Peas,Peas,Pea,Product,5434.55,7183
1976,Sweden,"Forage and silage, legumes",Other crop residues,Fodder legumes,Other legumes for green fodder,Residue,0,NA
1999,Austria,Mixed grain,"Cereals, Other","Cereals, Other",Cereals nes,Product,40643,9794
2002,Netherlands,"Forage and silage, alfalfa",Other crop residues,Fodder legumes,Alfalfa,Residue,0,NA
2007,Mauritius,Bananas,Firewood,Bananas,"Bananas, platains",Residue,12185.1,NA
2020,Oman,"Pumpkins, squash and gourds","Vegetables, Other","Vegetables, Other","Squash, pumpkin",Product,15695,704
1965,Bangladesh,Cucumbers and gherkins,Other crop residues,"Vegetables, Other",Cucumber,Residue,2950.7625,NA
2008,Guinea,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",Nuts and products,Nuts and products,Nuts nes,Product,650,240
1963,Tanzania,Other pulses n.e.c.,Straw,"Pulses, Other and products",Pulses nes,Residue,12102.078919229092,NA
2011,Australia,"Onions and shallots, dry (excluding dehydrated)",Onions,Onions,Onion,Product,330847,6139
1998,Solomon Islands,Cocoa beans,Cocoa Beans and products,Cocoa Beans and products,Cocoa beans,Product,3454,6939
2002,Italy,Maize (corn),Straw,Maize and products,Maize,Residue,6954846.333901886,NA
1978,South Korea,Castor oil seeds,Other crop residues,"Oilcrops, Other","Oilcrops, other",Residue,167.7125711434014,NA
1996,Peru,Pears,Firewood,"Fruits, Other",Pear,Residue,2470.2855301972095,NA
1983,Libya,Carrots and turnips,"Vegetables, Other","Vegetables, Other",Carrot,Product,20350,5000
1986,Czechoslovakia,"Forage and silage, clover",Other crop residues,Fodder legumes,Clover,Residue,0,NA
2007,Ecuador,"Broad beans and horse beans, green",Other crop residues,"Vegetables, Other","Pea, green, with pod",Residue,23734.327600000004,NA
1978,Malawi,"Sisal, raw",Other crop residues,Sisal,"Fibres, other",Residue,86.6247077922078,NA
2021,Tunisia,"Beans, dry",Straw,Beans,Beans,Residue,86.30347483306838,NA
1975,RoW,"Other stimulant, spice and aromatic crops, n.e.c.","Spices, Other","Spices, Other","Spices, Other",Product,2205,2154
1985,Colombia,Cabbages,Other crop residues,"Vegetables, Other","Cabbage, Broccoli",Residue,344952.8766725777,NA
2006,Afghanistan,Grapes,Firewood,Grapes and products (excl wine),Grapevine,Residue,196388.1158445213,NA
2009,Lebanon,Potatoes,Other crop residues,Potatoes and products,Potato,Residue,223125,NA
2021,Brazil,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",Nuts and products,Nuts and products,Nuts nes,Product,2992.68,4146
2002,Togo,"Cashew nuts, in shell",Firewood,Nuts and products,Nuts nes,Residue,364.6047619047618,NA
2013,Bolivia,Apples,Firewood,Apples and products,Apple,Residue,613.5886037230171,NA
1983,Chad,Yams,Yams,Yams,"Roots, other",Product,195000,23000
2006,Dominican Republic,Maize (corn),Straw,Maize and products,Maize,Residue,58174.07199999999,NA
1969,Mauritania,Dates,Dates,Dates,Dates,Product,12500,4200
1990,"China, Hong Kong SAR",Tomatoes,Tomatoes and products,Tomatoes and products,Tomato,Product,100,10
2011,Finland,"Pumpkins, squash and gourds",Other crop residues,"Vegetables, Other","Squash, pumpkin",Residue,171.62727272727273,NA
2009,Thailand,Tea leaves,Firewood,Tea (including mate),Tea,Residue,45921.52173913038,NA
2015,Lebanon,Oats,Oats,Oats,Oats,Product,149.46,136
2005,Guatemala,Oranges,Firewood,"Oranges, Mandarines",Orange,Residue,32173.09430400001,NA
1964,Haiti,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh","Roots, Other","Roots, Other","Roots, other",Product,15000,11000
2019,Yemen,"Other fruits, n.e.c.","Fruits, Other","Fruits, Other",Fruits,Product,64967,14358
2006,Cyprus,Unmanufactured tobacco,Tobacco,Tobacco,Tobacco,Product,350,78
2008,Zimbabwe,"Chestnuts, in shell",Firewood,Nuts and products,Chestnut,Residue,107.90715714285712,NA
1991,Timor-Leste,"Other stimulant, spice and aromatic crops, n.e.c.",Other crop residues,"Spices, Other","Spices, Other",Residue,549.9585000000001,NA
2018,Sweden,Mixed Grasses and Legumes,Other crop residues,Fodder mix,Cereal-legume mixture,Residue,0,NA
2020,Togo,"Chick peas, dry",Straw,"Pulses, Other and products",Chickpea,Residue,923.42844,NA
2003,Guyana,"Other citrus fruit, n.e.c.",Firewood,"Citrus, Other",Citrus,Residue,277.70886081786904,NA
2010,Moldova,Sorghum,Straw,Sorghum and products,Sorghum,Residue,392.34244318181817,NA
2004,Ivory Coast,"Almonds, in shell",Nuts and products,Nuts and products,Almonds,Product,700,1250
1962,Uruguay,Barley,Barley and products,Barley and products,Barley,Product,35053,40180
2019,India,"Peas, dry",Peas,Peas,Pea,Product,811810,606720
1998,Romania,Cucumbers and gherkins,"Vegetables, Other","Vegetables, Other",Cucumber,Product,104692,8434
2017,RoW,Sugar cane,Sugar cane,Sugar cane,Sugarcane,Product,6116142.38,66144
2011,Ethiopia,"Other fibre crops, raw, n.e.c.",Other crop residues,"Hard Fibres, Other","Fibres, other",Residue,19059.405969155843,NA
2013,Jamaica,Coconuts,Firewood,Coconuts,Coconut,Residue,31568.48484848484,NA
2020,Nigeria,Sesame seed,Sesame seed,Sesame seed,"Oilcrops, other",Product,440000,508181
1993,Madagascar,Wheat,Straw,Wheat and products,Wheat,Residue,23018.044306618263,NA
2006,Slovakia,Green corn (maize),Other crop residues,"Vegetables, Other","Vegetables, other",Residue,4280.579630649445,NA
2021,Senegal,Other pulses n.e.c.,Straw,"Pulses, Other and products",Pulses nes,Residue,58.43775290055984,NA
1968,Burundi,Yams,Yams,Yams,"Roots, other",Product,5700,1000
2010,Colombia,Cauliflowers and broccoli,Other crop residues,"Vegetables, Other",Cauliflower,Residue,8414.052,NA
1981,Australia,"Broad beans and horse beans, dry",Straw,"Pulses, Other and products",Fava bean,Residue,10582.017024651552,NA
2011,Colombia,Plantains and cooking bananas,Plantains,Plantains,"Bananas, platains",Product,2957039.8,371374
1998,Canada,Mustard seed,Rape and Mustardseed,Rape and Mustardseed,Mustard,Product,238600,279100
1976,Iraq,Sugar cane,Sugar cane,Sugar cane,Sugarcane,Product,128125,3000
1980,Yemen,"Coffee, green",Coffee and products,Coffee and products,Coffee,Product,4390,8308
1974,Argentina,Potatoes,Potatoes and products,Potatoes and products,Potato,Product,2172600,126620
2013,France,Sunflower seed,Other crop residues,Sunflower seed,Sunflower seed,Residue,1815319.8606833336,NA
2001,Indonesia,"Mangoes, guavas and mangosteens",Firewood,"Fruits, Other",Fruits,Residue,440551.1675215132,NA
2007,Jamaica,Avocados,Firewood,"Fruits, Other",Avocado,Residue,953.6147605633804,NA
2012,"China, mainland",Green garlic,Other crop residues,"Vegetables, Other",Garlic,Residue,1474360.0000000002,NA
1980,Papua New Guinea,Sugar cane,Other crop residues,Sugar cane,Sugarcane,Residue,4249.028571428574,NA
2020,South Africa,Rape or colza seed,Rape and Mustardseed,Rape and Mustardseed,Rape,Product,165200,74120
1994,Denmark,"Forage and silage, green oilseeds",Other crop residues,Fodder vegetables and roots,"Fodder, other",Residue,0,NA
2009,Lithuania,"Other oil seeds, n.e.c.","Oilcrops, Other","Oilcrops, Other","Oilcrops, other",Product,2000,1900
2013,Romania,Pears,"Fruits, Other","Fruits, Other",Pear,Product,66849,3907
1984,United Arab Emirates,Wheat,Straw,Wheat and products,Wheat,Residue,2654.852984865198,NA
2000,Kenya,Papayas,Firewood,"Fruits, Other",Papaya,Residue,576.4545454545456,NA
2004,Congo,Rice,Rice and products,Rice and products,Rice,Product,1242,1800
1982,Ethiopia,Barley,Straw,Barley and products,Barley,Residue,2420048.42937712,NA
2018,Malawi,"Chick peas, dry","Pulses, Other and products","Pulses, Other and products",Chickpea,Product,1786,2166
1980,Dominican Republic,Green garlic,Other crop residues,"Vegetables, Other",Garlic,Residue,349.9328000000001,NA
1986,Germany,Barley,Barley and products,Barley and products,Barley,Product,13670473,2842759
2000,Bulgaria,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","Vegetables, Other","Vegetables, Other",Pepper,Product,182048,19649
1988,Nicaragua,Oranges,"Oranges, Mandarines","Oranges, Mandarines",Orange,Product,64000,13600
1975,Iran,Potatoes,Potatoes and products,Potatoes and products,Potato,Product,550000,55000
2006,Sri Lanka,"Cloves (whole stems), raw",Cloves,Cloves,"Spices, Other",Product,3140,7740
2007,New Zealand,Pomelos and grapefruits,Firewood,Grapefruit and products,Grapefruit,Residue,151.8720332597721,NA
1991,Mauritius,"Onions and shallots, dry (excluding dehydrated)",Onions,Onions,Onion,Product,2960,215
1968,Myanmar,Mustard seed,Rape and Mustardseed,Rape and Mustardseed,Mustard,Product,2002,5006
1999,Mali,"Pumpkins, squash and gourds",Other crop residues,"Vegetables, Other","Squash, pumpkin",Residue,5705.223203454545,NA
1990,Peru,"Brazil nuts, in shell",Nuts and products,Nuts and products,Nuts nes,Product,1639,3000
2018,Romania,"Forage and silage, grasses nes",Other crop residues,Fodder cereal and grasses,Other true grasses for fodder,Residue,0,NA
1991,Belgium-Luxembourg,Linum,Linum,Linum,"Fibres, other",Product,17899,9675
1986,Uganda,"Other vegetables, fresh n.e.c.","Vegetables, Other","Vegetables, Other","Vegetables, other",Product,325000,55000
2014,Greece,Olives,Firewood,Olives (including preserved),Olive,Residue,1963893.5437245793,NA
2007,Trinidad and Tobago,"Other vegetables, fresh n.e.c.","Vegetables, Other","Vegetables, Other","Vegetables, other",Product,2700,440
2011,Antigua and Barbuda,"Mangoes, guavas and mangosteens","Fruits, Other","Fruits, Other",Fruits,Product,1500,270
2007,Tanzania,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Other crop residues,Pimento,"Chili pepper and peppers, dry",Residue,2293.0471917149994,NA
1996,Slovakia,Soya beans,Other crop residues,Soyabeans,Soyabeans,Residue,2631.2238261562507,NA
1966,Spain,Apricots,"Fruits, Other","Fruits, Other",Apricot,Product,157800,15500
1990,New Zealand,Green garlic,Other crop residues,"Vegetables, Other",Garlic,Residue,56.23799999999999,NA
1991,New Zealand,"Lentils, dry",Straw,"Pulses, Other and products",Lentils,Residue,8345.740006240001,NA
2017,Honduras,Cucumbers and gherkins,"Vegetables, Other","Vegetables, Other",Cucumber,Product,35827.1,689
2016,Kazakhstan,Green corn (maize),Other crop residues,"Vegetables, Other","Vegetables, other",Residue,507.0362279536515,NA
2019,Barbados,Forage products,Other crop residues,Fodder vegetables and roots,"Fodder, other",Residue,0,NA
1966,Mauritius,Coconuts,Firewood,Coconuts,Coconut,Residue,7302.272727272726,NA
2021,Antigua and Barbuda,Carrots and turnips,Other crop residues,"Vegetables, Other",Carrot,Residue,5.457347958938054,NA
1966,Panama,Potatoes,Other crop residues,Potatoes and products,Potato,Residue,4984.16625,NA
2020,Ethiopia,"Mangoes, guavas and mangosteens",Firewood,"Fruits, Other",Fruits,Residue,44080.86783999213,NA
2017,Colombia,"Pumpkins, squash and gourds","Vegetables, Other","Vegetables, Other","Squash, pumpkin",Product,128378,9975
1972,Germany,"Peas, dry",Straw,Peas,Pea,Residue,50864.81420921629,NA
1999,Hungary,"Other vegetables, fresh n.e.c.",Other crop residues,"Vegetables, Other","Vegetables, other",Residue,138885.43700813476,NA
2010,Philippines,"Other vegetables, fresh n.e.c.","Vegetables, Other","Vegetables, Other","Vegetables, other",Product,4615804.35,555890
1970,Turkey,"Other fruits, n.e.c.",Firewood,"Fruits, Other",Fruits,Residue,9858.998212103208,NA
1980,Pakistan,"Walnuts, in shell",Firewood,Nuts and products,Walnut,Residue,21465.756,NA
1973,Zimbabwe,Rice,Rice and products,Rice and products,Rice,Product,800,1200
1994,French Polynesia,Cucumbers and gherkins,"Vegetables, Other","Vegetables, Other",Cucumber,Product,581,55
1961,Jordan,Oranges,"Oranges, Mandarines","Oranges, Mandarines",Orange,Product,12000,1600
1971,Yugoslav SFR,"Tangerines, mandarins, clementines",Firewood,"Oranges, Mandarines",Mandarin,Residue,6.691355941282007,NA
1973,Malaysia,"Other citrus fruit, n.e.c.","Citrus, Other","Citrus, Other",Citrus,Product,4200,1400
1995,Poland,"Pumpkins, squash and gourds",Other crop residues,"Vegetables, Other","Squash, pumpkin",Residue,2764.431818181818,NA
1994,RoW,Vetches,"Pulses, Other and products","Pulses, Other and products",Vetch,Product,29997,43451
1985,Saint Kitts and Nevis,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Other crop residues,"Roots, Other","Roots, other",Residue,511.6993968750001,NA
1982,RoW,"Jute, raw or retted",Other crop residues,Jute,"Fibres, other",Residue,96.70930909090907,NA
1998,Belize,"Groundnuts, excluding shelled",Other crop residues,Groundnuts,"Groundnuts, with shell",Residue,186.20784,NA
1975,Congo,Cocoa beans,Firewood,Cocoa Beans and products,Cocoa beans,Residue,4823.942933333333,NA
1970,India,Areca nuts,Nuts and products,Nuts and products,Nuts nes,Product,137700,160700
2002,Dominican Republic,Cantaloupes and other melons,Other crop residues,"Vegetables, Other",Melon,Residue,18546.641519999997,NA
1963,Lao,"Ramie, raw or retted","Soft-Fibres, Other","Soft-Fibres, Other","Fibres, other",Product,300,300
1962,Chile,Artichokes,"Vegetables, Other","Vegetables, Other",Artichoke,Product,24000,3400
2004,Kyrgyzstan,Other pulses n.e.c.,Straw,"Pulses, Other and products",Pulses nes,Residue,468.61335923428334,NA
1988,"China, mainland","Other stimulant, spice and aromatic crops, n.e.c.","Spices, Other","Spices, Other","Spices, Other",Product,42000,18000
2017,Uruguay,Lemons and limes,Firewood,"Lemons, Limes and products",Lemon,Residue,6110.105478109688,NA
1998,Mexico,Olives,Olives (including preserved),Olives (including preserved),Olive,Product,24072,6072
1999,New Zealand,"Tangerines, mandarins, clementines",Firewood,"Oranges, Mandarines",Mandarin,Residue,948.1859255583124,NA
1961,Greece,"Other stimulant, spice and aromatic crops, n.e.c.",Other crop residues,"Spices, Other","Spices, Other",Residue,3117.624999999999,NA
