Element,Item,Year,value_fm
Import,"Beans, dry",1924,1600
Import,"Beans, dry",1925,5500
Import,"Beans, dry",1926,6600
Import,"Beans, dry",1927,7700
Import,"Beans, dry",1928,8800
Import,"Beans, dry",1929,4200
Import,"Beans, dry",1930,1145
Import,"Beans, dry",1931,2048.2999999999997
Import,"Beans, dry",1932,4730.1
Import,"Beans, dry",1933,7140
Import,"Beans, dry",1934,6370
Import,"Beans, dry",1935,1940
Import,"Beans, dry",1936,9600.199999999999
Import,"Beans, dry",1937,7200.4000000000005
Import,"Beans, dry",1938,4800.6
Import,"Beans, dry",1939,3030
Import,"Beans, dry",1940,20
Import,"Beans, dry",1941,10160
Import,"Beans, dry",1942,35150
Import,"Beans, dry",1943,29690
Import,"Beans, dry",1944,38160
Import,"Beans, dry",1945,17950
Import,"Beans, dry",1946,23200
Import,"Beans, dry",1947,16100.000000000002
Import,"Beans, dry",1948,8300
Import,"Beans, dry",1949,4700
Import,"Beans, dry",1950,34500
Import,"Beans, dry",1951,1400
Import,"Beans, dry",1952,1900
Import,"Beans, dry",1953,200
Import,"Beans, dry",1959,1
Import,"Beans, dry",1960,9
Import,Beer of barley,1860,82.55
Import,Beer of barley,1861,97.04
Import,Beer of barley,1862,111.53
Import,Beer of barley,1863,126.02
Import,Beer of barley,1864,140.51
Import,Beer of barley,1865,155
Import,Beer of barley,1866,179.2
Import,Beer of barley,1867,203.4
Import,Beer of barley,1868,227.6
Import,Beer of barley,1869,251.8
Import,Beer of barley,1870,276
Import,Beer of barley,1871,303
Import,Beer of barley,1872,330
Import,Beer of barley,1873,357
Import,Beer of barley,1874,384
Import,Beer of barley,1875,411
Import,Beer of barley,1876,438
Import,Beer of barley,1877,465
Import,Beer of barley,1878,492
Import,Beer of barley,1879,519
Import,Beer of barley,1880,546
Import,Beer of barley,1881,573
Import,Beer of barley,1882,600
Import,Beer of barley,1883,671.125
Import,Beer of barley,1884,742.25
Import,Beer of barley,1885,813.375
Import,Beer of barley,1886,884.5
Import,Beer of barley,1887,955.625
Import,Beer of barley,1888,1026.75
Import,Beer of barley,1889,1097.875
Import,Beer of barley,1890,1169
Import,Beer of barley,1891,1037
Import,Beer of barley,1892,905
Import,Beer of barley,1893,773
Import,Beer of barley,1894,641
Import,Beer of barley,1895,621.6666666666671
Import,Beer of barley,1896,602.333333333333
Import,Beer of barley,1897,583
Import,Beer of barley,1898,547.333333333333
Import,Beer of barley,1899,511.666666666667
Import,Beer of barley,1900,476
Import,Beer of barley,1901,454.6
Import,Beer of barley,1902,433.2
Import,Beer of barley,1903,411.8
Import,Beer of barley,1904,390.40000000000003
Import,Beer of barley,1905,369
Import,Beer of barley,1906,353.4
Import,Beer of barley,1907,337.8
Import,Beer of barley,1908,322.2
Import,Beer of barley,1909,306.59999999999997
Import,Beer of barley,1910,291
Import,Beer of barley,1911,245.5
Import,Beer of barley,1912,200
Import,Beer of barley,1913,154.5
Import,Beer of barley,1914,109
Import,Beer of barley,1915,63.5
Import,Beer of barley,1916,18
Import,Beer of barley,1917,3
Import,Beer of barley,1918,2
Import,Beer of barley,1919,5
Import,Beer of barley,1920,97
Import,Beer of barley,1921,75.3333333333333
Import,Beer of barley,1922,53.6666666666667
Import,Beer of barley,1923,32
Import,Beer of barley,1924,28
Import,Beer of barley,1925,30
Import,Beer of barley,1926,49
Import,Beer of barley,1927,68
Import,Beer of barley,1928,87
Import,Beer of barley,1929,195
Import,Beer of barley,1930,92
Import,Beer of barley,1931,64.3333333333333
Import,Beer of barley,1932,36.6666666666667
Import,Beer of barley,1933,9
Import,Beer of barley,1934,7
Import,Beer of barley,1935,14
Import,Beer of barley,1950,1
Import,Beer of barley,1951,1.2
Import,Beer of barley,1952,15.6
Import,Beer of barley,1953,30
Import,Beer of barley,1954,44.4
Import,Beer of barley,1955,58.8
Import,Beer of barley,1956,73.2
Import,Beer of barley,1957,87.6
Import,Beer of barley,1958,102
Import,Beer of barley,1959,198
Import,Beer of barley,1960,394.666666666667
Import,"Broad beans, horse beans, dry",1930,3520.6
Import,"Broad beans, horse beans, dry",1931,1872
Import,"Broad beans, horse beans, dry",1932,1082.7
Import,"Broad beans, horse beans, dry",1933,6853.7
Import,"Broad beans, horse beans, dry",1934,8685.7
Import,"Broad beans, horse beans, dry",1935,3908.1
Import,"Butter, cow milk",1922,160
Import,"Butter, cow milk",1923,170
Import,"Butter, cow milk",1924,150
Import,"Butter, cow milk",1925,130
Import,"Butter, cow milk",1926,140
Import,"Butter, cow milk",1927,150
Import,"Butter, cow milk",1928,210
Import,"Butter, cow milk",1929,180
Import,"Butter, cow milk",1930,140
Import,"Butter, cow milk",1931,50
Import,"Butter, cow milk",1932,10
Import,"Butter, cow milk",1933,7
Import,"Butter, cow milk",1934,65
Import,"Butter, cow milk",1935,36
Import,"Butter, cow milk",1936,32.2
Import,"Butter, cow milk",1937,24.400000000000002
Import,"Butter, cow milk",1938,16.6
Import,"Butter, cow milk",1939,2
Import,"Butter, cow milk",1940,1
Import,"Butter, cow milk",1941,3
Import,"Butter, cow milk",1942,8
Import,"Butter, cow milk",1943,13
Import,"Butter, cow milk",1944,9
Import,"Butter, cow milk",1945,4
Import,"Butter, cow milk",1946,3
Import,"Butter, cow milk",1947,15
Import,"Butter, cow milk",1948,12.6666666666667
Import,"Butter, cow milk",1949,10.3333333333333
Import,"Butter, cow milk",1950,8
Import,"Butter, cow milk",1951,34
Import,"Butter, cow milk",1952,86.2857142857143
Import,"Butter, cow milk",1953,138.571428571429
Import,"Butter, cow milk",1954,190.857142857143
Import,"Butter, cow milk",1955,243.142857142857
Import,"Butter, cow milk",1956,295.428571428571
Import,"Butter, cow milk",1957,347.71428571428595
Import,"Butter, cow milk",1958,400
Import,"Butter, cow milk",1959,450
Import,"Butter, cow milk",1960,4041.6666666666697
Import,"Cacao, beans",1860,5980
Import,"Cacao, beans",1861,6367.66666666667
Import,"Cacao, beans",1862,6755.33333333333
Import,"Cacao, beans",1863,7143
Import,"Cacao, beans",1864,7127.25
Import,"Cacao, beans",1865,7111.5
Import,"Cacao, beans",1866,7095.75
Import,"Cacao, beans",1867,7080
Import,"Cacao, beans",1868,6139
Import,"Cacao, beans",1869,5198
Import,"Cacao, beans",1870,4257
Import,"Cacao, beans",1871,4854.75
Import,"Cacao, beans",1872,5452.5
Import,"Cacao, beans",1873,6050.25
Import,"Cacao, beans",1874,6648
Import,"Cacao, beans",1875,6562
Import,"Cacao, beans",1876,6476
Import,"Cacao, beans",1877,6390
Import,"Cacao, beans",1878,5329
Import,"Cacao, beans",1879,6899.5
Import,"Cacao, beans",1880,8470
Import,"Cacao, beans",1881,7333.33333333333
Import,"Cacao, beans",1882,6196.66666666667
Import,"Cacao, beans",1883,5060
Import,"Cacao, beans",1884,7458
Import,"Cacao, beans",1885,6898.6
Import,"Cacao, beans",1886,6339.2
Import,"Cacao, beans",1887,5779.8
Import,"Cacao, beans",1888,5220.4
Import,"Cacao, beans",1889,4661
Import,"Cacao, beans",1890,7519
Import,"Cacao, beans",1891,7383.83333333333
Import,"Cacao, beans",1892,7248.666666666671
Import,"Cacao, beans",1893,7113.5
Import,"Cacao, beans",1894,6978.33333333333
Import,"Cacao, beans",1895,6843.166666666671
Import,"Cacao, beans",1896,6708
Import,"Cacao, beans",1897,5339
Import,"Cacao, beans",1898,5960.5
Import,"Cacao, beans",1899,6582
Import,"Cacao, beans",1900,4758
Import,"Cacao, beans",1901,5948
Import,"Cacao, beans",1902,6018
Import,"Cacao, beans",1903,5955
Import,"Cacao, beans",1904,5892
Import,"Cacao, beans",1905,6120
Import,"Cacao, beans",1906,6091
Import,"Cacao, beans",1907,6062
Import,"Cacao, beans",1908,6033
Import,"Cacao, beans",1909,5980
Import,"Cacao, beans",1910,5510
Import,"Cacao, beans",1911,6380
Import,"Cacao, beans",1912,5240
Import,"Cacao, beans",1913,6160
Import,"Cacao, beans",1914,6910
Import,"Cacao, beans",1915,6710
Import,"Cacao, beans",1916,7440
Import,"Cacao, beans",1917,8039.999999999999
Import,"Cacao, beans",1918,9040
Import,"Cacao, beans",1919,8170
Import,"Cacao, beans",1920,8520
Import,"Cacao, beans",1921,7950
Import,"Cacao, beans",1922,2400
Import,"Cacao, beans",1923,16260.000000000002
Import,"Cacao, beans",1924,13500
Import,"Cacao, beans",1925,9630
Import,"Cacao, beans",1926,8090
Import,"Cacao, beans",1927,9290
Import,"Cacao, beans",1928,11840
Import,"Cacao, beans",1929,9440
Import,"Cacao, beans",1930,8150
Import,"Cacao, beans",1931,9970
Import,"Cacao, beans",1932,9120
Import,"Cacao, beans",1933,9770
Import,"Cacao, beans",1934,11530
Import,"Cacao, beans",1935,10380
Import,"Cacao, beans",1936,2912
Import,"Cacao, beans",1937,4934
Import,"Cacao, beans",1938,6956
Import,"Cacao, beans",1939,8978
Import,"Cacao, beans",1940,15770
Import,"Cacao, beans",1941,11290
Import,"Cacao, beans",1942,13950
Import,"Cacao, beans",1943,12840
Import,"Cacao, beans",1944,12980
Import,"Cacao, beans",1945,14710
Import,"Cacao, beans",1946,13400
Import,"Cacao, beans",1947,11800
Import,"Cacao, beans",1948,12100
Import,"Cacao, beans",1949,11800
Import,"Cacao, beans",1950,11500
Import,"Cacao, beans",1951,8500
Import,"Cacao, beans",1952,13700
Import,"Cacao, beans",1953,10500
Import,"Cacao, beans",1954,16200
Import,"Cacao, beans",1955,15100
Import,"Cacao, beans",1956,15400
Import,"Cacao, beans",1957,21500
Import,"Cacao, beans",1958,20300
Import,"Cacao, beans",1959,20200
Import,"Cacao, beans",1960,8560
Import,Canned meat,1956,200
Import,Canned meat,1957,400
Import,Canned meat,1958,200
Import,Canned meat,1959,200
Import,Castor beans seed,1929,2000
Import,Castor beans seed,1930,2900
Import,Castor beans seed,1931,2500
Import,Castor beans seed,1932,2800
Import,Castor beans seed,1933,2990
Import,Castor beans seed,1934,3480
Import,Castor beans seed,1935,2790
Import,Castor beans seed,1939,210
Import,Castor beans seed,1940,1170
Import,Castor beans seed,1941,1720
Import,Castor beans seed,1942,1480
Import,Castor beans seed,1943,2270
Import,Castor beans seed,1944,1700
Import,Castor beans seed,1945,4019.9999999999995
Import,Castor beans seed,1946,1100
Import,Castor beans seed,1947,300
Import,Castor beans seed,1948,700
Import,Castor beans seed,1949,500
Import,Castor beans seed,1950,300
Import,Castor beans seed,1951,100
Import,Castor beans seed,1952,500
Import,Castor beans seed,1953,900
Import,Castor beans seed,1954,300
Import,Castor beans seed,1956,700
Import,Castor beans seed,1957,2000
Import,Castor beans seed,1958,800
Import,Castor beans seed,1959,1700
Import,"Cereal preparations, nes",1957,1200
Import,"Cereal preparations, nes",1958,700
Import,Cereals nes,1860,193.04
Import,Cereals nes,1861,398.970666666667
Import,Cereals nes,1862,604.901333333333
Import,Cereals nes,1863,810.832
Import,Cereals nes,1864,1016.76266666667
Import,Cereals nes,1865,1222.69333333333
Import,Cereals nes,1866,1428.6239999999998
Import,Cereals nes,1867,1634.5546666666698
Import,Cereals nes,1868,1840.48533333333
Import,Cereals nes,1869,2046.4159999999997
Import,Cereals nes,1870,2252.34666666667
Import,Cereals nes,1871,2458.2773333333303
Import,Cereals nes,1872,2664.208
Import,Cereals nes,1873,2870.1386666666704
Import,Cereals nes,1874,3076.06933333333
Import,Cereals nes,1875,3282
Import,Cereals nes,1876,16922.7142857143
Import,Cereals nes,1877,30563.428571428598
Import,Cereals nes,1878,44204.1428571429
Import,Cereals nes,1879,57844.8571428571
Import,Cereals nes,1880,71485.5714285714
Import,Cereals nes,1881,85126.2857142857
Import,Cereals nes,1882,98767
Import,Cereals nes,1883,111977.5
Import,Cereals nes,1884,125188
Import,Cereals nes,1885,138398.5
Import,Cereals nes,1886,151609
Import,Cereals nes,1887,145406
Import,Cereals nes,1888,139203
Import,Cereals nes,1889,133000
Import,Cereals nes,1890,126797
Import,Cereals nes,1891,107572.75
Import,Cereals nes,1892,88348.5
Import,Cereals nes,1893,69124.25
Import,Cereals nes,1894,49900
Import,Cereals nes,1895,92651.6666666667
Import,Cereals nes,1896,135403.333333333
Import,Cereals nes,1897,178155
Import,Cereals nes,1898,2735
Import,Cereals nes,1899,3867.5
Import,Cereals nes,1900,5000
Import,Cereals nes,1901,5000
Import,Cereals nes,1902,5000
Import,Cereals nes,1903,5000
Import,Cereals nes,1904,5000
Import,Cereals nes,1905,5000
Import,Cereals nes,1906,4766.666666666671
Import,Cereals nes,1907,4533.333333333329
Import,Cereals nes,1908,4300
Import,Cereals nes,1909,8364.5
Import,Cereals nes,1910,12429
Import,Cereals nes,1911,10120
Import,Cereals nes,1912,7811
Import,Cereals nes,1913,5502
Import,Cereals nes,1914,3193
Import,Cereals nes,1915,884
Import,Cereals nes,1916,83
Import,Cereals nes,1917,1601
Import,Cereals nes,1918,13
Import,Cereals nes,1919,1858
Import,Cereals nes,1920,645
Import,Cereals nes,1921,2763.3333333333303
Import,Cereals nes,1922,4881.666666666671
Import,Cereals nes,1923,7000
Import,Cereals nes,1924,550
Import,Cereals nes,1925,1300
Import,Cereals nes,1926,1033.33333333333
Import,Cereals nes,1927,766.6666666666661
Import,Cereals nes,1928,500
Import,Cereals nes,1929,1000
Import,Cereals nes,1930,600
Import,Cereals nes,1931,406.666666666667
Import,Cereals nes,1932,213.33333333333297
Import,Cereals nes,1933,20
Import,Cereals nes,1934,42
Import,Cereals nes,1935,50
Import,Cereals nes,1936,1340
Import,Cereals nes,1937,2630
Import,Cereals nes,1938,3920
Import,Cereals nes,1939,5210
Import,Cereals nes,1940,6500
Import,Cereals nes,1941,4800
Import,Cereals nes,1942,4340
Import,Cereals nes,1943,3880
Import,Cereals nes,1944,3420
Import,Cereals nes,1945,2960
Import,Cereals nes,1946,2500
Import,Cereals nes,1947,1500
Import,Cereals nes,1948,20000
Import,Cereals nes,1949,38500
Import,Cereals nes,1950,57000
Import,Cereals nes,1951,7000
Import,Cereals nes,1952,5000
Import,Cereals nes,1953,3000
Import,Cereals nes,1954,1000
Import,Cereals nes,1955,9
Import,Cereals nes,1956,3539.33333333333
Import,Cereals nes,1957,7069.66666666667
Import,Cereals nes,1958,10600
Import,Cereals nes,1959,21000
Import,Cereals nes,1960,15140.333333333301
Import,"Cheese, processed",1860,508
Import,"Cheese, processed",1861,438.66666666666697
Import,"Cheese, processed",1862,369.33333333333303
Import,"Cheese, processed",1863,300
Import,"Cheese, processed",1864,328.142857142857
Import,"Cheese, processed",1865,356.285714285714
Import,"Cheese, processed",1866,384.428571428571
Import,"Cheese, processed",1867,412.57142857142895
Import,"Cheese, processed",1868,440.714285714286
Import,"Cheese, processed",1869,468.857142857143
Import,"Cheese, processed",1870,497
Import,"Cheese, processed",1871,538.75
Import,"Cheese, processed",1872,580.5
Import,"Cheese, processed",1873,622.25
Import,"Cheese, processed",1874,664
Import,"Cheese, processed",1875,667.333333333333
Import,"Cheese, processed",1876,670.666666666667
Import,"Cheese, processed",1877,674
Import,"Cheese, processed",1878,693.666666666667
Import,"Cheese, processed",1879,713.333333333333
Import,"Cheese, processed",1880,733
Import,"Cheese, processed",1881,856.5
Import,"Cheese, processed",1882,980
Import,"Cheese, processed",1883,1030
Import,"Cheese, processed",1884,1060
Import,"Cheese, processed",1885,1131
Import,"Cheese, processed",1886,1202
Import,"Cheese, processed",1887,1234.25
Import,"Cheese, processed",1888,1266.5
Import,"Cheese, processed",1889,1298.75
Import,"Cheese, processed",1890,1331
Import,"Cheese, processed",1891,1345.25
Import,"Cheese, processed",1892,1359.5
Import,"Cheese, processed",1893,1373.75
Import,"Cheese, processed",1894,1388
Import,"Cheese, processed",1895,1120.33333333333
Import,"Cheese, processed",1896,852.6666666666661
Import,"Cheese, processed",1897,585
Import,"Cheese, processed",1898,962.333333333333
Import,"Cheese, processed",1899,1339.66666666667
Import,"Cheese, processed",1900,1717
Import,"Cheese, processed",1901,1528.6
Import,"Cheese, processed",1902,1340.2
Import,"Cheese, processed",1903,1151.8
Import,"Cheese, processed",1904,963.4000000000001
Import,"Cheese, processed",1905,775
Import,"Cheese, processed",1906,920
Import,"Cheese, processed",1907,1065
Import,"Cheese, processed",1908,1210
Import,"Cheese, processed",1909,1355
Import,"Cheese, processed",1910,1500
Import,"Cheese, processed",1911,1754
Import,"Cheese, processed",1912,2008
Import,"Cheese, processed",1913,1706
Import,"Cheese, processed",1914,1404
Import,"Cheese, processed",1915,1102
Import,"Cheese, processed",1916,800
Import,"Cheese, processed",1917,185
Import,"Cheese, processed",1918,106
Import,"Cheese, processed",1919,250
Import,"Cheese, processed",1920,1680
Import,"Cheese, processed",1921,2022.66666666667
Import,"Cheese, processed",1922,1910
Import,"Cheese, processed",1923,2700
Import,"Cheese, processed",1924,2990
Import,"Cheese, processed",1925,2400
Import,"Cheese, processed",1926,3180
Import,"Cheese, processed",1927,3430
Import,"Cheese, processed",1928,3930
Import,"Cheese, processed",1929,3160
Import,"Cheese, processed",1930,2640
Import,"Cheese, processed",1931,1750
Import,"Cheese, processed",1932,1120
Import,"Cheese, processed",1933,1129
Import,"Cheese, processed",1934,1126
Import,"Cheese, processed",1935,1145
Import,"Cheese, processed",1936,995.1999999999999
Import,"Cheese, processed",1937,846.4000000000001
Import,"Cheese, processed",1938,697.6
Import,"Cheese, processed",1939,548.8
Import,"Cheese, processed",1940,400
Import,"Cheese, processed",1941,800
Import,"Cheese, processed",1942,860
Import,"Cheese, processed",1943,920
Import,"Cheese, processed",1944,980
Import,"Cheese, processed",1945,1040
Import,"Cheese, processed",1946,1100
Import,"Cheese, processed",1947,1300
Import,"Cheese, processed",1948,868.6666666666671
Import,"Cheese, processed",1949,437.33333333333303
Import,"Cheese, processed",1950,100
Import,"Cheese, processed",1951,200
Import,"Cheese, processed",1952,500
Import,"Cheese, processed",1953,400
Import,"Cheese, processed",1954,800
Import,"Cheese, processed",1955,700
Import,"Cheese, processed",1956,2100
Import,"Cheese, processed",1957,700
Import,"Cheese, processed",1958,400
Import,"Cheese, processed",1959,700
Import,"Cheese, processed",1960,1302
Import,Chestnut,1930,68.4
Import,Chestnut,1931,2.3
Import,Chestnut,1932,1.3
Import,Chestnut,1933,1.9
Import,Chestnut,1934,2.9
Import,Chestnut,1935,4.6
Import,Chick peas,1930,28890.1
Import,Chick peas,1931,13510.300000000001
Import,Chick peas,1932,25552.399999999998
Import,Chick peas,1933,19505.3
Import,Chick peas,1934,23214.8
Import,Chick peas,1935,20843.800000000003
Import,"Coffee, green",1860,966
Import,"Coffee, green",1861,1350.66666666667
Import,"Coffee, green",1862,1735.33333333333
Import,"Coffee, green",1863,2120
Import,"Coffee, green",1864,1973.5
Import,"Coffee, green",1865,1827
Import,"Coffee, green",1866,2182
Import,"Coffee, green",1867,2537
Import,"Coffee, green",1868,2549.66666666667
Import,"Coffee, green",1869,2562.33333333333
Import,"Coffee, green",1870,2575
Import,"Coffee, green",1871,2728.5
Import,"Coffee, green",1872,2882
Import,"Coffee, green",1873,3035.5
Import,"Coffee, green",1874,3189
Import,"Coffee, green",1875,2887
Import,"Coffee, green",1876,2585
Import,"Coffee, green",1877,2283
Import,"Coffee, green",1878,2558
Import,"Coffee, green",1879,2833
Import,"Coffee, green",1880,3108
Import,"Coffee, green",1881,3422.33333333333
Import,"Coffee, green",1882,3736.6666666666697
Import,"Coffee, green",1883,4051
Import,"Coffee, green",1884,5222
Import,"Coffee, green",1885,5041.5
Import,"Coffee, green",1886,4861
Import,"Coffee, green",1887,4857.666666666671
Import,"Coffee, green",1888,4854.33333333333
Import,"Coffee, green",1889,4851
Import,"Coffee, green",1890,5546
Import,"Coffee, green",1891,5679.83333333333
Import,"Coffee, green",1892,5813.66666666667
Import,"Coffee, green",1893,5947.5
Import,"Coffee, green",1894,6081.333333333329
Import,"Coffee, green",1895,6215.166666666671
Import,"Coffee, green",1896,6349
Import,"Coffee, green",1897,5504
Import,"Coffee, green",1898,7149
Import,"Coffee, green",1899,8794
Import,"Coffee, green",1900,6095
Import,"Coffee, green",1901,10430
Import,"Coffee, green",1902,9262
Import,"Coffee, green",1903,9900
Import,"Coffee, green",1904,9970
Import,"Coffee, green",1905,10920
Import,"Coffee, green",1906,12930
Import,"Coffee, green",1907,11200
Import,"Coffee, green",1908,12410
Import,"Coffee, green",1909,12270
Import,"Coffee, green",1910,12830
Import,"Coffee, green",1911,12850
Import,"Coffee, green",1912,13370
Import,"Coffee, green",1913,15120
Import,"Coffee, green",1914,13730
Import,"Coffee, green",1915,15974.9
Import,"Coffee, green",1916,16420
Import,"Coffee, green",1917,18240
Import,"Coffee, green",1918,16370.000000000002
Import,"Coffee, green",1919,19220
Import,"Coffee, green",1920,12000
Import,"Coffee, green",1921,2180
Import,"Coffee, green",1922,18700
Import,"Coffee, green",1923,24390
Import,"Coffee, green",1924,22460
Import,"Coffee, green",1925,19430
Import,"Coffee, green",1926,20260
Import,"Coffee, green",1927,23990
Import,"Coffee, green",1928,21540
Import,"Coffee, green",1929,23880
Import,"Coffee, green",1930,26450
Import,"Coffee, green",1931,22160
Import,"Coffee, green",1932,22010
Import,"Coffee, green",1933,24410
Import,"Coffee, green",1934,24970
Import,"Coffee, green",1935,23850
Import,"Coffee, green",1936,19620
Import,"Coffee, green",1937,16239.999999999998
Import,"Coffee, green",1938,12860
Import,"Coffee, green",1939,1170
Import,"Coffee, green",1940,6110
Import,"Coffee, green",1941,8020
Import,"Coffee, green",1942,14060
Import,"Coffee, green",1943,12970
Import,"Coffee, green",1944,17410
Import,"Coffee, green",1945,10660
Import,"Coffee, green",1946,10500
Import,"Coffee, green",1947,12200
Import,"Coffee, green",1948,18000
Import,"Coffee, green",1949,7300
Import,"Coffee, green",1950,7200
Import,"Coffee, green",1951,5200
Import,"Coffee, green",1952,4100
Import,"Coffee, green",1953,4900
Import,"Coffee, green",1954,6500
Import,"Coffee, green",1955,9100
Import,"Coffee, green",1956,12600
Import,"Coffee, green",1957,12300
Import,"Coffee, green",1958,12500
Import,"Coffee, green",1959,17900
Import,"Coffee, green",1960,16111.999999999998
Import,Copra,1929,60400
Import,Copra,1930,52500
Import,Copra,1931,55000
Import,Copra,1932,54600
Import,Copra,1933,54020
Import,Copra,1934,41130
Import,Copra,1935,42570
Import,Copra,1939,8080
Import,Copra,1940,7410
Import,Copra,1941,5740
Import,Copra,1942,23310
Import,Copra,1943,10750
Import,Copra,1944,4390
Import,Copra,1945,11530
Import,Copra,1946,12700
Import,Copra,1947,8700
Import,Copra,1948,10500
Import,Copra,1949,5800
Import,Copra,1951,1000
Import,Copra,1953,4400
Import,Copra,1954,7000
Import,Copra,1955,9600
Import,Copra,1956,14800
Import,Copra,1957,8200
Import,Copra,1958,4700
Import,Copra,1959,5600
Import,Cotton lint,1860,23930
Import,Cotton lint,1861,26570
Import,Cotton lint,1862,12714
Import,Cotton lint,1863,16556
Import,Cotton lint,1864,13814
Import,Cotton lint,1865,14570
Import,Cotton lint,1866,19008
Import,Cotton lint,1867,20518
Import,Cotton lint,1868,22417
Import,Cotton lint,1869,19630
Import,Cotton lint,1870,26804
Import,Cotton lint,1871,35089
Import,Cotton lint,1872,28060
Import,Cotton lint,1873,27221
Import,Cotton lint,1874,37830
Import,Cotton lint,1875,33802
Import,Cotton lint,1876,39178
Import,Cotton lint,1877,33963
Import,Cotton lint,1878,37951
Import,Cotton lint,1879,36746
Import,Cotton lint,1880,44778
Import,Cotton lint,1881,45085
Import,Cotton lint,1882,46385
Import,Cotton lint,1883,54297
Import,Cotton lint,1884,52622
Import,Cotton lint,1885,48303
Import,Cotton lint,1886,45842
Import,Cotton lint,1887,46277
Import,Cotton lint,1888,42402
Import,Cotton lint,1889,63691
Import,Cotton lint,1890,49838
Import,Cotton lint,1891,60730
Import,Cotton lint,1892,61453
Import,Cotton lint,1893,58520
Import,Cotton lint,1894,68192
Import,Cotton lint,1895,71426
Import,Cotton lint,1896,59311
Import,Cotton lint,1897,75960
Import,Cotton lint,1898,65376.00000000001
Import,Cotton lint,1899,86461
Import,Cotton lint,1900,66200
Import,Cotton lint,1901,78264
Import,Cotton lint,1902,85208
Import,Cotton lint,1903,79930
Import,Cotton lint,1904,70490
Import,Cotton lint,1905,76370
Import,Cotton lint,1906,87030
Import,Cotton lint,1907,91560
Import,Cotton lint,1908,94910
Import,Cotton lint,1909,70570
Import,Cotton lint,1910,72600
Import,Cotton lint,1911,90410
Import,Cotton lint,1912,92860
Import,Cotton lint,1913,88240
Import,Cotton lint,1914,84270
Import,Cotton lint,1915,143060
Import,Cotton lint,1916,102120
Import,Cotton lint,1917,96870
Import,Cotton lint,1918,60030
Import,Cotton lint,1919,73030
Import,Cotton lint,1920,81230
Import,Cotton lint,1921,82442
Import,Cotton lint,1922,82810
Import,Cotton lint,1923,83440
Import,Cotton lint,1924,80170
Import,Cotton lint,1925,86670
Import,Cotton lint,1926,83920
Import,Cotton lint,1927,97570
Import,Cotton lint,1928,75780
Import,Cotton lint,1929,78790
Import,Cotton lint,1930,99690
Import,Cotton lint,1931,96340
Import,Cotton lint,1932,106770
Import,Cotton lint,1933,98440
Import,Cotton lint,1934,103720
Import,Cotton lint,1935,101390
Import,Cotton lint,1936,95963.2
Import,Cotton lint,1937,90532.4
Import,Cotton lint,1938,85101.6
Import,Cotton lint,1939,79670.8
Import,Cotton lint,1940,74240
Import,Cotton lint,1941,52277
Import,Cotton lint,1942,65965
Import,Cotton lint,1943,88143
Import,Cotton lint,1944,83816
Import,Cotton lint,1945,115463
Import,Cotton lint,1946,70100
Import,Cotton lint,1947,57200
Import,Cotton lint,1948,65200
Import,Cotton lint,1949,72900
Import,Cotton lint,1950,54600
Import,Cotton lint,1951,49900
Import,Cotton lint,1952,85600
Import,Cotton lint,1953,68400
Import,Cotton lint,1954,55800
Import,Cotton lint,1955,55900
Import,Cotton lint,1956,45800
Import,Cotton lint,1957,56800
Import,Cotton lint,1958,74100
Import,Cotton lint,1959,72900
Import,Cotton lint,1960,35106
Import,"Eggs, hen, in shell",1860,34.29
Import,"Eggs, hen, in shell",1861,39.961000000000006
Import,"Eggs, hen, in shell",1862,45.632
Import,"Eggs, hen, in shell",1863,51.303000000000004
Import,"Eggs, hen, in shell",1864,56.974
Import,"Eggs, hen, in shell",1865,62.645
Import,"Eggs, hen, in shell",1866,68.316
Import,"Eggs, hen, in shell",1867,73.987
Import,"Eggs, hen, in shell",1868,79.658
Import,"Eggs, hen, in shell",1869,85.32900000000001
Import,"Eggs, hen, in shell",1870,91
Import,"Eggs, hen, in shell",1871,103.916666666667
Import,"Eggs, hen, in shell",1872,116.833333333333
Import,"Eggs, hen, in shell",1873,129.75
Import,"Eggs, hen, in shell",1874,142.666666666667
Import,"Eggs, hen, in shell",1875,155.583333333333
Import,"Eggs, hen, in shell",1876,168.5
Import,"Eggs, hen, in shell",1877,181.416666666667
Import,"Eggs, hen, in shell",1878,194.333333333333
Import,"Eggs, hen, in shell",1879,207.25
Import,"Eggs, hen, in shell",1880,220.166666666667
Import,"Eggs, hen, in shell",1881,233.083333333333
Import,"Eggs, hen, in shell",1882,246
Import,"Eggs, hen, in shell",1883,433.375
Import,"Eggs, hen, in shell",1884,620.75
Import,"Eggs, hen, in shell",1885,808.125
Import,"Eggs, hen, in shell",1886,995.5
Import,"Eggs, hen, in shell",1887,1182.875
Import,"Eggs, hen, in shell",1888,1370.25
Import,"Eggs, hen, in shell",1889,1557.625
Import,"Eggs, hen, in shell",1890,1745
Import,"Eggs, hen, in shell",1891,1689.5
Import,"Eggs, hen, in shell",1892,1634
Import,"Eggs, hen, in shell",1893,1578.5
Import,"Eggs, hen, in shell",1894,1523
Import,"Eggs, hen, in shell",1895,1779.33333333333
Import,"Eggs, hen, in shell",1896,2035.66666666667
Import,"Eggs, hen, in shell",1897,2292
Import,"Eggs, hen, in shell",1898,2548.33333333333
