chaudhary_country_num,chaudhary_country,land_use_type,intensity,cf_mean,cf_lo,cf_hi
23,BELIZE,crop,intense,8.273874392340739e-13,6.381364683456076e-13,1.111619707385256e-12
24,BOSNIA_AND_HERZEGOVINA,pasture,minimal,6.144324430841946e-14,3.487814175259542e-14,9.638493953111073e-14
24,BOSNIA_AND_HERZEGOVINA,pasture,light,6.934022954074156e-14,4.3403021203022747e-14,1.0291578117994228e-13
24,BOSNIA_AND_HERZEGOVINA,pasture,intense,7.60766290627376e-14,4.6302866342624137e-14,1.1109824723236701e-13
24,BOSNIA_AND_HERZEGOVINA,crop,minimal,6.281517077945972e-14,3.6509693967136117e-14,9.707269352479966e-14
24,BOSNIA_AND_HERZEGOVINA,crop,light,7.243403034822236e-14,4.267509973318061e-14,1.0779560122078093e-13
24,BOSNIA_AND_HERZEGOVINA,crop,intense,7.404586395231101e-14,4.6460581395048043e-14,1.079513989367709e-13
25,BOLIVIA,pasture,minimal,3.1232259679143377e-13,2.653197985790149e-13,3.787295792931965e-13
25,BOLIVIA,pasture,light,3.1620819702310617e-13,2.6994244189602663e-13,3.820618094264443e-13
25,BOLIVIA,pasture,intense,3.196383567138425e-13,2.7153663615320537e-13,3.8644512124564247e-13
25,BOLIVIA,crop,minimal,3.1110483262629825e-13,2.625679805568249e-13,3.7816058480469065e-13
25,BOLIVIA,crop,light,3.1641911828734555e-13,2.6642865346660407e-13,3.84128931841915e-13
25,BOLIVIA,crop,intense,3.1733070412461e-13,2.6882540455754404e-13,3.8421846364383445e-13
26,MYANMAR__BURMA_,pasture,minimal,3.7400435048316037e-13,3.104068333268032e-13,4.639939381970107e-13
26,MYANMAR__BURMA_,pasture,light,3.872415988847791e-13,3.244620173129912e-13,4.763527506697593e-13
26,MYANMAR__BURMA_,pasture,intense,3.9916242434892356e-13,3.293683510303971e-13,4.930327740189742e-13
26,MYANMAR__BURMA_,crop,minimal,3.2649844630867707e-13,2.4349883371315394e-13,4.293060386821607e-13
26,MYANMAR__BURMA_,crop,light,3.556428121814236e-13,2.62935920404559e-13,4.634966874128816e-13
26,MYANMAR__BURMA_,crop,intense,3.607014668521544e-13,2.751156009187765e-13,4.640161918251853e-13
27,BENIN,pasture,minimal,6.656045913410477e-14,4.7480135720494506e-14,9.432864330256154e-14
27,BENIN,pasture,light,6.812242246210182e-14,4.9363322891891484e-14,9.535115494835048e-14
27,BENIN,pasture,intense,6.925405225998662e-14,4.995193125826925e-14,9.633075198341474e-14
27,BENIN,crop,minimal,6.482319863088418e-14,4.319563229226035e-14,9.371587598040502e-14
27,BENIN,crop,light,6.747824294358899e-14,4.557835455428686e-14,9.563464319945614e-14
27,BENIN,crop,intense,6.786627097861489e-14,4.6932428901367446e-14,9.565715123986588e-14
28,BYELARUS,pasture,minimal,1.5357338305102428e-14,1.1429528357345918e-14,1.9666794821248924e-14
28,BYELARUS,pasture,light,1.625741288881662e-14,1.2507979779634941e-14,2.0393037817862945e-14
28,BYELARUS,pasture,intense,1.706848492395643e-14,1.2884913789797141e-14,2.1373448294549794e-14
28,BYELARUS,crop,minimal,1.298239291154359e-14,8.682779335266112e-15,1.769037724594941e-14
28,BYELARUS,crop,light,1.475545606073327e-14,9.861638917915604e-15,1.9677649668175472e-14
28,BYELARUS,crop,intense,1.5061981542636216e-14,1.060060254952464e-14,1.970757460733029e-14
29,SOLOMON_ISLANDS,pasture,minimal,3.767799434871968e-12,3.163639362105584e-12,4.381307132258254e-12
29,SOLOMON_ISLANDS,pasture,light,3.9392896207927195e-12,3.355674351076087e-12,4.520259474835399e-12
29,SOLOMON_ISLANDS,pasture,intense,4.090632615234897e-12,3.4211835760266913e-12,4.703568968083067e-12
29,SOLOMON_ISLANDS,crop,minimal,3.5921811473691634e-12,2.900190092654174e-12,4.268022908121398e-12
29,SOLOMON_ISLANDS,crop,light,3.862027722102565e-12,3.0865218103772408e-12,4.553558523704234e-12
29,SOLOMON_ISLANDS,crop,intense,3.908224500446308e-12,3.20090181402786e-12,4.557839596327944e-12
30,BRAZIL,pasture,minimal,2.376306777665764e-13,2.0126445947379219e-13,2.896721065276558e-13
30,BRAZIL,pasture,light,2.417611436261778e-13,2.051703470353439e-13,2.9369313511254155e-13
30,BRAZIL,pasture,intense,2.4542398711592345e-13,2.0651805047191595e-13,2.9904177366380344e-13
30,BRAZIL,crop,minimal,2.377494415386755e-13,1.996226834610507e-13,2.9036372000878685e-13
30,BRAZIL,crop,light,2.4304929903049157e-13,2.0279723614936118e-13,2.9711640417994603e-13
30,BRAZIL,crop,intense,2.439626498742612e-13,2.0476830148102513e-13,2.972187498489857e-13
31,BHUTAN,pasture,minimal,6.161124481138596e-13,5.144913616933928e-13,7.664537909020574e-13
31,BHUTAN,pasture,light,6.311871670622143e-13,5.293773548230024e-13,7.817248261877616e-13
31,BHUTAN,pasture,intense,6.446683279650244e-13,5.34554382037597e-13,8.021827439865605e-13
31,BHUTAN,crop,minimal,5.504470184674908e-13,4.2314412921589973e-13,7.173034153073169e-13
31,BHUTAN,crop,light,5.853613692203312e-13,4.45794277344353e-13,7.617189695214346e-13
31,BHUTAN,crop,intense,5.916688330137129e-13,4.599529727408046e-13,7.623913568974459e-13
32,BULGARIA,pasture,minimal,5.104010339366573e-14,2.945346053422572e-14,7.883638807437183e-14
32,BULGARIA,pasture,light,5.823441580541487e-14,3.633632991815404e-14,8.566258906376027e-14
32,BULGARIA,pasture,intense,6.47131013113405e-14,3.873975547049803e-14,9.487435424312563e-14
32,BULGARIA,crop,minimal,5.10185318921488e-14,2.8792166056668894e-14,7.89444361586372e-14
32,BULGARIA,crop,light,6.040284651552023e-14,3.410804255373603e-14,9.089847401177594e-14
32,BULGARIA,crop,intense,6.203241734081764e-14,3.74384445054419e-14,9.10803241994437e-14
33,BOUVET_ISLAND,pasture,minimal,0.0,0.0,0.0
33,BOUVET_ISLAND,pasture,light,0.0,0.0,0.0
33,BOUVET_ISLAND,pasture,intense,0.0,0.0,0.0
33,BOUVET_ISLAND,crop,minimal,0.0,0.0,0.0
33,BOUVET_ISLAND,crop,light,0.0,0.0,0.0
33,BOUVET_ISLAND,crop,intense,0.0,0.0,0.0
34,BRUNEI,pasture,minimal,5.090216122285251e-13,4.424066219213266e-13,5.850908518019967e-13
34,BRUNEI,pasture,light,5.238206046269903e-13,4.588357653061587e-13,5.983577080301517e-13
34,BRUNEI,pasture,intense,5.369085532915194e-13,4.644405755412688e-13,6.158596331220858e-13
34,BRUNEI,crop,minimal,4.820305320389091e-13,4.0227922929357516e-13,5.686577729695033e-13
34,BRUNEI,crop,light,5.085128412136931e-13,4.2088321572688055e-13,5.980561366157133e-13
34,BRUNEI,crop,intense,5.130508526512662e-13,4.323042030815755e-13,5.984963215126535e-13
35,BURUNDI,pasture,minimal,5.524807917007193e-13,4.693165400506574e-13,6.710949777100427e-13
35,BURUNDI,pasture,light,5.569601787110494e-13,4.743058574530285e-13,6.750697133099118e-13
35,BURUNDI,pasture,intense,5.609145914707874e-13,4.760272558168948e-13,6.803132366529038e-13
35,BURUNDI,crop,minimal,5.058025352101913e-13,3.9930673020532125e-13,6.386841535200769e-13
35,BURUNDI,crop,light,5.238054125017694e-13,4.1286466513733794e-13,6.574869405451279e-13
35,BURUNDI,crop,intense,5.26873208652043e-13,4.2124926875676853e-13,6.57767427101891e-13
36,CANADA,pasture,minimal,1.2882016400220925e-14,1.0875867791979747e-14,1.5466574032032225e-14
36,CANADA,pasture,light,1.3103319190638544e-14,1.1130805158071777e-14,1.5643273414735433e-14
36,CANADA,pasture,intense,1.3300066673983926e-14,1.121908126533565e-14,1.5878426372786344e-14
36,CANADA,crop,minimal,1.1821022009961273e-14,9.577125439312794e-15,1.449345791736933e-14
36,CANADA,crop,light,1.225300474653449e-14,9.886909853893709e-15,1.4946921470689726e-14
36,CANADA,crop,intense,1.232713007655522e-14,1.0079371052522445e-14,1.4953732868800367e-14
37,CAMBODIA,pasture,minimal,3.0737778536230623e-13,2.5125208075331924e-13,3.8391168013682703e-13
37,CAMBODIA,pasture,light,3.1982556387065547e-13,2.6468370819690746e-13,3.953325431146439e-13
37,CAMBODIA,pasture,intense,3.310390553268897e-13,2.6937307434063583e-13,4.107524754841297e-13
37,CAMBODIA,crop,minimal,2.535519862774192e-13,1.7819157287483742e-13,3.436316714200477e-13
37,CAMBODIA,crop,light,2.8325476239724927e-13,1.9795731337345167e-13,3.7818994694985015e-13
37,CAMBODIA,crop,intense,2.884094240893488e-13,2.103445042083413e-13,3.78714668662953e-13
38,CHAD,pasture,minimal,2.215268950045528e-14,1.6560501048515588e-14,3.056162126795721e-14
38,CHAD,pasture,light,2.231903207192153e-14,1.6773472353947717e-14,3.066450247051294e-14
38,CHAD,pasture,intense,2.243646020959241e-14,1.683929334873047e-14,3.075684516637458e-14
38,CHAD,crop,minimal,2.143240911037247e-14,1.484158774982905e-14,3.032691149476168e-14
38,CHAD,crop,light,2.1967526365042803e-14,1.5408189596368787e-14,3.063895868763121e-14
38,CHAD,crop,intense,2.2043475246370376e-14,1.572684226685837e-14,3.0642342157290014e-14
39,SRI_LANKA,pasture,minimal,1.2721872586535499e-12,9.978030535558869e-13,1.602610915960756e-12
39,SRI_LANKA,pasture,light,1.3397262841276247e-12,1.0709939332358334e-12,1.6650183884251898e-12
39,SRI_LANKA,pasture,intense,1.3993205295471827e-12,1.0959652340445559e-12,1.7473273998259915e-12
39,SRI_LANKA,crop,minimal,2.0877601550155774e-12,1.3922023587106545e-12,2.8928492835276086e-12
39,SRI_LANKA,crop,light,2.399587601376706e-12,1.5995938109521722e-12,3.25019632064163e-12
39,SRI_LANKA,crop,intense,2.4527703805723645e-12,1.7269235159522406e-12,3.2555170437350667e-12
40,CONGO,pasture,minimal,1.8692207764736289e-13,1.5900812995717252e-13,2.29413036050849e-13
40,CONGO,pasture,light,1.885333383466177e-13,1.6067467023708324e-13,2.308925741773486e-13
40,CONGO,pasture,intense,1.8993560757765864e-13,1.612444801573794e-13,2.328151760410769e-13
40,CONGO,crop,minimal,1.6936895812551702e-13,1.325675887189165e-13,2.1717476582278762e-13
40,CONGO,crop,light,1.760616540413585e-13,1.3754446906164897e-13,2.24238588966333e-13
40,CONGO,crop,intense,1.77196631275432e-13,1.406129282254106e-13,2.2434342822603374e-13
41,ZAIRE,pasture,minimal,1.7590157192565604e-13,1.480735369628839e-13,2.1732320489144363e-13
41,ZAIRE,pasture,light,1.7743697042100171e-13,1.497608393783492e-13,2.1868030887862033e-13
41,ZAIRE,pasture,intense,1.7877499141728467e-13,1.5033808071335963e-13,2.204440950440008e-13
41,ZAIRE,crop,minimal,1.6118707840228895e-13,1.2561905754606064e-13,2.0717681398954492e-13
41,ZAIRE,crop,light,1.670697333730361e-13,1.301047869218538e-13,2.1326967833635267e-13
41,ZAIRE,crop,intense,1.680654535690109e-13,1.328633856318064e-13,2.133599987327845e-13
42,CHINA,pasture,minimal,9.948446233049474e-14,8.353680894496775e-14,1.212222559866753e-13
42,CHINA,pasture,light,1.0182952777259227e-13,8.602364321457951e-14,1.234197515297665e-13
42,CHINA,pasture,intense,1.0391794726028734e-13,8.688540772046003e-14,1.2635071827151595e-13
42,CHINA,crop,minimal,9.12626168734302e-14,7.134742329112644e-14,1.155536637831851e-13
42,CHINA,crop,light,9.644105612814991e-14,7.492768752307737e-14,1.2146680253565038e-13
42,CHINA,crop,intense,9.733022669644294e-14,7.715015545979958e-14,1.2155585589729814e-13
43,CHILE,pasture,minimal,1.8276827065142928e-13,1.5078380148545163e-13,2.2690100627399015e-13
43,CHILE,pasture,light,1.867237541180566e-13,1.556330366395421e-13,2.2967449680454726e-13
43,CHILE,pasture,intense,1.8984474905730922e-13,1.5721091232869328e-13,2.327965891260776e-13
43,CHILE,crop,minimal,1.8491147925366239e-13,1.5337073687238716e-13,2.282473120487024e-13
43,CHILE,crop,light,1.891077754269841e-13,1.5655043300364478e-13,2.3212652231525224e-13
43,CHILE,crop,intense,1.8977170285494896e-13,1.584298025025287e-13,2.321789077529341e-13
44,CAYMAN_ISLANDS,pasture,minimal,1.1956526889559237e-12,1.0002945265387237e-12,1.47644087736156e-12
44,CAYMAN_ISLANDS,pasture,light,1.2397523645351175e-12,1.0365731262024055e-12,1.5259577888899306e-12
44,CAYMAN_ISLANDS,pasture,intense,1.2786720183806998e-12,1.0489509535876098e-12,1.5912814353575464e-12
44,CAYMAN_ISLANDS,crop,minimal,1.1910832177994023e-12,9.781730544658587e-13,1.4836163229014082e-12
44,CAYMAN_ISLANDS,crop,light,1.249525907001838e-12,1.009189094881908e-12,1.5672895582379325e-12
44,CAYMAN_ISLANDS,crop,intense,1.259539245350119e-12,1.0282283409308998e-12,1.5685473541126155e-12
45,COCOS__KEELING__ISLANDS,pasture,minimal,5.1695034492932116e-11,4.295760653785958e-11,6.03857981874378e-11
45,COCOS__KEELING__ISLANDS,pasture,light,5.431717301105791e-11,4.6108544191718225e-11,6.24455258744372e-11
45,COCOS__KEELING__ISLANDS,pasture,intense,5.6631360836696594e-11,4.7183631266439116e-11,6.516272830329798e-11
45,COCOS__KEELING__ISLANDS,crop,minimal,5.202826185186586e-11,4.317572642098763e-11,6.070695309875338e-11
45,COCOS__KEELING__ISLANDS,crop,light,5.534086923086286e-11,4.55457088565773e-11,6.417887579676014e-11
45,COCOS__KEELING__ISLANDS,crop,intense,5.5908376989507774e-11,4.7000451498296465e-11,6.423100386571682e-11
46,CAMEROON,pasture,minimal,4.573188650862428e-13,3.9262538945598455e-13,5.50057482093788e-13
46,CAMEROON,pasture,light,4.626618464774344e-13,3.984361276988947e-13,5.549889673390223e-13
46,CAMEROON,pasture,intense,4.674642455197643e-13,4.0045449574671357e-13,5.61586854736035e-13
46,CAMEROON,crop,minimal,4.213326097005118e-13,3.38662242377558e-13,5.248879392390317e-13
46,CAMEROON,crop,light,4.374640592978723e-13,3.503530409320712e-13,5.426546854293539e-13
46,CAMEROON,crop,intense,4.402507497164739e-13,3.5763655131579283e-13,5.429224076624297e-13
47,COMOROS,pasture,minimal,2.0802098922501586e-11,1.73787585275503e-11,2.4562034252435653e-11
47,COMOROS,pasture,light,2.152486940301195e-11,1.8177604004431625e-11,2.517342946018996e-11
47,COMOROS,pasture,intense,2.2162741857776792e-11,1.8450147465181063e-11,2.5979992102523914e-11
47,COMOROS,crop,minimal,1.8514600588540856e-11,1.4338541691954118e-11,2.2933390171508792e-11
47,COMOROS,crop,light,2.007048272581949e-11,1.5408013259289484e-11,2.4619549281357268e-11
47,COMOROS,crop,intense,2.033624134005816e-11,1.6064608529391167e-11,2.4644722368588318e-11
48,COLOMBIA,pasture,minimal,1.0348040526976475e-12,8.693682204759101e-13,1.2754031368883324e-12
48,COLOMBIA,pasture,light,1.058632991984429e-12,8.908843869410826e-13,1.2995891668561563e-12
48,COLOMBIA,pasture,intense,1.0799085967711671e-12,8.983586359079287e-13,1.3319158863832497e-12
48,COLOMBIA,crop,minimal,1.0376023130674892e-12,8.634210423648749e-13,1.2811465845742978e-12
48,COLOMBIA,crop,light,1.0677530763882834e-12,8.805207011407442e-13,1.3213167116696316e-12
48,COLOMBIA,crop,intense,1.0729745778299521e-12,8.911930520821185e-13,1.3219276867765864e-12
49,NORTHERN_MARIANA_ISLANDS,pasture,minimal,1.724940269542688e-11,1.4166898256852441e-11,2.144072529186165e-11
49,NORTHERN_MARIANA_ISLANDS,pasture,light,1.821441252825588e-11,1.517841529405769e-11,2.23843644335912e-11
49,NORTHERN_MARIANA_ISLANDS,pasture,intense,1.9066052273071375e-11,1.5523481216029017e-11,2.362923676373544e-11
49,NORTHERN_MARIANA_ISLANDS,crop,minimal,1.750662426922411e-11,1.4316643731993755e-11,2.1763402128838806e-11
49,NORTHERN_MARIANA_ISLANDS,crop,light,1.868852262653138e-11,1.5065373081584475e-11,2.3287240788735045e-11
49,NORTHERN_MARIANA_ISLANDS,crop,intense,1.8891262038513562e-11,1.552492099356226e-11,2.3310178621577434e-11
50,COSTA_RICA,pasture,minimal,1.4497869975638048e-12,1.2084332264685818e-12,1.8017114772621375e-12
50,COSTA_RICA,pasture,light,1.486883816924424e-12,1.2409198833254348e-12,1.8420327322645077e-12
50,COSTA_RICA,pasture,intense,1.5203029348978606e-12,1.252264194207451e-12,1.8964724673788988e-12
50,COSTA_RICA,crop,minimal,2.6945440465459856e-12,2.228915350150853e-12,3.3435420393342747e-12
50,COSTA_RICA,crop,light,2.7782746792992728e-12,2.2756882287700527e-12,3.458745208747931e-12
50,COSTA_RICA,crop,intense,2.7928395861759357e-12,2.3049990395015394e-12,3.4605047993931475e-12
51,CENTRAL_AFRICAN_REPUBLIC,pasture,minimal,7.916735032180363e-14,6.313622848545482e-14,1.0307806349888665e-13
51,CENTRAL_AFRICAN_REPUBLIC,pasture,light,7.959144265881749e-14,6.365578433714854e-14,1.0339280746409507e-13
51,CENTRAL_AFRICAN_REPUBLIC,pasture,intense,7.992427557400512e-14,6.382393680052043e-14,1.0374804951924412e-13
51,CENTRAL_AFRICAN_REPUBLIC,crop,minimal,7.469707487131532e-14,5.506000892640173e-14,1.0053270986990508e-13
51,CENTRAL_AFRICAN_REPUBLIC,crop,light,7.671057440323637e-14,5.694009340011051e-14,1.021354843840101e-13
51,CENTRAL_AFRICAN_REPUBLIC,crop,intense,7.70244800781322e-14,5.804004681732349e-14,1.0215707621592626e-13
52,CUBA,pasture,minimal,1.636701821532551e-12,1.2536016207431823e-12,2.1886571758318372e-12
52,CUBA,pasture,light,1.7446527538342726e-12,1.3403230846471828e-12,2.304503205424651e-12
52,CUBA,pasture,intense,1.8399226074642512e-12,1.369909408620217e-12,2.457329784563545e-12
52,CUBA,crop,minimal,1.6602055577730842e-12,1.2474817608930177e-12,2.2254096821398027e-12
52,CUBA,crop,light,1.793867968011687e-12,1.3145440287370866e-12,2.4135724960339125e-12
52,CUBA,crop,intense,1.816787627760299e-12,1.355707242380636e-12,2.416403661391188e-12
53,CAPE_VERDE,pasture,minimal,2.765466576410672e-12,1.4561755118421069e-12,4.126659441425481e-12
53,CAPE_VERDE,pasture,light,3.307972381973518e-12,2.039583764190427e-12,4.572503046891535e-12
53,CAPE_VERDE,pasture,intense,3.7867431319576305e-12,2.238602888736331e-12,5.1606712285627416e-12
53,CAPE_VERDE,crop,minimal,3.046255115392306e-12,1.7730395934978249e-12,4.331785913547436e-12
53,CAPE_VERDE,crop,light,3.673857139370431e-12,2.169985839796144e-12,5.031728281833613e-12
53,CAPE_VERDE,crop,intense,3.781578172173416e-12,2.413605604123628e-12,5.042270267122095e-12
54,COOK_ISLANDS,pasture,minimal,1.99084011309565e-11,1.5897057062748382e-11,3.204059521792276e-11
54,COOK_ISLANDS,pasture,light,2.11526606947361e-11,1.7161695333605884e-11,3.418041616271828e-11
54,COOK_ISLANDS,pasture,intense,2.2250738557005828e-11,1.7593098356991467e-11,3.7003324273612574e-11
54,COOK_ISLANDS,crop,minimal,2.034512356557016e-11,1.620570233863962e-11,3.308139643068159e-11
54,COOK_ISLANDS,crop,light,2.18400996401344e-11,1.712313378467713e-11,3.64193492311913e-11
54,COOK_ISLANDS,crop,intense,2.2096715562700856e-11,1.7686212728468546e-11,3.646963372770168e-11
55,CYPRUS,pasture,minimal,6.73859518626913e-13,3.91052424479694e-13,9.740672319666663e-13
55,CYPRUS,pasture,light,7.765612394862307e-13,4.922738728175524e-13,1.0611027483193483e-12
55,CYPRUS,pasture,intense,8.671995864737247e-13,5.268080159964826e-13,1.1759212432391354e-12
55,CYPRUS,crop,minimal,5.890240679872059e-13,2.799707037801238e-13,9.059181392035751e-13
55,CYPRUS,crop,light,7.451855502469676e-13,3.7398119488285643e-13,1.0837021767935743e-12
55,CYPRUS,crop,intense,7.719132916995046e-13,4.316909373267522e-13,1.0863657588281008e-12
56,DENMARK,pasture,minimal,1.5376949383890214e-14,1.092086952026663e-14,2.0587826402601762e-14
56,DENMARK,pasture,light,1.6514433070889774e-14,1.219055829883696e-14,2.1577504669650485e-14
56,DENMARK,pasture,intense,1.7539352541963134e-14,1.2634212435275404e-14,2.2913601861184066e-14
56,DENMARK,crop,minimal,1.2715448589927446e-14,7.842454511563012e-15,1.8380079817069178e-14
56,DENMARK,crop,light,1.4868860915832007e-14,9.209986329763844e-15,2.0913460063619708e-14
56,DENMARK,crop,intense,1.52416567762568e-14,1.00671491586912e-14,2.0951731507861822e-14
57,DJIBOUTI,pasture,minimal,8.374933159070929e-14,6.458820985894209e-14,1.1081754316018556e-13
57,DJIBOUTI,pasture,light,8.49510067781209e-14,6.610566531670054e-14,1.1155973153132782e-13
57,DJIBOUTI,pasture,intense,8.579846568953508e-14,6.65746152388964e-14,1.1222589521146258e-13
57,DJIBOUTI,crop,minimal,8.30894765128528e-14,6.1760409569697e-14,1.1083536139692307e-13
57,DJIBOUTI,crop,light,8.489828486513962e-14,6.359715055185296e-14,1.1198476867766291e-13
57,DJIBOUTI,crop,intense,8.515584669888562e-14,6.462993970313902e-14,1.1199732415212215e-13
58,DOMINICA,pasture,minimal,1.4669978062558568e-11,1.1590270013584918e-11,1.8452223482588464e-11
58,DOMINICA,pasture,light,1.5500653254332105e-11,1.2357324743907164e-11,1.9242060064073465e-11
58,DOMINICA,pasture,intense,1.6233784816565577e-11,1.2619074277698427e-11,2.0284011469647708e-11
58,DOMINICA,crop,minimal,1.4205657415415566e-11,1.0993595096535494e-11,1.8150299735259115e-11
58,DOMINICA,crop,light,1.540939910026453e-11,1.1547104561767787e-11,1.9643318568967204e-11
58,DOMINICA,crop,intense,1.5615338347617877e-11,1.1975022018813928e-11,1.966568530951282e-11
59,JARVIS_ISLAND,pasture,minimal,0.0,0.0,0.0
59,JARVIS_ISLAND,pasture,light,0.0,0.0,0.0
59,JARVIS_ISLAND,pasture,intense,0.0,0.0,0.0
59,JARVIS_ISLAND,crop,minimal,0.0,0.0,0.0
59,JARVIS_ISLAND,crop,light,0.0,0.0,0.0
59,JARVIS_ISLAND,crop,intense,0.0,0.0,0.0
60,DOMINICAN_REPUBLIC,pasture,minimal,2.6793378524354158e-12,2.125361823887398e-12,3.410893062641954e-12
60,DOMINICAN_REPUBLIC,pasture,light,2.837862783210537e-12,2.2746829662912376e-12,3.5686732329343268e-12
60,DOMINICAN_REPUBLIC,pasture,intense,2.9777646716038495e-12,2.3256232724395733e-12,3.776820558364317e-12
60,DOMINICAN_REPUBLIC,crop,minimal,2.7208330184338766e-12,2.1417463968709573e-12,3.4627069502193876e-12
60,DOMINICAN_REPUBLIC,crop,light,2.9152055289972985e-12,2.2531409968335046e-12,3.718312436406836e-12
60,DOMINICAN_REPUBLIC,crop,intense,2.9485439512063356e-12,2.3215127620239707e-12,3.722159270494644e-12
61,ECUADOR,pasture,minimal,2.1672404289758345e-12,1.8465956505995017e-12,2.6362250072539437e-12
61,ECUADOR,pasture,light,2.212139115402797e-12,1.8918842365394052e-12,2.6801158365608722e-12
61,ECUADOR,pasture,intense,2.2517715983666466e-12,1.907489157937921e-12,2.7379158332481355e-12
61,ECUADOR,crop,minimal,2.179045669845838e-12,1.8483303990899045e-12,2.6508714873999435e-12
61,ECUADOR,crop,light,2.233797510710718e-12,1.8822844316485147e-12,2.721567563377495e-12
61,ECUADOR,crop,intense,2.243210419582576e-12,1.9033442706338648e-12,2.722633171727458e-12
62,EGYPT,pasture,minimal,9.401256902107591e-15,6.694906468952699e-15,1.3422314342270216e-14
62,EGYPT,pasture,light,9.572401171154121e-15,6.914866393145804e-15,1.352699095343991e-14
62,EGYPT,pasture,intense,9.693113696290077e-15,6.9828479471127184e-15,1.3620978569420211e-14
62,EGYPT,crop,minimal,9.272964765407604e-15,6.281571908831284e-15,1.3403475724892802e-14
62,EGYPT,crop,light,9.546034063301557e-15,6.548541972473435e-15,1.3579240015070391e-14
62,EGYPT,crop,intense,9.584903148169893e-15,6.698668988970726e-15,1.3581158518957072e-14
63,IRELAND,pasture,minimal,1.5752544997577855e-14,1.2643357085341887e-14,1.899407388347373e-14
63,IRELAND,pasture,light,1.6451902623661365e-14,1.3443290096681368e-14,1.95686519872236e-14
63,IRELAND,pasture,intense,1.7069250447217203e-14,1.3716449894755455e-14,2.0326584637366962e-14
63,IRELAND,crop,minimal,1.2744844615663944e-14,8.910256749210225e-15,1.6728740098557645e-14
63,IRELAND,crop,light,1.446817849933853e-14,1.0085515222305956e-14,1.859285485008775e-14
63,IRELAND,crop,intense,1.4761571548783792e-14,1.0807214422589229e-14,1.8620507007954713e-14
64,EQUATORIAL_GUINEA,pasture,minimal,5.16465512674925e-13,4.374622942006943e-13,6.304320643338454e-13
64,EQUATORIAL_GUINEA,pasture,light,5.277270262359149e-13,4.4894371227762996e-13,6.413487248160288e-13
64,EQUATORIAL_GUINEA,pasture,intense,5.380089362954433e-13,4.529391798018484e-13,6.560456113492394e-13
64,EQUATORIAL_GUINEA,crop,minimal,4.768882512191114e-13,3.773240544227691e-13,6.029396572342075e-13
64,EQUATORIAL_GUINEA,crop,light,5.014422328691098e-13,3.939525429496628e-13,6.320076943048939e-13
64,EQUATORIAL_GUINEA,crop,intense,5.057536729892019e-13,4.043549628118927e-13,6.324490070504422e-13
65,ESTONIA,pasture,minimal,1.2652223191917475e-14,9.824791161478739e-15,1.5813084026776064e-14
65,ESTONIA,pasture,light,1.3224262530579613e-14,1.0536048004297523e-14,1.6264867696821158e-14
65,ESTONIA,pasture,intense,1.3739734696986561e-14,1.0784641172087129e-14,1.6874766196615757e-14
65,ESTONIA,crop,minimal,1.0135765365590213e-14,6.866566724356458e-15,1.3742518336050708e-14
65,ESTONIA,crop,light,1.151523049039894e-14,7.794126108754745e-15,1.5281319823639215e-14
65,ESTONIA,crop,intense,1.175369875357334e-14,8.375565023860187e-15,1.530448850917355e-14
66,ERITREA,pasture,minimal,9.734650590939615e-14,7.696645719013475e-14,1.2682849604668534e-13
66,ERITREA,pasture,light,9.881011027732667e-14,7.858573774270197e-14,1.2804045580529345e-13
66,ERITREA,pasture,intense,1.000023189574067e-13,7.91188624389519e-14,1.2949155300998138e-13
66,ERITREA,crop,minimal,9.062024645465094e-14,6.609805257483624e-14,1.2242887725397874e-13
66,ERITREA,crop,light,9.440414011065467e-14,6.908034337787657e-14,1.2613619869387485e-13
66,ERITREA,crop,intense,9.501928793759048e-14,7.086285355279049e-14,1.2618893361056781e-13
67,EL_SALVADOR,pasture,minimal,1.1176301284863046e-12,9.32446720840264e-13,1.3627390790808224e-12
67,EL_SALVADOR,pasture,light,1.152473562403879e-12,9.69610339973671e-13,1.3948579304872811e-12
67,EL_SALVADOR,pasture,intense,1.1838621979371412e-12,9.825856941942405e-13,1.4382232840221334e-12
67,EL_SALVADOR,crop,minimal,1.1089620124938376e-12,9.101157574522934e-13,1.36014250326532e-12
67,EL_SALVADOR,crop,light,1.1564855820367404e-12,9.412702270584194e-13,1.4175152633535182e-12
67,EL_SALVADOR,crop,intense,1.1647587534274098e-12,9.607911717083937e-13,1.4183920609498926e-12
68,ETHIOPIA,pasture,minimal,1.7291936161517864e-13,1.349035573214572e-13,2.2953451435819754e-13
68,ETHIOPIA,pasture,light,1.7516756650764797e-13,1.3733533626644157e-13,2.314339757469196e-13
68,ETHIOPIA,pasture,intense,1.770008266634609e-13,1.3813749122954084e-13,2.337012935232714e-13
68,ETHIOPIA,crop,minimal,1.6167482310640098e-13,1.1623136771228633e-13,2.2243625025982987e-13
68,ETHIOPIA,crop,light,1.678870073748487e-13,1.2122144026370884e-13,2.2839674274208916e-13
68,ETHIOPIA,crop,intense,1.6888938746894766e-13,1.2419087807057693e-13,2.2848076811445326e-13
69,CZECH_REPUBLIC,pasture,minimal,1.894041599565152e-14,1.348006530371493e-14,2.505302168331361e-14
69,CZECH_REPUBLIC,pasture,light,2.034657207572401e-14,1.51028463415197e-14,2.6221982428876222e-14
